type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	492	1520719280626	0	0	1	0	1	0	1	9	0	5	15	COLORDIFFS	240	31	50	226	40	50	31	69	50	352	82	50	117	80	50	194	81	50	168	65	50	180	75	50	161	64	50	225	38	50	266	35	50	37	90	50	16	94	50	82	73	50	191	48	50	157	56	50	167	73	50	160	93	50	225	38	50	266	35	50	37	90	50	16	94	50	82	73	50	191	48	50	157	56	50	167	73	50	160	93	50	240	31	50	226	40	50	31	69	50	352	82	50	117	80	50	194	81	50	168	65	50	180	75	50	161	64	50
StateGrid	492	1520719280626	1	0	1	0	1	0	1	9	0	8	32	COLORDIFFS	302	65	50	293	22	50	240	80	50	267	48	50	19	51	50	241	4	50	298	65	50	84	40	50	235	60	50	189	20	50	272	48	50	297	43	50	319	40	50	327	96	50	39	14	50	277	8	50	43	23	50	201	29	50	189	20	50	272	48	50	297	43	50	319	40	50	327	96	50	39	14	50	277	8	50	43	23	50	201	29	50	302	65	50	293	22	50	240	80	50	267	48	50	19	51	50	241	4	50	298	65	50	84	40	50	235	60	50
StateGrid	492	1520719280626	2	0	1	0	0	1	0	9	0	17.75	87.25	COLORDIFFS	184	64	50	327	94	50	239	92	50	92	36	50	194	25	50	282	10	50	334	39	50	222	40	50	45	11	50	274	45	50	15	5	50	190	92	50	207	83	50	245	38	50	293	57	50	2	76	50	0	59	50	232	95	50	184	64	50	327	94	50	239	92	50	92	36	50	194	25	50	282	10	50	334	39	50	222	40	50	45	11	50	274	45	50	15	5	50	190	92	50	207	83	50	245	38	50	293	57	50	2	76	50	0	59	50	232	95	50
StateGrid	492	1520719280626	3	0	0	1	0	0	1	9	0	9.5	40.5	COLORDIFFS	240	8	50	213	51	50	266	78	50	19	3	50	333	87	50	351	10	50	126	30	50	231	58	50	242	31	50	270	70	50	349	34	50	233	39	50	183	12	50	204	1	50	243	39	50	198	32	50	350	69	50	202	50	50	240	8	50	213	51	50	266	78	50	19	3	50	333	87	50	351	10	50	126	30	50	231	58	50	242	31	50	270	70	50	349	34	50	233	39	50	183	12	50	204	1	50	243	39	50	198	32	50	350	69	50	202	50	50
StateGrid	492	1520719280626	4	0	0	1	1	1	0	9	0	13.25	61.75000000000001	COLORDIFFS	66	1	50	235	15	50	233	5	50	164	21	50	324	82	50	121	78	50	186	36	50	223	61	50	316	40	50	288	51	50	251	55	50	253	19	50	293	1	50	40	86	50	226	5	50	216	54	50	157	28	50	349	3	50	288	51	50	251	55	50	253	19	50	293	1	50	40	86	50	226	5	50	216	54	50	157	28	50	349	3	50	66	1	50	235	15	50	233	5	50	164	21	50	324	82	50	121	78	50	186	36	50	223	61	50	316	40	50
StateGrid	492	1520719280626	5	0	1	0	1	0	1	9	0	14	66	COLORDIFFS	261	48	50	224	35	50	34	78	50	277	18	50	262	11	50	16	6	50	71	12	50	311	25	50	185	59	50	321	21	50	316	48	50	115	23	50	181	10	50	118	60	50	284	82	50	251	79	50	334	96	50	132	2	50	321	21	50	316	48	50	115	23	50	181	10	50	118	60	50	284	82	50	251	79	50	334	96	50	132	2	50	261	48	50	224	35	50	34	78	50	277	18	50	262	11	50	16	6	50	71	12	50	311	25	50	185	59	50
StateGrid	492	1520719280626	6	0	0	1	0	0	1	9	0	12.5	57.5	COLORDIFFS	65	76	50	170	21	50	216	30	50	260	47	50	239	77	50	240	23	50	339	66	50	173	26	50	175	49	50	269	0	50	240	82	50	344	66	50	0	9	50	14	79	50	332	74	50	312	93	50	238	41	50	319	80	50	65	76	50	170	21	50	216	30	50	260	47	50	239	77	50	240	23	50	339	66	50	173	26	50	175	49	50	269	0	50	240	82	50	344	66	50	0	9	50	14	79	50	332	74	50	312	93	50	238	41	50	319	80	50
StateGrid	492	1520719280626	7	1	0	1	0	1	0	9	0	17	83	COLORDIFFS	60	80	50	188	72	50	96	68	50	37	26	50	282	8	50	21	41	50	195	59	50	231	3	50	297	52	50	184	6	50	313	54	50	40	0	50	303	89	50	101	5	50	240	67	50	220	43	50	131	87	50	243	98	50	184	6	50	313	54	50	40	0	50	303	89	50	101	5	50	240	67	50	220	43	50	131	87	50	243	98	50	60	80	50	188	72	50	96	68	50	37	26	50	282	8	50	21	41	50	195	59	50	231	3	50	297	52	50
StateGrid	492	1520719280626	8	0	0	1	1	1	0	9	0	7.25	27.75	COLORDIFFS	63	63	50	182	46	50	156	30	50	271	60	50	226	83	50	156	39	50	354	27	50	295	26	50	351	15	50	98	52	50	156	76	50	174	76	50	224	70	50	281	48	50	135	63	50	310	51	50	313	73	50	25	68	50	98	52	50	156	76	50	174	76	50	224	70	50	281	48	50	135	63	50	310	51	50	313	73	50	25	68	50	63	63	50	182	46	50	156	30	50	271	60	50	226	83	50	156	39	50	354	27	50	295	26	50	351	15	50
StateGrid	492	1520719280626	9	0	0	1	0	0	1	9	0	11	49	COLORDIFFS	211	95	50	222	78	50	185	89	50	302	9	50	205	77	50	8	84	50	207	48	50	121	41	50	94	29	50	181	17	50	133	8	50	111	91	50	193	7	50	259	90	50	247	21	50	298	22	50	39	60	50	142	94	50	211	95	50	222	78	50	185	89	50	302	9	50	205	77	50	8	84	50	207	48	50	121	41	50	94	29	50	181	17	50	133	8	50	111	91	50	193	7	50	259	90	50	247	21	50	298	22	50	39	60	50	142	94	50
