type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	420	1520719280223	0	1	0	1	1	0	1	9	0	8	32	COLORDIFFS	85	25	50	6	39	50	272	86	50	174	46	50	225	88	50	334	7	50	31	27	50	73	35	50	139	88	50	67	5	50	325	51	50	282	49	50	89	57	50	209	58	50	337	51	50	60	20	50	173	7	50	82	87	50	85	25	50	6	39	50	272	86	50	174	46	50	225	88	50	334	7	50	31	27	50	73	35	50	139	88	50	67	5	50	325	51	50	282	49	50	89	57	50	209	58	50	337	51	50	60	20	50	173	7	50	82	87	50
StateGrid	420	1520719280223	1	0	1	0	1	0	1	9	0	5.75	19.25	COLORDIFFS	156	80	50	222	10	50	118	49	50	294	89	50	24	41	50	225	42	50	20	9	50	83	22	50	169	12	50	126	54	50	315	9	50	83	63	50	309	30	50	39	57	50	250	14	50	11	46	50	121	51	50	74	16	50	126	54	50	315	9	50	83	63	50	309	30	50	39	57	50	250	14	50	11	46	50	121	51	50	74	16	50	156	80	50	222	10	50	118	49	50	294	89	50	24	41	50	225	42	50	20	9	50	83	22	50	169	12	50
StateGrid	420	1520719280223	2	1	1	0	1	1	0	9	0	13.25	61.75000000000001	COLORDIFFS	135	43	50	188	27	50	108	88	50	305	48	50	4	10	50	269	53	50	14	19	50	201	66	50	255	91	50	357	5	50	87	54	50	249	16	50	251	1	50	5	83	50	315	7	50	69	63	50	325	65	50	199	3	50	135	43	50	188	27	50	108	88	50	305	48	50	4	10	50	269	53	50	14	19	50	201	66	50	255	91	50	357	5	50	87	54	50	249	16	50	251	1	50	5	83	50	315	7	50	69	63	50	325	65	50	199	3	50
StateGrid	420	1520719280223	3	1	1	0	1	1	0	9	0	15.5	74.5	COLORDIFFS	193	92	50	300	29	50	51	1	50	78	71	50	317	75	50	314	3	50	138	50	50	148	74	50	97	7	50	79	11	50	105	36	50	268	96	50	357	9	50	73	15	50	311	71	50	278	59	50	267	79	50	316	6	50	193	92	50	300	29	50	51	1	50	78	71	50	317	75	50	314	3	50	138	50	50	148	74	50	97	7	50	79	11	50	105	36	50	268	96	50	357	9	50	73	15	50	311	71	50	278	59	50	267	79	50	316	6	50
StateGrid	420	1520719280223	4	0	0	1	1	1	0	9	0	19.25	95.75	COLORDIFFS	99	89	50	221	78	50	250	73	50	124	72	50	64	12	50	322	16	50	226	2	50	237	73	50	76	21	50	10	80	50	331	27	50	338	33	50	172	14	50	134	53	50	90	41	50	117	83	50	207	46	50	318	49	50	10	80	50	331	27	50	338	33	50	172	14	50	134	53	50	90	41	50	117	83	50	207	46	50	318	49	50	99	89	50	221	78	50	250	73	50	124	72	50	64	12	50	322	16	50	226	2	50	237	73	50	76	21	50
StateGrid	420	1520719280224	5	0	1	0	1	0	1	9	0	18.5	91.5	COLORDIFFS	320	74	50	30	73	50	240	56	50	219	95	50	236	10	50	221	16	50	152	71	50	146	32	50	318	72	50	166	14	50	145	14	50	114	53	50	44	27	50	110	95	50	179	70	50	283	32	50	190	33	50	94	26	50	166	14	50	145	14	50	114	53	50	44	27	50	110	95	50	179	70	50	283	32	50	190	33	50	94	26	50	320	74	50	30	73	50	240	56	50	219	95	50	236	10	50	221	16	50	152	71	50	146	32	50	318	72	50
StateGrid	420	1520719280224	6	1	1	0	1	1	0	9	0	14.75	70.25	COLORDIFFS	279	69	50	31	64	50	193	6	50	18	93	50	39	45	50	0	15	50	225	0	50	20	44	50	249	77	50	167	54	50	133	66	50	274	26	50	234	51	50	222	66	50	18	74	50	131	86	50	66	68	50	147	15	50	279	69	50	31	64	50	193	6	50	18	93	50	39	45	50	0	15	50	225	0	50	20	44	50	249	77	50	167	54	50	133	66	50	274	26	50	234	51	50	222	66	50	18	74	50	131	86	50	66	68	50	147	15	50
StateGrid	420	1520719280224	7	1	1	0	1	1	0	9	0	16.25	78.75	COLORDIFFS	198	19	50	37	73	50	38	58	50	55	11	50	0	58	50	299	55	50	284	11	50	97	81	50	87	96	50	101	89	50	319	65	50	28	8	50	356	95	50	190	3	50	204	88	50	64	40	50	313	21	50	182	30	50	198	19	50	37	73	50	38	58	50	55	11	50	0	58	50	299	55	50	284	11	50	97	81	50	87	96	50	101	89	50	319	65	50	28	8	50	356	95	50	190	3	50	204	88	50	64	40	50	313	21	50	182	30	50
StateGrid	420	1520719280224	8	1	1	0	1	1	0	9	0	10.25	44.75	COLORDIFFS	99	37	50	281	52	50	358	73	50	207	46	50	175	21	50	345	12	50	42	53	50	2	5	50	115	66	50	155	35	50	321	8	50	304	50	50	293	69	50	34	64	50	281	59	50	86	25	50	340	31	50	182	46	50	99	37	50	281	52	50	358	73	50	207	46	50	175	21	50	345	12	50	42	53	50	2	5	50	115	66	50	155	35	50	321	8	50	304	50	50	293	69	50	34	64	50	281	59	50	86	25	50	340	31	50	182	46	50
StateGrid	420	1520719280224	9	1	0	1	0	1	0	9	0	17	83	COLORDIFFS	217	19	50	101	85	50	27	53	50	238	42	50	192	45	50	342	81	50	283	19	50	34	80	50	340	26	50	25	89	50	269	58	50	120	20	50	349	31	50	42	91	50	276	19	50	7	19	50	284	12	50	294	62	50	25	89	50	269	58	50	120	20	50	349	31	50	42	91	50	276	19	50	7	19	50	284	12	50	294	62	50	217	19	50	101	85	50	27	53	50	238	42	50	192	45	50	342	81	50	283	19	50	34	80	50	340	26	50
