type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	719	1520719282074	0	0	0	1	1	1	0	9	0	8.75	36.25	COLORDIFFS	276	94	50	228	74	50	219	29	50	210	69	50	68	44	50	64	24	50	25	36	50	87	72	50	191	13	50	324	57	50	261	81	50	342	0	50	200	91	50	117	4	50	193	4	50	307	14	50	57	68	50	77	46	50	324	57	50	261	81	50	342	0	50	200	91	50	117	4	50	193	4	50	307	14	50	57	68	50	77	46	50	276	94	50	228	74	50	219	29	50	210	69	50	68	44	50	64	24	50	25	36	50	87	72	50	191	13	50
StateGrid	719	1520719282074	1	0	0	1	1	1	0	9	0	15.5	74.5	COLORDIFFS	75	37	50	149	76	50	5	86	50	10	67	50	5	82	50	51	29	50	285	71	50	200	16	50	150	9	50	136	8	50	339	13	50	313	4	50	26	24	50	219	46	50	124	10	50	58	9	50	1	73	50	273	17	50	136	8	50	339	13	50	313	4	50	26	24	50	219	46	50	124	10	50	58	9	50	1	73	50	273	17	50	75	37	50	149	76	50	5	86	50	10	67	50	5	82	50	51	29	50	285	71	50	200	16	50	150	9	50
StateGrid	719	1520719282074	2	0	0	1	0	0	1	9	0	7.25	27.75	COLORDIFFS	221	27	50	225	55	50	175	18	50	231	51	50	97	87	50	330	80	50	50	94	50	116	96	50	24	20	50	243	14	50	289	70	50	108	9	50	254	82	50	151	76	50	8	11	50	71	84	50	94	45	50	27	48	50	221	27	50	225	55	50	175	18	50	231	51	50	97	87	50	330	80	50	50	94	50	116	96	50	24	20	50	243	14	50	289	70	50	108	9	50	254	82	50	151	76	50	8	11	50	71	84	50	94	45	50	27	48	50
StateGrid	719	1520719282074	3	1	1	0	0	0	1	9	0	17.75	87.25	COLORDIFFS	322	19	50	26	48	50	181	65	50	359	37	50	48	6	50	27	5	50	33	61	50	207	43	50	7	27	50	85	62	50	337	55	50	192	23	50	247	47	50	74	74	50	292	48	50	322	0	50	324	75	50	155	70	50	85	62	50	337	55	50	192	23	50	247	47	50	74	74	50	292	48	50	322	0	50	324	75	50	155	70	50	322	19	50	26	48	50	181	65	50	359	37	50	48	6	50	27	5	50	33	61	50	207	43	50	7	27	50
StateGrid	719	1520719282074	4	0	0	1	0	0	1	9	0	14.75	70.25	COLORDIFFS	78	35	50	51	53	50	259	16	50	29	74	50	133	24	50	83	90	50	291	93	50	315	55	50	167	81	50	327	68	50	96	19	50	79	24	50	208	40	50	182	50	50	202	42	50	339	31	50	35	28	50	124	2	50	78	35	50	51	53	50	259	16	50	29	74	50	133	24	50	83	90	50	291	93	50	315	55	50	167	81	50	327	68	50	96	19	50	79	24	50	208	40	50	182	50	50	202	42	50	339	31	50	35	28	50	124	2	50
StateGrid	719	1520719282074	5	0	1	0	1	0	1	9	0	5	15	COLORDIFFS	136	74	50	291	69	50	291	90	50	52	11	50	14	87	50	347	12	50	3	83	50	258	55	50	112	31	50	124	93	50	268	53	50	281	36	50	17	4	50	359	87	50	300	18	50	13	93	50	233	91	50	139	20	50	124	93	50	268	53	50	281	36	50	17	4	50	359	87	50	300	18	50	13	93	50	233	91	50	139	20	50	136	74	50	291	69	50	291	90	50	52	11	50	14	87	50	347	12	50	3	83	50	258	55	50	112	31	50
StateGrid	719	1520719282074	6	1	0	1	0	1	0	9	0	19.25	95.75	COLORDIFFS	189	65	50	156	83	50	41	90	50	107	41	50	94	80	50	356	84	50	31	15	50	166	84	50	96	78	50	281	53	50	186	8	50	258	19	50	300	29	50	230	66	50	128	20	50	308	23	50	192	99	50	184	79	50	281	53	50	186	8	50	258	19	50	300	29	50	230	66	50	128	20	50	308	23	50	192	99	50	184	79	50	189	65	50	156	83	50	41	90	50	107	41	50	94	80	50	356	84	50	31	15	50	166	84	50	96	78	50
StateGrid	719	1520719282074	7	0	1	0	0	1	0	9	0	11	49	COLORDIFFS	355	8	50	45	12	50	288	83	50	69	20	50	202	58	50	226	0	50	336	72	50	333	44	50	188	59	50	174	14	50	274	44	50	87	0	50	214	5	50	192	68	50	268	79	50	3	46	50	290	34	50	3	0	50	355	8	50	45	12	50	288	83	50	69	20	50	202	58	50	226	0	50	336	72	50	333	44	50	188	59	50	174	14	50	274	44	50	87	0	50	214	5	50	192	68	50	268	79	50	3	46	50	290	34	50	3	0	50
StateGrid	719	1520719282074	8	1	1	0	0	0	1	9	0	5.75	19.25	COLORDIFFS	176	44	50	313	35	50	37	54	50	25	34	50	355	99	50	303	38	50	65	33	50	291	13	50	202	14	50	185	91	50	316	62	50	31	96	50	29	18	50	24	94	50	306	63	50	65	62	50	341	3	50	315	5	50	185	91	50	316	62	50	31	96	50	29	18	50	24	94	50	306	63	50	65	62	50	341	3	50	315	5	50	176	44	50	313	35	50	37	54	50	25	34	50	355	99	50	303	38	50	65	33	50	291	13	50	202	14	50
StateGrid	719	1520719282074	9	0	0	1	0	0	1	9	0	18.5	91.5	COLORDIFFS	213	38	50	151	65	50	263	80	50	141	70	50	306	64	50	354	56	50	136	8	50	238	1	50	87	6	50	143	68	50	350	44	50	335	14	50	292	14	50	27	18	50	77	75	50	121	39	50	170	23	50	227	86	50	213	38	50	151	65	50	263	80	50	141	70	50	306	64	50	354	56	50	136	8	50	238	1	50	87	6	50	143	68	50	350	44	50	335	14	50	292	14	50	27	18	50	77	75	50	121	39	50	170	23	50	227	86	50
