type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	873	1520719283020	0	0	0	1	0	0	1	9	0	8.75	36.25	COLORDIFFS	99	40	50	200	71	50	112	7	50	130	83	50	25	94	50	208	79	50	209	48	50	154	21	50	335	24	50	142	13	50	215	60	50	85	34	50	175	57	50	10	0	50	243	97	50	226	15	50	42	37	50	204	14	50	99	40	50	200	71	50	112	7	50	130	83	50	25	94	50	208	79	50	209	48	50	154	21	50	335	24	50	142	13	50	215	60	50	85	34	50	175	57	50	10	0	50	243	97	50	226	15	50	42	37	50	204	14	50
StateGrid	873	1520719283020	1	1	0	1	0	1	0	9	0	9.5	40.5	COLORDIFFS	248	64	50	312	75	50	127	69	50	299	66	50	266	79	50	324	19	50	53	40	50	155	89	50	336	52	50	296	82	50	221	5	50	97	20	50	191	5	50	116	4	50	60	13	50	198	17	50	190	96	50	225	26	50	296	82	50	221	5	50	97	20	50	191	5	50	116	4	50	60	13	50	198	17	50	190	96	50	225	26	50	248	64	50	312	75	50	127	69	50	299	66	50	266	79	50	324	19	50	53	40	50	155	89	50	336	52	50
StateGrid	873	1520719283020	2	1	0	1	0	1	0	9	0	7.25	27.75	COLORDIFFS	199	9	50	297	90	50	247	7	50	297	53	50	164	92	50	309	79	50	16	9	50	77	51	50	52	41	50	135	8	50	338	75	50	2	25	50	254	61	50	143	41	50	280	57	50	299	18	50	93	11	50	35	39	50	135	8	50	338	75	50	2	25	50	254	61	50	143	41	50	280	57	50	299	18	50	93	11	50	35	39	50	199	9	50	297	90	50	247	7	50	297	53	50	164	92	50	309	79	50	16	9	50	77	51	50	52	41	50
StateGrid	873	1520719283020	3	0	1	0	1	0	1	9	0	13.25	61.75000000000001	COLORDIFFS	164	94	50	173	77	50	75	46	50	19	77	50	328	67	50	31	96	50	68	48	50	199	37	50	145	70	50	93	96	50	111	20	50	83	13	50	269	93	50	216	28	50	104	89	50	109	22	50	139	44	50	99	21	50	93	96	50	111	20	50	83	13	50	269	93	50	216	28	50	104	89	50	109	22	50	139	44	50	99	21	50	164	94	50	173	77	50	75	46	50	19	77	50	328	67	50	31	96	50	68	48	50	199	37	50	145	70	50
StateGrid	873	1520719283020	4	0	1	0	0	1	0	9	0	15.5	74.5	COLORDIFFS	97	9	50	29	77	50	354	22	50	81	47	50	208	99	50	340	53	50	160	11	50	137	15	50	25	18	50	229	96	50	238	64	50	162	32	50	355	56	50	343	54	50	119	6	50	65	58	50	21	10	50	233	8	50	97	9	50	29	77	50	354	22	50	81	47	50	208	99	50	340	53	50	160	11	50	137	15	50	25	18	50	229	96	50	238	64	50	162	32	50	355	56	50	343	54	50	119	6	50	65	58	50	21	10	50	233	8	50
StateGrid	873	1520719283020	5	1	0	1	1	0	1	9	0	16.25	78.75	COLORDIFFS	359	11	50	104	46	50	161	9	50	242	55	50	197	30	50	197	61	50	40	25	50	152	7	50	314	29	50	217	67	50	55	31	50	359	53	50	94	72	50	330	20	50	320	5	50	302	77	50	338	24	50	67	15	50	359	11	50	104	46	50	161	9	50	242	55	50	197	30	50	197	61	50	40	25	50	152	7	50	314	29	50	217	67	50	55	31	50	359	53	50	94	72	50	330	20	50	320	5	50	302	77	50	338	24	50	67	15	50
StateGrid	873	1520719283020	6	1	1	0	0	0	1	9	0	12.5	57.5	COLORDIFFS	110	19	50	114	7	50	195	7	50	123	73	50	335	70	50	323	14	50	342	48	50	3	68	50	330	38	50	67	57	50	191	57	50	35	48	50	54	99	50	286	32	50	2	55	50	113	9	50	193	36	50	192	16	50	67	57	50	191	57	50	35	48	50	54	99	50	286	32	50	2	55	50	113	9	50	193	36	50	192	16	50	110	19	50	114	7	50	195	7	50	123	73	50	335	70	50	323	14	50	342	48	50	3	68	50	330	38	50
StateGrid	873	1520719283020	7	1	0	1	1	0	1	9	0	14.75	70.25	COLORDIFFS	123	5	50	262	33	50	172	92	50	171	90	50	131	35	50	334	76	50	316	93	50	250	5	50	15	16	50	204	79	50	220	13	50	134	58	50	2	28	50	320	14	50	231	74	50	269	83	50	146	18	50	136	59	50	123	5	50	262	33	50	172	92	50	171	90	50	131	35	50	334	76	50	316	93	50	250	5	50	15	16	50	204	79	50	220	13	50	134	58	50	2	28	50	320	14	50	231	74	50	269	83	50	146	18	50	136	59	50
StateGrid	873	1520719283020	8	1	1	0	1	1	0	9	0	17	83	COLORDIFFS	327	10	50	148	99	50	285	88	50	222	67	50	274	97	50	106	31	50	323	46	50	0	20	50	14	64	50	39	81	50	202	6	50	136	37	50	47	89	50	107	45	50	322	37	50	166	41	50	291	32	50	75	30	50	327	10	50	148	99	50	285	88	50	222	67	50	274	97	50	106	31	50	323	46	50	0	20	50	14	64	50	39	81	50	202	6	50	136	37	50	47	89	50	107	45	50	322	37	50	166	41	50	291	32	50	75	30	50
StateGrid	873	1520719283020	9	0	1	0	1	0	1	9	0	17.75	87.25	COLORDIFFS	115	19	50	293	63	50	77	2	50	211	12	50	71	34	50	256	81	50	130	8	50	33	53	50	333	40	50	227	54	50	23	64	50	152	80	50	156	53	50	86	84	50	316	98	50	337	73	50	110	99	50	164	91	50	227	54	50	23	64	50	152	80	50	156	53	50	86	84	50	316	98	50	337	73	50	110	99	50	164	91	50	115	19	50	293	63	50	77	2	50	211	12	50	71	34	50	256	81	50	130	8	50	33	53	50	333	40	50
