type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	398	1520709761684	0	1	0	1	1	0	1	9	115	60	50	77	39	50	82	21	50	206	7	50	44	62	50	267	51	50	129	68	50	109	94	50	329	14	50	342	8	50	48	95	50	320	15	50	6	51	50	166	72	50	167	73	50	218	88	50	219	40	50	58	64	50	115	60	50	77	39	50	82	21	50	206	7	50	44	62	50	267	51	50	129	68	50	109	94	50	329	14	50	342	8	50	48	95	50	320	15	50	6	51	50	166	72	50	167	73	50	218	88	50	219	40	50	58	64	50
StateGrid	398	1520709761684	1	1	0	1	1	0	1	9	248	7	50	242	3	50	163	77	50	172	86	50	155	89	50	250	23	50	42	45	50	184	64	50	104	89	50	46	86	50	342	59	50	141	47	50	79	4	50	36	47	50	218	56	50	110	54	50	127	58	50	89	48	50	248	7	50	242	3	50	163	77	50	172	86	50	155	89	50	250	23	50	42	45	50	184	64	50	104	89	50	46	86	50	342	59	50	141	47	50	79	4	50	36	47	50	218	56	50	110	54	50	127	58	50	89	48	50
StateGrid	398	1520709761684	2	0	1	0	1	0	1	9	100	43	50	10	75	50	45	75	50	101	53	50	57	17	50	4	57	50	317	17	50	334	9	50	44	45	50	52	35	50	292	61	50	214	41	50	195	11	50	11	9	50	38	24	50	36	27	50	157	80	50	344	75	50	52	35	50	292	61	50	214	41	50	195	11	50	11	9	50	38	24	50	36	27	50	157	80	50	344	75	50	100	43	50	10	75	50	45	75	50	101	53	50	57	17	50	4	57	50	317	17	50	334	9	50	44	45	50
StateGrid	398	1520709761684	3	0	0	1	0	0	1	9	73	18	50	119	59	50	271	6	50	10	32	50	257	14	50	149	56	50	182	77	50	145	74	50	245	87	50	249	8	50	82	64	50	320	51	50	103	5	50	289	46	50	114	76	50	200	79	50	103	27	50	222	39	50	73	18	50	119	59	50	271	6	50	10	32	50	257	14	50	149	56	50	182	77	50	145	74	50	245	87	50	249	8	50	82	64	50	320	51	50	103	5	50	289	46	50	114	76	50	200	79	50	103	27	50	222	39	50
StateGrid	398	1520709761684	4	0	0	1	1	1	0	9	133	32	50	154	33	50	162	83	50	23	38	50	206	6	50	230	37	50	204	91	50	78	76	50	189	69	50	79	46	50	111	64	50	115	47	50	244	54	50	101	62	50	168	62	50	3	52	50	265	16	50	44	77	50	79	46	50	111	64	50	115	47	50	244	54	50	101	62	50	168	62	50	3	52	50	265	16	50	44	77	50	133	32	50	154	33	50	162	83	50	23	38	50	206	6	50	230	37	50	204	91	50	78	76	50	189	69	50
StateGrid	398	1520709761684	5	0	0	1	1	1	0	9	211	81	50	344	32	50	4	87	50	16	78	50	121	81	50	166	27	50	255	0	50	260	54	50	313	21	50	228	36	50	214	80	50	24	53	50	146	4	50	114	6	50	59	23	50	185	8	50	291	24	50	256	21	50	228	36	50	214	80	50	24	53	50	146	4	50	114	6	50	59	23	50	185	8	50	291	24	50	256	21	50	211	81	50	344	32	50	4	87	50	16	78	50	121	81	50	166	27	50	255	0	50	260	54	50	313	21	50
StateGrid	398	1520709761684	6	1	0	1	0	1	0	9	292	19	50	88	69	50	302	82	50	92	96	50	68	35	50	217	33	50	148	40	50	233	26	50	68	10	50	149	67	50	291	4	50	21	12	50	206	14	50	170	46	50	107	88	50	250	14	50	296	85	50	106	57	50	149	67	50	291	4	50	21	12	50	206	14	50	170	46	50	107	88	50	250	14	50	296	85	50	106	57	50	292	19	50	88	69	50	302	82	50	92	96	50	68	35	50	217	33	50	148	40	50	233	26	50	68	10	50
StateGrid	398	1520709761684	7	1	1	0	0	0	1	9	227	77	50	189	84	50	247	27	50	150	92	50	329	77	50	104	25	50	183	84	50	299	92	50	28	54	50	148	21	50	103	63	50	318	17	50	168	23	50	238	64	50	232	34	50	313	95	50	144	2	50	201	11	50	148	21	50	103	63	50	318	17	50	168	23	50	238	64	50	232	34	50	313	95	50	144	2	50	201	11	50	227	77	50	189	84	50	247	27	50	150	92	50	329	77	50	104	25	50	183	84	50	299	92	50	28	54	50
StateGrid	398	1520709761684	8	0	1	0	1	0	1	9	25	47	50	27	71	50	171	40	50	222	1	50	229	41	50	50	28	50	59	57	50	69	69	50	213	94	50	108	69	50	311	44	50	81	89	50	57	97	50	11	13	50	354	19	50	216	97	50	255	4	50	129	86	50	108	69	50	311	44	50	81	89	50	57	97	50	11	13	50	354	19	50	216	97	50	255	4	50	129	86	50	25	47	50	27	71	50	171	40	50	222	1	50	229	41	50	50	28	50	59	57	50	69	69	50	213	94	50
StateGrid	398	1520709761688	9	1	0	1	0	1	0	9	126	18	50	281	26	50	143	15	50	66	59	50	35	82	50	356	80	50	256	42	50	275	38	50	87	47	50	243	27	50	342	17	50	188	39	50	247	2	50	283	27	50	228	10	50	356	51	50	218	90	50	229	16	50	243	27	50	342	17	50	188	39	50	247	2	50	283	27	50	228	10	50	356	51	50	218	90	50	229	16	50	126	18	50	281	26	50	143	15	50	66	59	50	35	82	50	356	80	50	256	42	50	275	38	50	87	47	50
