type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	87	1520709760035	0	1	1	0	0	0	1	9	38	52	50	151	13	50	73	30	50	27	48	50	61	53	50	209	66	50	337	68	50	30	3	50	349	61	50	292	24	50	139	86	50	356	1	50	75	32	50	353	76	50	338	41	50	284	65	50	311	53	50	124	92	50	292	24	50	139	86	50	356	1	50	75	32	50	353	76	50	338	41	50	284	65	50	311	53	50	124	92	50	38	52	50	151	13	50	73	30	50	27	48	50	61	53	50	209	66	50	337	68	50	30	3	50	349	61	50
StateGrid	87	1520709760036	1	0	0	1	1	1	0	9	346	10	50	245	53	50	115	95	50	216	88	50	228	20	50	262	27	50	243	21	50	24	49	50	136	82	50	262	36	50	112	47	50	124	39	50	131	90	50	92	80	50	120	81	50	43	27	50	184	9	50	16	86	50	262	36	50	112	47	50	124	39	50	131	90	50	92	80	50	120	81	50	43	27	50	184	9	50	16	86	50	346	10	50	245	53	50	115	95	50	216	88	50	228	20	50	262	27	50	243	21	50	24	49	50	136	82	50
StateGrid	87	1520709760036	2	0	0	1	1	1	0	9	110	77	50	271	88	50	258	97	50	320	40	50	158	27	50	53	99	50	153	24	50	281	67	50	177	11	50	201	25	50	288	72	50	209	79	50	320	7	50	291	9	50	185	53	50	346	3	50	210	40	50	227	38	50	201	25	50	288	72	50	209	79	50	320	7	50	291	9	50	185	53	50	346	3	50	210	40	50	227	38	50	110	77	50	271	88	50	258	97	50	320	40	50	158	27	50	53	99	50	153	24	50	281	67	50	177	11	50
StateGrid	87	1520709760036	3	0	1	0	0	1	0	9	317	67	50	242	22	50	167	57	50	74	49	50	218	41	50	190	12	50	236	5	50	308	49	50	63	62	50	19	73	50	74	29	50	235	8	50	145	91	50	9	62	50	170	91	50	15	20	50	237	25	50	106	75	50	317	67	50	242	22	50	167	57	50	74	49	50	218	41	50	190	12	50	236	5	50	308	49	50	63	62	50	19	73	50	74	29	50	235	8	50	145	91	50	9	62	50	170	91	50	15	20	50	237	25	50	106	75	50
StateGrid	87	1520709760037	4	1	0	1	0	1	0	9	110	81	50	355	82	50	165	36	50	221	25	50	86	56	50	68	6	50	87	83	50	197	96	50	353	49	50	171	58	50	305	66	50	162	9	50	214	53	50	128	29	50	61	57	50	61	6	50	164	0	50	262	47	50	171	58	50	305	66	50	162	9	50	214	53	50	128	29	50	61	57	50	61	6	50	164	0	50	262	47	50	110	81	50	355	82	50	165	36	50	221	25	50	86	56	50	68	6	50	87	83	50	197	96	50	353	49	50
StateGrid	87	1520709760038	5	0	0	1	0	0	1	9	216	20	50	276	1	50	68	85	50	179	94	50	256	77	50	282	93	50	40	3	50	326	3	50	328	65	50	21	47	50	214	74	50	26	20	50	109	93	50	204	41	50	242	70	50	269	91	50	286	40	50	0	75	50	216	20	50	276	1	50	68	85	50	179	94	50	256	77	50	282	93	50	40	3	50	326	3	50	328	65	50	21	47	50	214	74	50	26	20	50	109	93	50	204	41	50	242	70	50	269	91	50	286	40	50	0	75	50
StateGrid	87	1520709760038	6	1	1	0	1	1	0	9	117	98	50	168	33	50	153	57	50	346	89	50	269	69	50	207	57	50	358	60	50	272	47	50	65	56	50	71	74	50	107	33	50	21	66	50	238	54	50	321	86	50	96	18	50	161	27	50	327	79	50	335	5	50	117	98	50	168	33	50	153	57	50	346	89	50	269	69	50	207	57	50	358	60	50	272	47	50	65	56	50	71	74	50	107	33	50	21	66	50	238	54	50	321	86	50	96	18	50	161	27	50	327	79	50	335	5	50
StateGrid	87	1520709760038	7	1	0	1	1	0	1	9	96	71	50	168	29	50	75	7	50	153	11	50	147	35	50	176	67	50	78	3	50	99	20	50	227	81	50	230	32	50	80	58	50	10	95	50	93	35	50	151	98	50	97	79	50	237	86	50	309	30	50	197	38	50	96	71	50	168	29	50	75	7	50	153	11	50	147	35	50	176	67	50	78	3	50	99	20	50	227	81	50	230	32	50	80	58	50	10	95	50	93	35	50	151	98	50	97	79	50	237	86	50	309	30	50	197	38	50
StateGrid	87	1520709760038	8	1	0	1	0	1	0	9	230	38	50	35	19	50	100	12	50	349	19	50	336	81	50	191	70	50	164	75	50	106	98	50	7	75	50	251	8	50	216	9	50	140	54	50	104	70	50	178	61	50	131	77	50	319	12	50	40	14	50	76	56	50	251	8	50	216	9	50	140	54	50	104	70	50	178	61	50	131	77	50	319	12	50	40	14	50	76	56	50	230	38	50	35	19	50	100	12	50	349	19	50	336	81	50	191	70	50	164	75	50	106	98	50	7	75	50
StateGrid	87	1520709760039	9	1	1	0	1	1	0	9	118	78	50	264	65	50	138	10	50	51	49	50	208	21	50	188	38	50	22	69	50	244	18	50	346	65	50	279	4	50	25	75	50	236	17	50	57	16	50	53	65	50	173	90	50	113	39	50	128	35	50	306	56	50	118	78	50	264	65	50	138	10	50	51	49	50	208	21	50	188	38	50	22	69	50	244	18	50	346	65	50	279	4	50	25	75	50	236	17	50	57	16	50	53	65	50	173	90	50	113	39	50	128	35	50	306	56	50
