type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	705	1520709763324	0	0	1	0	1	0	1	9	94	78	50	293	23	50	238	19	50	127	87	50	111	94	50	99	83	50	280	78	50	170	16	50	259	84	50	253	2	50	256	75	50	218	65	50	76	17	50	135	57	50	138	70	50	308	97	50	330	39	50	281	9	50	253	2	50	256	75	50	218	65	50	76	17	50	135	57	50	138	70	50	308	97	50	330	39	50	281	9	50	94	78	50	293	23	50	238	19	50	127	87	50	111	94	50	99	83	50	280	78	50	170	16	50	259	84	50
StateGrid	705	1520709763325	1	1	1	0	0	0	1	9	204	1	50	22	11	50	124	49	50	24	21	50	355	55	50	198	71	50	206	46	50	255	20	50	157	41	50	264	78	50	287	99	50	179	42	50	157	54	50	36	73	50	135	67	50	126	59	50	164	88	50	41	96	50	264	78	50	287	99	50	179	42	50	157	54	50	36	73	50	135	67	50	126	59	50	164	88	50	41	96	50	204	1	50	22	11	50	124	49	50	24	21	50	355	55	50	198	71	50	206	46	50	255	20	50	157	41	50
StateGrid	705	1520709763325	2	1	1	0	1	1	0	9	159	54	50	318	76	50	340	66	50	245	51	50	58	20	50	277	9	50	147	29	50	202	55	50	284	26	50	126	93	50	252	6	50	331	8	50	307	33	50	129	71	50	275	28	50	191	91	50	336	3	50	263	65	50	159	54	50	318	76	50	340	66	50	245	51	50	58	20	50	277	9	50	147	29	50	202	55	50	284	26	50	126	93	50	252	6	50	331	8	50	307	33	50	129	71	50	275	28	50	191	91	50	336	3	50	263	65	50
StateGrid	705	1520709763325	3	1	0	1	1	0	1	9	87	4	50	139	87	50	182	16	50	341	18	50	261	51	50	216	17	50	97	86	50	157	64	50	358	13	50	342	45	50	221	21	50	258	20	50	161	23	50	29	96	50	35	38	50	65	57	50	98	70	50	100	16	50	87	4	50	139	87	50	182	16	50	341	18	50	261	51	50	216	17	50	97	86	50	157	64	50	358	13	50	342	45	50	221	21	50	258	20	50	161	23	50	29	96	50	35	38	50	65	57	50	98	70	50	100	16	50
StateGrid	705	1520709763326	4	1	1	0	0	0	1	9	314	90	50	333	21	50	185	20	50	336	17	50	96	94	50	162	62	50	240	61	50	321	6	50	254	87	50	273	53	50	85	72	50	234	12	50	15	48	50	234	25	50	330	96	50	319	33	50	267	28	50	292	10	50	273	53	50	85	72	50	234	12	50	15	48	50	234	25	50	330	96	50	319	33	50	267	28	50	292	10	50	314	90	50	333	21	50	185	20	50	336	17	50	96	94	50	162	62	50	240	61	50	321	6	50	254	87	50
StateGrid	705	1520709763326	5	1	0	1	1	0	1	9	353	68	50	346	60	50	85	91	50	359	50	50	266	40	50	255	67	50	86	5	50	289	61	50	212	8	50	7	6	50	24	37	50	148	92	50	37	27	50	331	36	50	280	18	50	351	7	50	345	59	50	322	13	50	353	68	50	346	60	50	85	91	50	359	50	50	266	40	50	255	67	50	86	5	50	289	61	50	212	8	50	7	6	50	24	37	50	148	92	50	37	27	50	331	36	50	280	18	50	351	7	50	345	59	50	322	13	50
StateGrid	705	1520709763326	6	0	1	0	1	0	1	9	262	84	50	283	57	50	159	0	50	335	55	50	338	52	50	287	5	50	73	14	50	194	15	50	211	92	50	254	17	50	206	93	50	173	41	50	260	36	50	324	14	50	295	73	50	104	97	50	132	70	50	358	66	50	254	17	50	206	93	50	173	41	50	260	36	50	324	14	50	295	73	50	104	97	50	132	70	50	358	66	50	262	84	50	283	57	50	159	0	50	335	55	50	338	52	50	287	5	50	73	14	50	194	15	50	211	92	50
StateGrid	705	1520709763326	7	1	0	1	1	0	1	9	211	5	50	307	76	50	69	16	50	39	58	50	276	2	50	316	43	50	281	13	50	194	73	50	255	12	50	113	40	50	255	52	50	10	99	50	6	41	50	305	80	50	253	98	50	269	97	50	348	99	50	70	38	50	211	5	50	307	76	50	69	16	50	39	58	50	276	2	50	316	43	50	281	13	50	194	73	50	255	12	50	113	40	50	255	52	50	10	99	50	6	41	50	305	80	50	253	98	50	269	97	50	348	99	50	70	38	50
StateGrid	705	1520709763327	8	0	0	1	1	1	0	9	179	46	50	111	1	50	354	4	50	149	8	50	287	40	50	107	78	50	332	40	50	28	80	50	122	95	50	276	90	50	159	91	50	220	31	50	266	8	50	208	42	50	119	4	50	271	30	50	89	83	50	113	30	50	276	90	50	159	91	50	220	31	50	266	8	50	208	42	50	119	4	50	271	30	50	89	83	50	113	30	50	179	46	50	111	1	50	354	4	50	149	8	50	287	40	50	107	78	50	332	40	50	28	80	50	122	95	50
StateGrid	705	1520709763327	9	1	0	1	1	0	1	9	131	0	50	139	74	50	332	36	50	293	92	50	287	71	50	9	9	50	157	3	50	16	56	50	82	60	50	256	10	50	158	18	50	233	7	50	280	75	50	316	93	50	42	10	50	307	45	50	4	51	50	51	62	50	131	0	50	139	74	50	332	36	50	293	92	50	287	71	50	9	9	50	157	3	50	16	56	50	82	60	50	256	10	50	158	18	50	233	7	50	280	75	50	316	93	50	42	10	50	307	45	50	4	51	50	51	62	50
StateGrid	705	1520709763327	10	1	1	0	1	1	0	9	316	74	50	344	76	50	5	18	50	181	34	50	120	48	50	314	68	50	164	17	50	31	38	50	4	94	50	260	8	50	252	26	50	80	12	50	149	89	50	151	18	50	107	20	50	358	73	50	230	84	50	74	39	50	316	74	50	344	76	50	5	18	50	181	34	50	120	48	50	314	68	50	164	17	50	31	38	50	4	94	50	260	8	50	252	26	50	80	12	50	149	89	50	151	18	50	107	20	50	358	73	50	230	84	50	74	39	50
StateGrid	705	1520709763327	11	0	1	0	1	0	1	9	252	96	50	319	3	50	227	76	50	338	7	50	36	98	50	214	92	50	120	32	50	70	83	50	142	51	50	204	76	50	186	80	50	97	46	50	192	49	50	98	27	50	348	17	50	266	19	50	212	52	50	191	28	50	204	76	50	186	80	50	97	46	50	192	49	50	98	27	50	348	17	50	266	19	50	212	52	50	191	28	50	252	96	50	319	3	50	227	76	50	338	7	50	36	98	50	214	92	50	120	32	50	70	83	50	142	51	50
StateGrid	705	1520709763327	12	1	0	1	0	1	0	9	125	24	50	307	62	50	207	5	50	161	71	50	348	62	50	190	38	50	312	2	50	357	27	50	79	79	50	136	49	50	6	8	50	47	89	50	191	11	50	48	27	50	258	12	50	70	83	50	36	90	50	184	55	50	136	49	50	6	8	50	47	89	50	191	11	50	48	27	50	258	12	50	70	83	50	36	90	50	184	55	50	125	24	50	307	62	50	207	5	50	161	71	50	348	62	50	190	38	50	312	2	50	357	27	50	79	79	50
StateGrid	705	1520709763327	13	0	0	1	1	1	0	9	228	75	50	34	61	50	215	64	50	113	75	50	331	47	50	154	4	50	53	21	50	133	10	50	58	40	50	4	15	50	279	45	50	104	19	50	197	6	50	229	59	50	282	51	50	129	53	50	138	59	50	214	20	50	4	15	50	279	45	50	104	19	50	197	6	50	229	59	50	282	51	50	129	53	50	138	59	50	214	20	50	228	75	50	34	61	50	215	64	50	113	75	50	331	47	50	154	4	50	53	21	50	133	10	50	58	40	50
StateGrid	705	1520709763327	14	0	0	1	1	1	0	9	182	87	50	167	49	50	138	79	50	72	29	50	125	91	50	70	47	50	81	93	50	110	27	50	299	50	50	81	29	50	169	1	50	111	58	50	137	6	50	134	42	50	166	92	50	75	33	50	125	8	50	294	19	50	81	29	50	169	1	50	111	58	50	137	6	50	134	42	50	166	92	50	75	33	50	125	8	50	294	19	50	182	87	50	167	49	50	138	79	50	72	29	50	125	91	50	70	47	50	81	93	50	110	27	50	299	50	50
StateGrid	705	1520709763328	15	0	0	1	1	1	0	9	146	80	50	166	60	50	322	24	50	29	16	50	106	7	50	157	82	50	315	23	50	300	20	50	157	2	50	124	28	50	113	23	50	125	4	50	102	4	50	353	95	50	180	64	50	186	27	50	122	3	50	300	74	50	124	28	50	113	23	50	125	4	50	102	4	50	353	95	50	180	64	50	186	27	50	122	3	50	300	74	50	146	80	50	166	60	50	322	24	50	29	16	50	106	7	50	157	82	50	315	23	50	300	20	50	157	2	50
StateGrid	705	1520709763328	16	0	0	1	0	0	1	9	286	23	50	272	46	50	350	43	50	129	44	50	326	47	50	236	71	50	266	84	50	25	61	50	11	67	50	146	17	50	298	15	50	160	88	50	30	61	50	156	42	50	136	40	50	242	2	50	33	17	50	284	77	50	286	23	50	272	46	50	350	43	50	129	44	50	326	47	50	236	71	50	266	84	50	25	61	50	11	67	50	146	17	50	298	15	50	160	88	50	30	61	50	156	42	50	136	40	50	242	2	50	33	17	50	284	77	50
StateGrid	705	1520709763328	17	0	0	1	0	0	1	9	152	79	50	127	23	50	321	23	50	239	46	50	35	33	50	210	56	50	318	55	50	12	99	50	223	25	50	162	21	50	220	76	50	175	45	50	150	6	50	303	37	50	323	39	50	192	32	50	29	51	50	92	70	50	152	79	50	127	23	50	321	23	50	239	46	50	35	33	50	210	56	50	318	55	50	12	99	50	223	25	50	162	21	50	220	76	50	175	45	50	150	6	50	303	37	50	323	39	50	192	32	50	29	51	50	92	70	50
StateGrid	705	1520709763328	18	0	1	0	1	0	1	9	330	29	50	5	8	50	340	91	50	159	79	50	237	77	50	66	82	50	128	69	50	206	46	50	81	27	50	256	88	50	269	40	50	309	98	50	304	37	50	261	2	50	90	33	50	246	99	50	230	60	50	238	26	50	256	88	50	269	40	50	309	98	50	304	37	50	261	2	50	90	33	50	246	99	50	230	60	50	238	26	50	330	29	50	5	8	50	340	91	50	159	79	50	237	77	50	66	82	50	128	69	50	206	46	50	81	27	50
StateGrid	705	1520709763328	19	1	0	1	1	0	1	9	163	66	50	118	58	50	340	57	50	353	98	50	4	12	50	349	38	50	348	28	50	11	89	50	86	76	50	261	64	50	243	23	50	29	64	50	39	2	50	212	42	50	349	5	50	166	26	50	150	6	50	79	9	50	163	66	50	118	58	50	340	57	50	353	98	50	4	12	50	349	38	50	348	28	50	11	89	50	86	76	50	261	64	50	243	23	50	29	64	50	39	2	50	212	42	50	349	5	50	166	26	50	150	6	50	79	9	50
