type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	712	1520719282030	0	0	0	1	1	1	0	9	0	17.75	87.25	COLORDIFFS	128	48	50	67	30	50	209	26	50	70	3	50	257	27	50	296	12	50	232	95	50	276	81	50	314	80	50	274	18	50	216	65	50	322	79	50	36	81	50	329	1	50	25	52	50	108	66	50	325	89	50	53	85	50	274	18	50	216	65	50	322	79	50	36	81	50	329	1	50	25	52	50	108	66	50	325	89	50	53	85	50	128	48	50	67	30	50	209	26	50	70	3	50	257	27	50	296	12	50	232	95	50	276	81	50	314	80	50
StateGrid	712	1520719282030	1	1	1	0	0	0	1	9	0	16.25	78.75	COLORDIFFS	228	28	50	44	0	50	229	99	50	115	94	50	123	36	50	74	55	50	308	58	50	83	81	50	311	98	50	181	76	50	299	14	50	140	6	50	153	20	50	334	46	50	215	38	50	182	34	50	104	3	50	223	53	50	181	76	50	299	14	50	140	6	50	153	20	50	334	46	50	215	38	50	182	34	50	104	3	50	223	53	50	228	28	50	44	0	50	229	99	50	115	94	50	123	36	50	74	55	50	308	58	50	83	81	50	311	98	50
StateGrid	712	1520719282030	2	0	1	0	0	1	0	9	0	18.5	91.5	COLORDIFFS	249	8	50	241	10	50	127	54	50	58	42	50	296	85	50	359	37	50	337	54	50	285	85	50	138	42	50	262	69	50	141	11	50	206	69	50	16	90	50	182	21	50	296	92	50	247	99	50	200	1	50	352	51	50	249	8	50	241	10	50	127	54	50	58	42	50	296	85	50	359	37	50	337	54	50	285	85	50	138	42	50	262	69	50	141	11	50	206	69	50	16	90	50	182	21	50	296	92	50	247	99	50	200	1	50	352	51	50
StateGrid	712	1520719282030	3	0	0	1	1	1	0	9	0	10.25	44.75	COLORDIFFS	316	78	50	244	38	50	139	76	50	325	61	50	98	91	50	344	11	50	2	81	50	284	31	50	248	34	50	322	15	50	198	50	50	133	34	50	11	61	50	179	20	50	253	11	50	80	7	50	205	83	50	268	87	50	322	15	50	198	50	50	133	34	50	11	61	50	179	20	50	253	11	50	80	7	50	205	83	50	268	87	50	316	78	50	244	38	50	139	76	50	325	61	50	98	91	50	344	11	50	2	81	50	284	31	50	248	34	50
StateGrid	712	1520719282030	4	0	0	1	0	0	1	9	0	5.75	19.25	COLORDIFFS	266	20	50	287	6	50	213	18	50	193	63	50	284	90	50	195	78	50	4	90	50	265	36	50	158	59	50	295	13	50	314	0	50	358	6	50	180	16	50	314	36	50	204	15	50	337	99	50	285	58	50	159	97	50	266	20	50	287	6	50	213	18	50	193	63	50	284	90	50	195	78	50	4	90	50	265	36	50	158	59	50	295	13	50	314	0	50	358	6	50	180	16	50	314	36	50	204	15	50	337	99	50	285	58	50	159	97	50
StateGrid	712	1520719282030	5	0	0	1	1	1	0	9	0	17	83	COLORDIFFS	235	17	50	319	36	50	342	25	50	67	78	50	310	49	50	217	4	50	183	8	50	225	29	50	81	14	50	348	15	50	193	0	50	80	76	50	354	39	50	355	41	50	62	57	50	151	97	50	232	93	50	119	45	50	348	15	50	193	0	50	80	76	50	354	39	50	355	41	50	62	57	50	151	97	50	232	93	50	119	45	50	235	17	50	319	36	50	342	25	50	67	78	50	310	49	50	217	4	50	183	8	50	225	29	50	81	14	50
StateGrid	712	1520719282030	6	0	0	1	0	0	1	9	0	5	15	COLORDIFFS	245	2	50	239	5	50	20	68	50	296	94	50	11	19	50	272	54	50	355	24	50	80	54	50	262	33	50	70	7	50	197	18	50	356	88	50	287	81	50	353	16	50	250	61	50	347	36	50	92	87	50	234	34	50	245	2	50	239	5	50	20	68	50	296	94	50	11	19	50	272	54	50	355	24	50	80	54	50	262	33	50	70	7	50	197	18	50	356	88	50	287	81	50	353	16	50	250	61	50	347	36	50	92	87	50	234	34	50
StateGrid	712	1520719282030	7	0	0	1	0	0	1	9	0	6.5	23.5	COLORDIFFS	62	32	50	24	42	50	340	31	50	265	0	50	53	1	50	309	47	50	109	55	50	201	58	50	331	97	50	92	78	50	232	2	50	13	42	50	211	31	50	219	39	50	189	5	50	73	14	50	185	56	50	347	57	50	62	32	50	24	42	50	340	31	50	265	0	50	53	1	50	309	47	50	109	55	50	201	58	50	331	97	50	92	78	50	232	2	50	13	42	50	211	31	50	219	39	50	189	5	50	73	14	50	185	56	50	347	57	50
StateGrid	712	1520719282030	8	1	0	1	0	1	0	9	0	14.75	70.25	COLORDIFFS	122	70	50	213	21	50	320	19	50	183	55	50	262	67	50	143	22	50	179	43	50	74	90	50	318	47	50	82	20	50	142	37	50	265	50	50	341	47	50	156	67	50	254	49	50	39	90	50	25	82	50	6	68	50	82	20	50	142	37	50	265	50	50	341	47	50	156	67	50	254	49	50	39	90	50	25	82	50	6	68	50	122	70	50	213	21	50	320	19	50	183	55	50	262	67	50	143	22	50	179	43	50	74	90	50	318	47	50
StateGrid	712	1520719282030	9	0	0	1	0	0	1	9	0	11	49	COLORDIFFS	212	86	50	166	13	50	163	74	50	207	3	50	276	26	50	18	25	50	319	47	50	341	23	50	172	71	50	330	22	50	128	65	50	79	21	50	292	49	50	307	57	50	258	26	50	6	73	50	251	95	50	131	90	50	212	86	50	166	13	50	163	74	50	207	3	50	276	26	50	18	25	50	319	47	50	341	23	50	172	71	50	330	22	50	128	65	50	79	21	50	292	49	50	307	57	50	258	26	50	6	73	50	251	95	50	131	90	50
