type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	851	1520719282880	0	1	0	1	0	1	0	9	0	15.5	74.5	COLORDIFFS	237	23	50	55	94	50	27	95	50	276	73	50	219	45	50	70	28	50	79	34	50	313	87	50	342	28	50	126	18	50	359	3	50	86	43	50	151	26	50	257	75	50	8	66	50	38	67	50	158	19	50	220	41	50	126	18	50	359	3	50	86	43	50	151	26	50	257	75	50	8	66	50	38	67	50	158	19	50	220	41	50	237	23	50	55	94	50	27	95	50	276	73	50	219	45	50	70	28	50	79	34	50	313	87	50	342	28	50
StateGrid	851	1520719282880	1	0	0	1	0	0	1	9	0	9.5	40.5	COLORDIFFS	14	74	50	122	83	50	213	62	50	162	34	50	330	94	50	186	18	50	333	13	50	18	58	50	65	0	50	324	7	50	103	30	50	256	9	50	42	27	50	323	25	50	178	42	50	22	45	50	323	77	50	7	44	50	14	74	50	122	83	50	213	62	50	162	34	50	330	94	50	186	18	50	333	13	50	18	58	50	65	0	50	324	7	50	103	30	50	256	9	50	42	27	50	323	25	50	178	42	50	22	45	50	323	77	50	7	44	50
StateGrid	851	1520719282880	2	0	0	1	0	0	1	9	0	6.5	23.5	COLORDIFFS	49	98	50	222	91	50	290	62	50	234	57	50	246	82	50	250	52	50	147	78	50	42	9	50	214	78	50	67	39	50	257	64	50	222	88	50	219	10	50	222	98	50	280	94	50	133	53	50	119	29	50	220	31	50	49	98	50	222	91	50	290	62	50	234	57	50	246	82	50	250	52	50	147	78	50	42	9	50	214	78	50	67	39	50	257	64	50	222	88	50	219	10	50	222	98	50	280	94	50	133	53	50	119	29	50	220	31	50
StateGrid	851	1520719282880	3	0	1	0	0	1	0	9	0	5	15	COLORDIFFS	80	58	50	122	48	50	273	47	50	236	25	50	137	10	50	59	72	50	133	6	50	162	63	50	19	43	50	96	37	50	84	31	50	280	22	50	206	22	50	320	0	50	51	67	50	194	19	50	152	88	50	16	91	50	80	58	50	122	48	50	273	47	50	236	25	50	137	10	50	59	72	50	133	6	50	162	63	50	19	43	50	96	37	50	84	31	50	280	22	50	206	22	50	320	0	50	51	67	50	194	19	50	152	88	50	16	91	50
StateGrid	851	1520719282880	4	0	1	0	1	0	1	9	0	7.25	27.75	COLORDIFFS	147	23	50	22	23	50	42	82	50	217	2	50	284	18	50	249	34	50	109	11	50	119	22	50	91	57	50	147	3	50	23	89	50	29	65	50	4	21	50	234	55	50	313	23	50	158	69	50	145	8	50	142	52	50	147	3	50	23	89	50	29	65	50	4	21	50	234	55	50	313	23	50	158	69	50	145	8	50	142	52	50	147	23	50	22	23	50	42	82	50	217	2	50	284	18	50	249	34	50	109	11	50	119	22	50	91	57	50
StateGrid	851	1520719282880	5	1	0	1	1	0	1	9	0	5.75	19.25	COLORDIFFS	118	75	50	145	51	50	261	41	50	66	77	50	164	48	50	94	27	50	62	88	50	251	29	50	219	1	50	79	93	50	170	60	50	258	72	50	97	81	50	122	10	50	139	34	50	53	99	50	285	71	50	139	13	50	118	75	50	145	51	50	261	41	50	66	77	50	164	48	50	94	27	50	62	88	50	251	29	50	219	1	50	79	93	50	170	60	50	258	72	50	97	81	50	122	10	50	139	34	50	53	99	50	285	71	50	139	13	50
StateGrid	851	1520719282880	6	0	1	0	1	0	1	9	0	16.25	78.75	COLORDIFFS	141	4	50	155	14	50	62	71	50	96	28	50	39	67	50	344	86	50	57	55	50	309	66	50	31	66	50	311	75	50	306	91	50	197	70	50	319	71	50	253	23	50	260	97	50	301	2	50	6	33	50	197	34	50	311	75	50	306	91	50	197	70	50	319	71	50	253	23	50	260	97	50	301	2	50	6	33	50	197	34	50	141	4	50	155	14	50	62	71	50	96	28	50	39	67	50	344	86	50	57	55	50	309	66	50	31	66	50
StateGrid	851	1520719282884	7	0	0	1	0	0	1	9	0	14	66	COLORDIFFS	42	65	50	208	46	50	246	72	50	314	17	50	355	0	50	106	4	50	64	68	50	346	41	50	302	66	50	300	31	50	0	33	50	188	28	50	45	2	50	312	81	50	94	48	50	56	3	50	347	89	50	100	16	50	42	65	50	208	46	50	246	72	50	314	17	50	355	0	50	106	4	50	64	68	50	346	41	50	302	66	50	300	31	50	0	33	50	188	28	50	45	2	50	312	81	50	94	48	50	56	3	50	347	89	50	100	16	50
StateGrid	851	1520719282884	8	1	0	1	1	0	1	9	0	14.75	70.25	COLORDIFFS	150	77	50	233	68	50	139	8	50	23	77	50	351	95	50	177	84	50	131	46	50	279	17	50	43	63	50	57	61	50	21	67	50	6	72	50	37	98	50	186	43	50	256	83	50	262	8	50	145	86	50	212	37	50	150	77	50	233	68	50	139	8	50	23	77	50	351	95	50	177	84	50	131	46	50	279	17	50	43	63	50	57	61	50	21	67	50	6	72	50	37	98	50	186	43	50	256	83	50	262	8	50	145	86	50	212	37	50
StateGrid	851	1520719282884	9	1	1	0	1	1	0	9	0	17	83	COLORDIFFS	1	86	50	182	88	50	105	8	50	143	39	50	329	50	50	309	11	50	16	41	50	200	6	50	346	25	50	109	74	50	112	55	50	215	75	50	184	58	50	31	48	50	248	48	50	261	65	50	319	15	50	300	81	50	1	86	50	182	88	50	105	8	50	143	39	50	329	50	50	309	11	50	16	41	50	200	6	50	346	25	50	109	74	50	112	55	50	215	75	50	184	58	50	31	48	50	248	48	50	261	65	50	319	15	50	300	81	50
