type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	109	1520719278252	0	1	0	1	0	1	0	9	0	14.75	70.25	COLORDIFFS	328	53	50	274	19	50	182	61	50	150	41	50	337	26	50	248	43	50	202	13	50	201	41	50	54	18	50	206	20	50	223	65	50	78	65	50	5	69	50	278	86	50	209	23	50	292	34	50	57	60	50	140	69	50	206	20	50	223	65	50	78	65	50	5	69	50	278	86	50	209	23	50	292	34	50	57	60	50	140	69	50	328	53	50	274	19	50	182	61	50	150	41	50	337	26	50	248	43	50	202	13	50	201	41	50	54	18	50
StateGrid	109	1520719278252	1	1	1	0	1	1	0	9	0	6.5	23.5	COLORDIFFS	87	99	50	309	52	50	346	7	50	40	10	50	199	90	50	187	21	50	272	65	50	221	30	50	317	31	50	76	38	50	280	47	50	261	33	50	66	28	50	203	23	50	205	91	50	223	75	50	264	9	50	352	53	50	87	99	50	309	52	50	346	7	50	40	10	50	199	90	50	187	21	50	272	65	50	221	30	50	317	31	50	76	38	50	280	47	50	261	33	50	66	28	50	203	23	50	205	91	50	223	75	50	264	9	50	352	53	50
StateGrid	109	1520719278252	2	1	0	1	1	0	1	9	0	10.25	44.75	COLORDIFFS	331	68	50	188	65	50	140	34	50	48	4	50	343	54	50	93	11	50	53	46	50	172	26	50	292	67	50	357	5	50	144	80	50	276	14	50	105	40	50	195	11	50	162	29	50	90	51	50	310	58	50	235	15	50	331	68	50	188	65	50	140	34	50	48	4	50	343	54	50	93	11	50	53	46	50	172	26	50	292	67	50	357	5	50	144	80	50	276	14	50	105	40	50	195	11	50	162	29	50	90	51	50	310	58	50	235	15	50
StateGrid	109	1520719278252	3	0	0	1	1	1	0	9	0	7.25	27.75	COLORDIFFS	115	16	50	187	65	50	303	52	50	354	84	50	58	12	50	337	9	50	272	30	50	90	10	50	200	79	50	187	42	50	247	0	50	350	34	50	353	40	50	170	10	50	265	40	50	350	40	50	184	60	50	193	15	50	187	42	50	247	0	50	350	34	50	353	40	50	170	10	50	265	40	50	350	40	50	184	60	50	193	15	50	115	16	50	187	65	50	303	52	50	354	84	50	58	12	50	337	9	50	272	30	50	90	10	50	200	79	50
StateGrid	109	1520719278252	4	1	0	1	1	0	1	9	0	17.75	87.25	COLORDIFFS	34	77	50	207	16	50	252	7	50	66	80	50	187	22	50	293	35	50	203	22	50	347	54	50	205	87	50	187	17	50	169	50	50	319	50	50	47	37	50	106	51	50	218	94	50	106	41	50	49	69	50	78	8	50	34	77	50	207	16	50	252	7	50	66	80	50	187	22	50	293	35	50	203	22	50	347	54	50	205	87	50	187	17	50	169	50	50	319	50	50	47	37	50	106	51	50	218	94	50	106	41	50	49	69	50	78	8	50
StateGrid	109	1520719278252	5	0	1	0	0	1	0	9	0	9.5	40.5	COLORDIFFS	110	44	50	88	71	50	46	7	50	1	95	50	145	8	50	133	22	50	195	10	50	175	49	50	45	50	50	58	65	50	132	10	50	243	12	50	346	44	50	98	43	50	154	78	50	19	15	50	169	93	50	82	88	50	110	44	50	88	71	50	46	7	50	1	95	50	145	8	50	133	22	50	195	10	50	175	49	50	45	50	50	58	65	50	132	10	50	243	12	50	346	44	50	98	43	50	154	78	50	19	15	50	169	93	50	82	88	50
StateGrid	109	1520719278252	6	0	1	0	0	1	0	9	0	13.25	61.75000000000001	COLORDIFFS	203	43	50	355	32	50	28	75	50	185	93	50	343	21	50	184	5	50	101	24	50	292	78	50	274	7	50	316	63	50	246	20	50	113	20	50	224	73	50	43	89	50	115	71	50	126	83	50	205	27	50	233	89	50	203	43	50	355	32	50	28	75	50	185	93	50	343	21	50	184	5	50	101	24	50	292	78	50	274	7	50	316	63	50	246	20	50	113	20	50	224	73	50	43	89	50	115	71	50	126	83	50	205	27	50	233	89	50
StateGrid	109	1520719278252	7	1	1	0	1	1	0	9	0	18.5	91.5	COLORDIFFS	261	46	50	162	26	50	196	25	50	22	6	50	311	79	50	259	90	50	61	89	50	256	28	50	205	22	50	151	77	50	271	95	50	75	45	50	152	92	50	348	33	50	251	24	50	265	39	50	4	91	50	7	34	50	261	46	50	162	26	50	196	25	50	22	6	50	311	79	50	259	90	50	61	89	50	256	28	50	205	22	50	151	77	50	271	95	50	75	45	50	152	92	50	348	33	50	251	24	50	265	39	50	4	91	50	7	34	50
StateGrid	109	1520719278252	8	1	0	1	0	1	0	9	0	16.25	78.75	COLORDIFFS	124	49	50	297	0	50	292	60	50	48	28	50	57	46	50	39	92	50	200	26	50	60	89	50	87	56	50	221	57	50	136	27	50	343	24	50	312	78	50	148	44	50	217	88	50	237	72	50	112	43	50	206	77	50	221	57	50	136	27	50	343	24	50	312	78	50	148	44	50	217	88	50	237	72	50	112	43	50	206	77	50	124	49	50	297	0	50	292	60	50	48	28	50	57	46	50	39	92	50	200	26	50	60	89	50	87	56	50
StateGrid	109	1520719278252	9	1	1	0	0	0	1	9	0	14	66	COLORDIFFS	181	68	50	41	63	50	64	19	50	338	3	50	228	73	50	196	80	50	171	29	50	329	30	50	248	38	50	2	32	50	121	7	50	167	30	50	215	26	50	325	65	50	28	70	50	142	1	50	52	77	50	37	5	50	2	32	50	121	7	50	167	30	50	215	26	50	325	65	50	28	70	50	142	1	50	52	77	50	37	5	50	181	68	50	41	63	50	64	19	50	338	3	50	228	73	50	196	80	50	171	29	50	329	30	50	248	38	50
