type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	981	1520709764710	0	1	1	0	1	1	0	9	80	3	50	229	10	50	48	25	50	34	44	50	211	99	50	4	16	50	284	83	50	349	5	50	270	96	50	128	41	50	288	39	50	323	93	50	276	21	50	299	9	50	106	8	50	249	68	50	94	39	50	225	91	50	80	3	50	229	10	50	48	25	50	34	44	50	211	99	50	4	16	50	284	83	50	349	5	50	270	96	50	128	41	50	288	39	50	323	93	50	276	21	50	299	9	50	106	8	50	249	68	50	94	39	50	225	91	50
StateGrid	981	1520709764714	1	0	0	1	1	1	0	9	2	11	50	56	95	50	156	54	50	225	3	50	289	80	50	97	38	50	175	59	50	248	43	50	130	22	50	218	59	50	79	93	50	49	91	50	71	52	50	309	13	50	57	18	50	33	18	50	294	87	50	108	40	50	218	59	50	79	93	50	49	91	50	71	52	50	309	13	50	57	18	50	33	18	50	294	87	50	108	40	50	2	11	50	56	95	50	156	54	50	225	3	50	289	80	50	97	38	50	175	59	50	248	43	50	130	22	50
StateGrid	981	1520709764714	2	0	0	1	1	1	0	9	293	90	50	47	32	50	166	19	50	128	22	50	319	65	50	282	35	50	29	20	50	236	43	50	169	32	50	274	14	50	341	23	50	78	81	50	321	91	50	78	65	50	143	48	50	168	50	50	36	38	50	276	53	50	274	14	50	341	23	50	78	81	50	321	91	50	78	65	50	143	48	50	168	50	50	36	38	50	276	53	50	293	90	50	47	32	50	166	19	50	128	22	50	319	65	50	282	35	50	29	20	50	236	43	50	169	32	50
StateGrid	981	1520709764714	3	1	0	1	1	0	1	9	37	95	50	348	73	50	125	47	50	332	99	50	334	8	50	209	0	50	82	14	50	88	56	50	63	91	50	85	24	50	40	11	50	127	85	50	286	8	50	335	2	50	7	22	50	249	26	50	171	80	50	175	61	50	37	95	50	348	73	50	125	47	50	332	99	50	334	8	50	209	0	50	82	14	50	88	56	50	63	91	50	85	24	50	40	11	50	127	85	50	286	8	50	335	2	50	7	22	50	249	26	50	171	80	50	175	61	50
StateGrid	981	1520709764714	4	0	0	1	1	1	0	9	50	38	50	280	36	50	99	7	50	311	33	50	55	41	50	63	20	50	162	60	50	167	79	50	160	65	50	133	4	50	249	11	50	171	5	50	317	60	50	117	6	50	17	10	50	150	89	50	137	79	50	97	62	50	133	4	50	249	11	50	171	5	50	317	60	50	117	6	50	17	10	50	150	89	50	137	79	50	97	62	50	50	38	50	280	36	50	99	7	50	311	33	50	55	41	50	63	20	50	162	60	50	167	79	50	160	65	50
StateGrid	981	1520709764714	5	0	1	0	1	0	1	9	89	84	50	355	42	50	237	20	50	23	77	50	247	57	50	343	9	50	44	97	50	117	92	50	192	35	50	206	44	50	16	70	50	91	52	50	186	13	50	200	73	50	336	67	50	347	22	50	188	82	50	166	59	50	206	44	50	16	70	50	91	52	50	186	13	50	200	73	50	336	67	50	347	22	50	188	82	50	166	59	50	89	84	50	355	42	50	237	20	50	23	77	50	247	57	50	343	9	50	44	97	50	117	92	50	192	35	50
StateGrid	981	1520709764714	6	1	0	1	0	1	0	9	221	23	50	340	93	50	53	15	50	85	43	50	184	28	50	101	73	50	196	35	50	267	32	50	12	86	50	298	49	50	303	20	50	131	51	50	175	2	50	182	89	50	78	16	50	212	77	50	16	64	50	304	95	50	298	49	50	303	20	50	131	51	50	175	2	50	182	89	50	78	16	50	212	77	50	16	64	50	304	95	50	221	23	50	340	93	50	53	15	50	85	43	50	184	28	50	101	73	50	196	35	50	267	32	50	12	86	50
StateGrid	981	1520709764714	7	0	0	1	0	0	1	9	130	32	50	299	0	50	30	77	50	41	4	50	161	90	50	179	2	50	245	41	50	280	11	50	237	39	50	347	32	50	127	37	50	208	64	50	156	33	50	17	57	50	166	37	50	349	31	50	71	83	50	3	32	50	130	32	50	299	0	50	30	77	50	41	4	50	161	90	50	179	2	50	245	41	50	280	11	50	237	39	50	347	32	50	127	37	50	208	64	50	156	33	50	17	57	50	166	37	50	349	31	50	71	83	50	3	32	50
StateGrid	981	1520709764714	8	0	0	1	0	0	1	9	118	58	50	25	21	50	312	88	50	119	82	50	349	83	50	157	92	50	314	34	50	32	21	50	185	22	50	64	49	50	319	55	50	163	96	50	194	10	50	87	49	50	54	72	50	226	73	50	94	44	50	300	46	50	118	58	50	25	21	50	312	88	50	119	82	50	349	83	50	157	92	50	314	34	50	32	21	50	185	22	50	64	49	50	319	55	50	163	96	50	194	10	50	87	49	50	54	72	50	226	73	50	94	44	50	300	46	50
StateGrid	981	1520709764714	9	1	0	1	0	1	0	9	184	4	50	299	88	50	161	22	50	134	72	50	248	14	50	138	69	50	227	87	50	144	36	50	271	74	50	258	67	50	189	95	50	147	6	50	27	36	50	196	45	50	19	41	50	162	18	50	263	19	50	175	43	50	258	67	50	189	95	50	147	6	50	27	36	50	196	45	50	19	41	50	162	18	50	263	19	50	175	43	50	184	4	50	299	88	50	161	22	50	134	72	50	248	14	50	138	69	50	227	87	50	144	36	50	271	74	50
StateGrid	981	1520709764714	10	0	1	0	0	1	0	9	353	3	50	282	72	50	61	25	50	350	94	50	19	96	50	7	61	50	77	61	50	291	98	50	102	52	50	290	38	50	184	26	50	218	73	50	159	77	50	173	30	50	216	85	50	212	47	50	42	84	50	192	88	50	353	3	50	282	72	50	61	25	50	350	94	50	19	96	50	7	61	50	77	61	50	291	98	50	102	52	50	290	38	50	184	26	50	218	73	50	159	77	50	173	30	50	216	85	50	212	47	50	42	84	50	192	88	50
StateGrid	981	1520709764714	11	0	0	1	0	0	1	9	209	66	50	279	51	50	203	54	50	20	72	50	323	14	50	193	10	50	150	47	50	67	56	50	36	70	50	317	8	50	270	4	50	258	40	50	274	64	50	264	84	50	252	28	50	290	13	50	124	55	50	304	0	50	209	66	50	279	51	50	203	54	50	20	72	50	323	14	50	193	10	50	150	47	50	67	56	50	36	70	50	317	8	50	270	4	50	258	40	50	274	64	50	264	84	50	252	28	50	290	13	50	124	55	50	304	0	50
StateGrid	981	1520709764714	12	1	0	1	1	0	1	9	40	20	50	89	69	50	252	67	50	325	79	50	153	50	50	257	96	50	304	67	50	94	87	50	147	79	50	343	37	50	168	18	50	197	2	50	238	42	50	162	0	50	223	7	50	340	41	50	154	69	50	155	0	50	40	20	50	89	69	50	252	67	50	325	79	50	153	50	50	257	96	50	304	67	50	94	87	50	147	79	50	343	37	50	168	18	50	197	2	50	238	42	50	162	0	50	223	7	50	340	41	50	154	69	50	155	0	50
StateGrid	981	1520709764714	13	1	1	0	1	1	0	9	259	62	50	50	94	50	120	45	50	216	92	50	313	28	50	335	62	50	216	93	50	299	11	50	145	59	50	214	71	50	152	75	50	136	78	50	274	8	50	237	70	50	310	11	50	284	58	50	279	74	50	102	59	50	259	62	50	50	94	50	120	45	50	216	92	50	313	28	50	335	62	50	216	93	50	299	11	50	145	59	50	214	71	50	152	75	50	136	78	50	274	8	50	237	70	50	310	11	50	284	58	50	279	74	50	102	59	50
StateGrid	981	1520709764714	14	1	1	0	0	0	1	9	252	18	50	189	66	50	50	68	50	18	38	50	276	78	50	324	64	50	23	88	50	142	5	50	104	98	50	136	81	50	332	49	50	287	24	50	353	10	50	192	43	50	356	78	50	352	76	50	260	46	50	149	42	50	136	81	50	332	49	50	287	24	50	353	10	50	192	43	50	356	78	50	352	76	50	260	46	50	149	42	50	252	18	50	189	66	50	50	68	50	18	38	50	276	78	50	324	64	50	23	88	50	142	5	50	104	98	50
StateGrid	981	1520709764714	15	1	0	1	1	0	1	9	181	95	50	183	32	50	105	85	50	119	35	50	146	9	50	49	22	50	309	13	50	233	3	50	75	73	50	180	11	50	122	57	50	173	64	50	162	5	50	249	24	50	123	80	50	288	90	50	344	60	50	65	52	50	181	95	50	183	32	50	105	85	50	119	35	50	146	9	50	49	22	50	309	13	50	233	3	50	75	73	50	180	11	50	122	57	50	173	64	50	162	5	50	249	24	50	123	80	50	288	90	50	344	60	50	65	52	50
StateGrid	981	1520709764714	16	1	1	0	1	1	0	9	70	79	50	53	87	50	214	24	50	158	60	50	65	43	50	184	95	50	2	13	50	116	62	50	50	25	50	52	50	50	9	53	50	337	60	50	198	67	50	355	63	50	139	28	50	123	29	50	265	58	50	326	36	50	70	79	50	53	87	50	214	24	50	158	60	50	65	43	50	184	95	50	2	13	50	116	62	50	50	25	50	52	50	50	9	53	50	337	60	50	198	67	50	355	63	50	139	28	50	123	29	50	265	58	50	326	36	50
StateGrid	981	1520709764714	17	0	0	1	1	1	0	9	217	32	50	305	33	50	59	72	50	320	60	50	161	50	50	333	33	50	222	25	50	57	60	50	127	60	50	1	95	50	255	68	50	321	76	50	217	64	50	217	85	50	146	19	50	149	96	50	321	8	50	192	80	50	1	95	50	255	68	50	321	76	50	217	64	50	217	85	50	146	19	50	149	96	50	321	8	50	192	80	50	217	32	50	305	33	50	59	72	50	320	60	50	161	50	50	333	33	50	222	25	50	57	60	50	127	60	50
StateGrid	981	1520709764714	18	1	1	0	1	1	0	9	259	32	50	275	11	50	188	33	50	25	5	50	299	27	50	3	16	50	212	11	50	303	11	50	252	97	50	349	86	50	33	6	50	131	17	50	16	91	50	345	66	50	305	53	50	246	92	50	217	2	50	328	87	50	259	32	50	275	11	50	188	33	50	25	5	50	299	27	50	3	16	50	212	11	50	303	11	50	252	97	50	349	86	50	33	6	50	131	17	50	16	91	50	345	66	50	305	53	50	246	92	50	217	2	50	328	87	50
StateGrid	981	1520709764714	19	0	0	1	1	1	0	9	109	62	50	175	94	50	1	16	50	63	52	50	222	83	50	94	97	50	251	21	50	271	59	50	63	74	50	6	19	50	188	41	50	183	53	50	4	92	50	136	97	50	177	81	50	27	0	50	133	18	50	134	34	50	6	19	50	188	41	50	183	53	50	4	92	50	136	97	50	177	81	50	27	0	50	133	18	50	134	34	50	109	62	50	175	94	50	1	16	50	63	52	50	222	83	50	94	97	50	251	21	50	271	59	50	63	74	50
