type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	564	1520719281047	0	0	0	1	0	0	1	9	0	12.5	57.5	COLORDIFFS	180	38	50	46	45	50	307	61	50	34	24	50	286	79	50	266	56	50	32	67	50	327	17	50	303	76	50	135	49	50	126	48	50	324	3	50	148	20	50	116	3	50	335	6	50	194	44	50	122	7	50	11	29	50	180	38	50	46	45	50	307	61	50	34	24	50	286	79	50	266	56	50	32	67	50	327	17	50	303	76	50	135	49	50	126	48	50	324	3	50	148	20	50	116	3	50	335	6	50	194	44	50	122	7	50	11	29	50
StateGrid	564	1520719281047	1	1	0	1	0	1	0	9	0	5	15	COLORDIFFS	24	74	50	206	3	50	106	96	50	117	8	50	200	78	50	225	12	50	66	88	50	110	61	50	306	67	50	9	63	50	54	7	50	142	70	50	67	6	50	193	72	50	224	21	50	83	98	50	137	97	50	284	30	50	9	63	50	54	7	50	142	70	50	67	6	50	193	72	50	224	21	50	83	98	50	137	97	50	284	30	50	24	74	50	206	3	50	106	96	50	117	8	50	200	78	50	225	12	50	66	88	50	110	61	50	306	67	50
StateGrid	564	1520719281047	2	1	1	0	0	0	1	9	0	13.25	61.75000000000001	COLORDIFFS	319	74	50	57	47	50	44	26	50	185	15	50	110	46	50	72	27	50	40	46	50	168	98	50	77	81	50	359	31	50	354	45	50	291	49	50	18	58	50	43	77	50	138	91	50	128	14	50	18	28	50	57	90	50	359	31	50	354	45	50	291	49	50	18	58	50	43	77	50	138	91	50	128	14	50	18	28	50	57	90	50	319	74	50	57	47	50	44	26	50	185	15	50	110	46	50	72	27	50	40	46	50	168	98	50	77	81	50
StateGrid	564	1520719281047	3	1	1	0	1	1	0	9	0	5.75	19.25	COLORDIFFS	125	64	50	48	23	50	144	48	50	306	33	50	259	56	50	89	36	50	21	41	50	165	89	50	225	60	50	139	49	50	26	16	50	150	12	50	282	8	50	221	99	50	130	10	50	40	47	50	119	77	50	243	98	50	125	64	50	48	23	50	144	48	50	306	33	50	259	56	50	89	36	50	21	41	50	165	89	50	225	60	50	139	49	50	26	16	50	150	12	50	282	8	50	221	99	50	130	10	50	40	47	50	119	77	50	243	98	50
StateGrid	564	1520719281047	4	0	1	0	1	0	1	9	0	17	83	COLORDIFFS	224	57	50	62	0	50	279	69	50	235	3	50	191	55	50	260	74	50	173	77	50	64	84	50	197	71	50	290	92	50	232	76	50	121	1	50	90	91	50	118	30	50	26	84	50	12	5	50	26	26	50	296	61	50	290	92	50	232	76	50	121	1	50	90	91	50	118	30	50	26	84	50	12	5	50	26	26	50	296	61	50	224	57	50	62	0	50	279	69	50	235	3	50	191	55	50	260	74	50	173	77	50	64	84	50	197	71	50
StateGrid	564	1520719281047	5	1	1	0	1	1	0	9	0	19.25	95.75	COLORDIFFS	69	92	50	176	22	50	42	58	50	171	53	50	12	41	50	32	66	50	149	9	50	160	1	50	72	91	50	178	69	50	115	90	50	312	86	50	112	46	50	86	4	50	98	97	50	83	58	50	148	99	50	222	93	50	69	92	50	176	22	50	42	58	50	171	53	50	12	41	50	32	66	50	149	9	50	160	1	50	72	91	50	178	69	50	115	90	50	312	86	50	112	46	50	86	4	50	98	97	50	83	58	50	148	99	50	222	93	50
StateGrid	564	1520719281047	6	1	1	0	1	1	0	9	0	8	32	COLORDIFFS	179	60	50	327	44	50	283	12	50	293	57	50	180	23	50	171	89	50	281	31	50	85	15	50	215	46	50	54	10	50	234	93	50	30	27	50	340	74	50	79	32	50	68	40	50	245	65	50	66	57	50	269	23	50	179	60	50	327	44	50	283	12	50	293	57	50	180	23	50	171	89	50	281	31	50	85	15	50	215	46	50	54	10	50	234	93	50	30	27	50	340	74	50	79	32	50	68	40	50	245	65	50	66	57	50	269	23	50
StateGrid	564	1520719281047	7	0	1	0	1	0	1	9	0	10.25	44.75	COLORDIFFS	221	62	50	127	96	50	29	9	50	120	74	50	288	36	50	332	66	50	8	17	50	21	67	50	320	85	50	268	29	50	52	3	50	241	71	50	49	75	50	222	63	50	231	64	50	119	17	50	313	82	50	25	56	50	268	29	50	52	3	50	241	71	50	49	75	50	222	63	50	231	64	50	119	17	50	313	82	50	25	56	50	221	62	50	127	96	50	29	9	50	120	74	50	288	36	50	332	66	50	8	17	50	21	67	50	320	85	50
StateGrid	564	1520719281047	8	0	1	0	0	1	0	9	0	18.5	91.5	COLORDIFFS	171	61	50	107	86	50	290	39	50	303	58	50	161	42	50	298	16	50	126	24	50	203	40	50	320	94	50	143	3	50	261	66	50	182	20	50	264	17	50	305	66	50	150	50	50	51	74	50	54	33	50	15	59	50	171	61	50	107	86	50	290	39	50	303	58	50	161	42	50	298	16	50	126	24	50	203	40	50	320	94	50	143	3	50	261	66	50	182	20	50	264	17	50	305	66	50	150	50	50	51	74	50	54	33	50	15	59	50
StateGrid	564	1520719281047	9	1	0	1	0	1	0	9	0	7.25	27.75	COLORDIFFS	245	22	50	58	47	50	113	18	50	143	79	50	268	46	50	149	32	50	137	84	50	146	96	50	146	66	50	342	29	50	80	64	50	98	6	50	58	77	50	330	58	50	99	26	50	164	80	50	119	60	50	88	64	50	342	29	50	80	64	50	98	6	50	58	77	50	330	58	50	99	26	50	164	80	50	119	60	50	88	64	50	245	22	50	58	47	50	113	18	50	143	79	50	268	46	50	149	32	50	137	84	50	146	96	50	146	66	50
