type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	335	1518208680306	0	1	0	1	0	1	0	2	112	11	50	204	38	50	265	72	50	162	91	50	223	73	50	337	4	50	124	88	50	108	78	50	292	33	50	112	11	50	204	38	50	325	17	50	162	91	50	336	99	50	337	4	50	124	88	50	108	78	50	292	33	50	112	11	50	204	38	50	325	17	50	162	91	50	336	99	50	337	4	50	124	88	50	108	78	50	292	33	50	112	11	50	204	38	50	265	72	50	162	91	50	223	73	50	337	4	50	124	88	50	108	78	50	292	33	50
StateGrid	335	1518208680311	1	0	0	1	1	1	0	7	171	35	50	309	26	50	334	54	50	350	80	50	79	61	50	86	82	50	225	7	50	310	80	50	10	11	50	329	36	50	309	26	50	211	72	50	120	82	50	79	61	50	256	16	50	267	13	50	127	64	50	204	82	50	329	36	50	309	26	50	211	72	50	120	82	50	79	61	50	256	16	50	267	13	50	127	64	50	204	82	50	171	35	50	309	26	50	334	54	50	350	80	50	79	61	50	86	82	50	225	7	50	310	80	50	10	11	50
StateGrid	335	1518208680311	2	1	0	1	0	1	0	5	260	89	50	122	3	50	110	96	50	126	25	50	340	62	50	285	25	50	248	25	50	341	6	50	150	94	50	260	89	50	201	0	50	110	96	50	237	7	50	340	62	50	33	13	50	248	25	50	256	67	50	230	43	50	260	89	50	201	0	50	110	96	50	237	7	50	340	62	50	33	13	50	248	25	50	256	67	50	230	43	50	260	89	50	122	3	50	110	96	50	126	25	50	340	62	50	285	25	50	248	25	50	341	6	50	150	94	50
StateGrid	335	1518208680311	3	0	1	0	1	0	1	8	192	2	50	150	47	50	132	51	50	173	26	50	13	30	50	220	39	50	68	67	50	350	42	50	280	31	50	158	42	50	91	92	50	88	27	50	114	59	50	206	55	50	258	43	50	104	6	50	295	45	50	280	31	50	158	42	50	91	92	50	88	27	50	114	59	50	206	55	50	258	43	50	104	6	50	295	45	50	280	31	50	192	2	50	150	47	50	132	51	50	173	26	50	13	30	50	220	39	50	68	67	50	350	42	50	280	31	50
StateGrid	335	1518208680311	4	0	1	0	0	1	0	4	291	86	50	251	57	50	94	82	50	247	5	50	334	94	50	288	24	50	304	69	50	235	75	50	61	28	50	291	86	50	251	57	50	45	63	50	247	5	50	114	24	50	115	79	50	304	69	50	256	60	50	61	28	50	291	86	50	251	57	50	94	82	50	247	5	50	334	94	50	288	24	50	304	69	50	235	75	50	61	28	50	291	86	50	251	57	50	45	63	50	247	5	50	114	24	50	115	79	50	304	69	50	256	60	50	61	28	50
StateGrid	335	1518208680311	5	1	1	0	0	0	1	9	352	61	50	36	86	50	76	66	50	300	53	50	87	41	50	153	53	50	337	60	50	121	70	50	331	2	50	271	43	50	298	6	50	24	30	50	194	78	50	11	90	50	106	23	50	109	19	50	96	14	50	189	87	50	271	43	50	298	6	50	24	30	50	194	78	50	11	90	50	106	23	50	109	19	50	96	14	50	189	87	50	352	61	50	36	86	50	76	66	50	300	53	50	87	41	50	153	53	50	337	60	50	121	70	50	331	2	50
StateGrid	335	1518208680311	6	1	0	1	1	0	1	1	322	43	50	94	27	50	222	71	50	64	84	50	242	50	50	87	62	50	319	2	50	112	51	50	179	94	50	322	43	50	94	27	50	222	71	50	64	84	50	242	50	50	87	62	50	319	2	50	112	51	50	228	23	50	322	43	50	94	27	50	222	71	50	64	84	50	242	50	50	87	62	50	319	2	50	112	51	50	179	94	50	322	43	50	94	27	50	222	71	50	64	84	50	242	50	50	87	62	50	319	2	50	112	51	50	228	23	50
StateGrid	335	1518208680312	7	0	0	1	0	0	1	6	154	11	50	195	60	50	157	34	50	127	93	50	106	12	50	111	46	50	255	14	50	3	34	50	113	39	50	143	31	50	206	67	50	117	19	50	125	25	50	106	12	50	106	74	50	79	14	50	3	34	50	113	39	50	154	11	50	195	60	50	157	34	50	127	93	50	106	12	50	111	46	50	255	14	50	3	34	50	113	39	50	143	31	50	206	67	50	117	19	50	125	25	50	106	12	50	106	74	50	79	14	50	3	34	50	113	39	50
StateGrid	335	1518208680312	8	0	0	1	0	0	1	9	11	31	50	53	27	50	258	6	50	327	6	50	58	14	50	267	30	50	89	93	50	150	38	50	103	16	50	94	29	50	277	5	50	172	40	50	292	0	50	253	88	50	229	87	50	194	66	50	305	31	50	88	62	50	11	31	50	53	27	50	258	6	50	327	6	50	58	14	50	267	30	50	89	93	50	150	38	50	103	16	50	94	29	50	277	5	50	172	40	50	292	0	50	253	88	50	229	87	50	194	66	50	305	31	50	88	62	50
StateGrid	335	1518208680312	9	1	0	1	1	0	1	5	166	33	50	108	74	50	155	3	50	112	20	50	63	85	50	11	99	50	113	95	50	244	26	50	265	86	50	30	35	50	92	59	50	155	3	50	98	99	50	180	56	50	11	99	50	113	95	50	244	26	50	324	14	50	166	33	50	108	74	50	155	3	50	112	20	50	63	85	50	11	99	50	113	95	50	244	26	50	265	86	50	30	35	50	92	59	50	155	3	50	98	99	50	180	56	50	11	99	50	113	95	50	244	26	50	324	14	50
