type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	715	1518208682552	0	1	1	0	0	0	1	1	282	2	50	303	61	50	218	8	50	336	17	50	142	21	50	173	44	50	155	73	50	91	52	50	150	98	50	282	2	50	303	61	50	164	84	50	336	17	50	142	21	50	173	44	50	155	73	50	91	52	50	150	98	50	282	2	50	303	61	50	164	84	50	336	17	50	142	21	50	173	44	50	155	73	50	91	52	50	150	98	50	282	2	50	303	61	50	218	8	50	336	17	50	142	21	50	173	44	50	155	73	50	91	52	50	150	98	50
StateGrid	715	1518208682553	1	0	1	0	0	1	0	5	356	48	50	190	16	50	236	87	50	105	11	50	205	36	50	222	35	50	196	49	50	278	81	50	99	78	50	49	82	50	279	68	50	76	11	50	105	11	50	202	50	50	36	33	50	196	49	50	278	81	50	99	78	50	356	48	50	190	16	50	236	87	50	105	11	50	205	36	50	222	35	50	196	49	50	278	81	50	99	78	50	49	82	50	279	68	50	76	11	50	105	11	50	202	50	50	36	33	50	196	49	50	278	81	50	99	78	50
StateGrid	715	1518208682553	2	0	0	1	0	0	1	9	92	95	50	304	51	50	290	93	50	240	26	50	215	14	50	348	96	50	268	51	50	48	93	50	292	70	50	132	79	50	52	22	50	251	66	50	153	77	50	65	98	50	112	34	50	287	12	50	305	66	50	9	72	50	92	95	50	304	51	50	290	93	50	240	26	50	215	14	50	348	96	50	268	51	50	48	93	50	292	70	50	132	79	50	52	22	50	251	66	50	153	77	50	65	98	50	112	34	50	287	12	50	305	66	50	9	72	50
StateGrid	715	1518208682553	3	0	1	0	1	0	1	4	357	51	50	231	62	50	246	18	50	294	98	50	107	86	50	69	55	50	339	81	50	14	3	50	159	56	50	357	51	50	231	62	50	150	9	50	339	55	50	107	86	50	317	83	50	339	81	50	14	3	50	245	40	50	357	51	50	231	62	50	150	9	50	339	55	50	107	86	50	317	83	50	339	81	50	14	3	50	245	40	50	357	51	50	231	62	50	246	18	50	294	98	50	107	86	50	69	55	50	339	81	50	14	3	50	159	56	50
StateGrid	715	1518208682553	4	0	1	0	0	1	0	5	68	8	50	58	86	50	259	77	50	53	80	50	344	40	50	304	77	50	237	79	50	38	8	50	341	36	50	68	8	50	260	40	50	259	77	50	36	92	50	344	40	50	8	53	50	237	79	50	308	4	50	184	72	50	68	8	50	58	86	50	259	77	50	53	80	50	344	40	50	304	77	50	237	79	50	38	8	50	341	36	50	68	8	50	260	40	50	259	77	50	36	92	50	344	40	50	8	53	50	237	79	50	308	4	50	184	72	50
StateGrid	715	1518208682554	5	1	1	0	0	0	1	2	342	68	50	64	49	50	2	72	50	34	89	50	318	6	50	44	84	50	101	90	50	286	6	50	211	65	50	342	68	50	64	49	50	2	72	50	279	38	50	318	6	50	44	84	50	101	90	50	286	6	50	109	2	50	342	68	50	64	49	50	2	72	50	279	38	50	318	6	50	44	84	50	101	90	50	286	6	50	109	2	50	342	68	50	64	49	50	2	72	50	34	89	50	318	6	50	44	84	50	101	90	50	286	6	50	211	65	50
StateGrid	715	1518208682554	6	0	0	1	0	0	1	4	200	41	50	156	96	50	14	53	50	291	53	50	299	93	50	56	17	50	61	96	50	176	70	50	59	76	50	287	74	50	89	61	50	14	53	50	169	92	50	299	93	50	56	17	50	61	96	50	112	54	50	59	76	50	200	41	50	156	96	50	14	53	50	291	53	50	299	93	50	56	17	50	61	96	50	176	70	50	59	76	50	287	74	50	89	61	50	14	53	50	169	92	50	299	93	50	56	17	50	61	96	50	112	54	50	59	76	50
StateGrid	715	1518208682554	7	0	0	1	1	1	0	5	311	45	50	219	61	50	15	86	50	173	74	50	323	21	50	20	92	50	338	92	50	284	16	50	0	68	50	170	25	50	1	80	50	57	42	50	173	74	50	11	44	50	156	7	50	338	92	50	284	16	50	0	68	50	170	25	50	1	80	50	57	42	50	173	74	50	11	44	50	156	7	50	338	92	50	284	16	50	0	68	50	311	45	50	219	61	50	15	86	50	173	74	50	323	21	50	20	92	50	338	92	50	284	16	50	0	68	50
StateGrid	715	1518208682554	8	0	0	1	0	0	1	8	347	54	50	89	43	50	211	99	50	21	51	50	297	56	50	112	29	50	355	25	50	53	93	50	272	33	50	161	43	50	228	48	50	53	13	50	77	48	50	261	19	50	222	56	50	355	25	50	291	75	50	306	90	50	347	54	50	89	43	50	211	99	50	21	51	50	297	56	50	112	29	50	355	25	50	53	93	50	272	33	50	161	43	50	228	48	50	53	13	50	77	48	50	261	19	50	222	56	50	355	25	50	291	75	50	306	90	50
StateGrid	715	1518208682554	9	1	0	1	0	1	0	7	1	6	50	270	64	50	179	98	50	339	84	50	281	38	50	204	83	50	176	38	50	134	72	50	346	92	50	146	83	50	24	94	50	272	23	50	325	83	50	290	57	50	204	83	50	233	66	50	187	66	50	346	92	50	146	83	50	24	94	50	272	23	50	325	83	50	290	57	50	204	83	50	233	66	50	187	66	50	346	92	50	1	6	50	270	64	50	179	98	50	339	84	50	281	38	50	204	83	50	176	38	50	134	72	50	346	92	50
