type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	355	1518208680409	0	1	1	0	0	0	1	9	223	74	50	25	64	50	189	40	50	325	80	50	191	35	50	272	81	50	163	75	50	191	11	50	109	7	50	9	38	50	216	76	50	149	39	50	332	20	50	204	6	50	328	42	50	47	55	50	263	26	50	40	6	50	9	38	50	216	76	50	149	39	50	332	20	50	204	6	50	328	42	50	47	55	50	263	26	50	40	6	50	223	74	50	25	64	50	189	40	50	325	80	50	191	35	50	272	81	50	163	75	50	191	11	50	109	7	50
StateGrid	355	1518208680409	1	1	0	1	0	1	0	1	201	56	50	353	54	50	186	75	50	27	32	50	255	10	50	218	48	50	135	74	50	10	27	50	30	72	50	201	56	50	353	54	50	186	75	50	27	32	50	255	10	50	218	48	50	87	62	50	10	27	50	30	72	50	201	56	50	353	54	50	186	75	50	27	32	50	255	10	50	218	48	50	87	62	50	10	27	50	30	72	50	201	56	50	353	54	50	186	75	50	27	32	50	255	10	50	218	48	50	135	74	50	10	27	50	30	72	50
StateGrid	355	1518208680409	2	1	0	1	0	1	0	5	9	71	50	279	46	50	239	84	50	296	6	50	197	30	50	173	38	50	142	73	50	14	18	50	338	47	50	40	53	50	280	91	50	239	84	50	296	6	50	178	6	50	173	38	50	55	16	50	14	18	50	350	35	50	40	53	50	280	91	50	239	84	50	296	6	50	178	6	50	173	38	50	55	16	50	14	18	50	350	35	50	9	71	50	279	46	50	239	84	50	296	6	50	197	30	50	173	38	50	142	73	50	14	18	50	338	47	50
StateGrid	355	1518208680413	3	0	0	1	0	0	1	5	11	12	50	138	68	50	228	13	50	88	20	50	110	52	50	162	1	50	307	89	50	239	90	50	318	59	50	11	12	50	92	3	50	228	13	50	326	62	50	57	35	50	171	84	50	307	89	50	238	12	50	318	59	50	11	12	50	138	68	50	228	13	50	88	20	50	110	52	50	162	1	50	307	89	50	239	90	50	318	59	50	11	12	50	92	3	50	228	13	50	326	62	50	57	35	50	171	84	50	307	89	50	238	12	50	318	59	50
StateGrid	355	1518208680413	4	0	1	0	1	0	1	2	67	60	50	222	0	50	53	71	50	275	15	50	280	70	50	292	77	50	302	52	50	52	71	50	93	90	50	67	60	50	222	0	50	198	4	50	275	15	50	280	70	50	292	77	50	302	52	50	202	3	50	93	90	50	67	60	50	222	0	50	198	4	50	275	15	50	280	70	50	292	77	50	302	52	50	202	3	50	93	90	50	67	60	50	222	0	50	53	71	50	275	15	50	280	70	50	292	77	50	302	52	50	52	71	50	93	90	50
StateGrid	355	1518208680413	5	0	1	0	1	0	1	9	145	89	50	200	29	50	339	85	50	46	33	50	359	85	50	126	27	50	318	96	50	65	58	50	229	46	50	273	31	50	40	50	50	204	11	50	82	89	50	178	20	50	294	44	50	7	60	50	118	49	50	88	30	50	273	31	50	40	50	50	204	11	50	82	89	50	178	20	50	294	44	50	7	60	50	118	49	50	88	30	50	145	89	50	200	29	50	339	85	50	46	33	50	359	85	50	126	27	50	318	96	50	65	58	50	229	46	50
StateGrid	355	1518208680413	6	0	0	1	1	1	0	8	355	16	50	140	9	50	26	83	50	65	5	50	221	43	50	99	14	50	130	85	50	270	79	50	44	85	50	355	16	50	359	57	50	206	42	50	220	95	50	79	84	50	281	60	50	206	11	50	112	63	50	262	13	50	355	16	50	359	57	50	206	42	50	220	95	50	79	84	50	281	60	50	206	11	50	112	63	50	262	13	50	355	16	50	140	9	50	26	83	50	65	5	50	221	43	50	99	14	50	130	85	50	270	79	50	44	85	50
StateGrid	355	1518208680413	7	0	0	1	1	1	0	8	177	43	50	167	82	50	313	74	50	15	34	50	89	55	50	74	50	50	118	86	50	121	90	50	102	69	50	190	2	50	167	82	50	340	76	50	151	39	50	276	73	50	37	0	50	347	60	50	60	55	50	241	14	50	190	2	50	167	82	50	340	76	50	151	39	50	276	73	50	37	0	50	347	60	50	60	55	50	241	14	50	177	43	50	167	82	50	313	74	50	15	34	50	89	55	50	74	50	50	118	86	50	121	90	50	102	69	50
StateGrid	355	1518208680413	8	1	0	1	1	0	1	4	317	0	50	188	60	50	250	59	50	237	98	50	260	54	50	97	73	50	357	59	50	103	87	50	76	74	50	271	98	50	188	60	50	262	52	50	237	98	50	15	76	50	97	73	50	357	59	50	217	27	50	76	74	50	317	0	50	188	60	50	250	59	50	237	98	50	260	54	50	97	73	50	357	59	50	103	87	50	76	74	50	271	98	50	188	60	50	262	52	50	237	98	50	15	76	50	97	73	50	357	59	50	217	27	50	76	74	50
StateGrid	355	1518208680413	9	1	0	1	1	0	1	3	267	12	50	246	90	50	68	53	50	321	30	50	171	21	50	66	45	50	309	7	50	87	94	50	337	86	50	267	12	50	246	90	50	68	53	50	101	74	50	171	21	50	45	44	50	309	7	50	267	85	50	337	86	50	267	12	50	246	90	50	68	53	50	321	30	50	171	21	50	66	45	50	309	7	50	87	94	50	337	86	50	267	12	50	246	90	50	68	53	50	101	74	50	171	21	50	45	44	50	309	7	50	267	85	50	337	86	50
