type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	402	1518208668440	0	1	1	0	1	1	0	1	226	81	50	198	2	50	91	55	50	141	66	50	226	81	50	198	2	50	91	55	50	274	23	50	226	81	50	198	2	50	91	55	50	141	66	50	226	81	50	198	2	50	91	55	50	274	23	50
StateGrid	402	1518208668440	1	1	1	0	0	0	1	2	140	78	50	349	8	50	259	93	50	100	41	50	140	78	50	349	8	50	258	3	50	314	86	50	140	78	50	349	8	50	258	3	50	314	86	50	140	78	50	349	8	50	259	93	50	100	41	50
StateGrid	402	1518208668442	2	1	0	1	0	1	0	2	325	75	50	144	3	50	208	43	50	89	19	50	251	90	50	144	3	50	208	43	50	275	34	50	251	90	50	144	3	50	208	43	50	275	34	50	325	75	50	144	3	50	208	43	50	89	19	50
StateGrid	402	1518208668442	3	1	0	1	1	0	1	1	258	58	50	69	62	50	11	99	50	290	70	50	258	58	50	69	62	50	11	99	50	224	24	50	258	58	50	69	62	50	11	99	50	290	70	50	258	58	50	69	62	50	11	99	50	224	24	50
StateGrid	402	1518208668442	4	0	0	1	1	1	0	3	152	86	50	70	60	50	272	22	50	38	35	50	205	71	50	13	72	50	56	24	50	38	35	50	205	71	50	13	72	50	56	24	50	38	35	50	152	86	50	70	60	50	272	22	50	38	35	50
StateGrid	402	1518208668442	5	1	0	1	1	0	1	1	254	53	50	241	11	50	94	25	50	167	48	50	78	60	50	241	11	50	94	25	50	167	48	50	254	53	50	241	11	50	94	25	50	167	48	50	78	60	50	241	11	50	94	25	50	167	48	50
StateGrid	402	1518208668442	6	1	1	0	1	1	0	3	109	43	50	23	74	50	11	62	50	186	36	50	109	43	50	223	41	50	200	81	50	153	48	50	109	43	50	23	74	50	11	62	50	186	36	50	109	43	50	223	41	50	200	81	50	153	48	50
StateGrid	402	1518208668442	7	1	1	0	1	1	0	4	176	41	50	270	77	50	18	21	50	172	73	50	42	59	50	66	43	50	199	4	50	58	65	50	176	41	50	270	77	50	18	21	50	172	73	50	42	59	50	66	43	50	199	4	50	58	65	50
StateGrid	402	1518208668443	8	1	0	1	1	0	1	2	163	19	50	155	94	50	22	33	50	43	27	50	163	19	50	155	94	50	48	89	50	224	80	50	163	19	50	155	94	50	22	33	50	43	27	50	163	19	50	155	94	50	48	89	50	224	80	50
StateGrid	402	1518208668443	9	0	1	0	0	1	0	3	61	37	50	118	45	50	149	30	50	275	51	50	110	63	50	148	53	50	149	30	50	287	79	50	61	37	50	118	45	50	149	30	50	275	51	50	110	63	50	148	53	50	149	30	50	287	79	50
StateGrid	402	1518208668443	10	1	0	1	1	0	1	4	153	70	50	291	41	50	72	40	50	271	5	50	186	88	50	17	14	50	6	47	50	187	60	50	153	70	50	291	41	50	72	40	50	271	5	50	186	88	50	17	14	50	6	47	50	187	60	50
StateGrid	402	1518208668443	11	0	0	1	1	1	0	4	214	2	50	350	0	50	292	53	50	220	75	50	271	13	50	162	1	50	314	24	50	102	14	50	271	13	50	162	1	50	314	24	50	102	14	50	214	2	50	350	0	50	292	53	50	220	75	50
StateGrid	402	1518208668443	12	1	1	0	1	1	0	2	294	59	50	235	41	50	308	6	50	200	48	50	294	59	50	235	41	50	274	34	50	345	37	50	294	59	50	235	41	50	308	6	50	200	48	50	294	59	50	235	41	50	274	34	50	345	37	50
StateGrid	402	1518208668443	13	0	0	1	1	1	0	3	112	25	50	252	35	50	128	42	50	267	68	50	330	12	50	302	83	50	255	68	50	267	68	50	330	12	50	302	83	50	255	68	50	267	68	50	112	25	50	252	35	50	128	42	50	267	68	50
StateGrid	402	1518208668443	14	1	1	0	1	1	0	3	186	13	50	338	26	50	332	61	50	306	17	50	281	79	50	175	60	50	233	5	50	306	17	50	186	13	50	338	26	50	332	61	50	306	17	50	281	79	50	175	60	50	233	5	50	306	17	50
