type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	216	1518208667670	0	0	0	1	0	0	1	3	325	90	50	41	65	50	213	92	50	47	51	50	325	90	50	153	29	50	310	15	50	276	78	50	325	90	50	41	65	50	213	92	50	47	51	50	325	90	50	153	29	50	310	15	50	276	78	50
StateGrid	216	1518208667670	1	1	0	1	1	0	1	2	252	81	50	56	35	50	98	83	50	308	76	50	283	88	50	56	35	50	98	83	50	47	91	50	252	81	50	56	35	50	98	83	50	308	76	50	283	88	50	56	35	50	98	83	50	47	91	50
StateGrid	216	1518208667671	2	0	0	1	1	1	0	3	225	30	50	137	72	50	320	95	50	109	72	50	120	51	50	41	35	50	175	53	50	109	72	50	120	51	50	41	35	50	175	53	50	109	72	50	225	30	50	137	72	50	320	95	50	109	72	50
StateGrid	216	1518208667671	3	0	1	0	0	1	0	1	208	17	50	73	39	50	161	55	50	92	61	50	44	23	50	73	39	50	161	55	50	92	61	50	208	17	50	73	39	50	161	55	50	92	61	50	44	23	50	73	39	50	161	55	50	92	61	50
StateGrid	216	1518208667671	4	0	0	1	1	1	0	1	339	40	50	305	65	50	280	48	50	27	95	50	207	32	50	305	65	50	280	48	50	27	95	50	207	32	50	305	65	50	280	48	50	27	95	50	339	40	50	305	65	50	280	48	50	27	95	50
StateGrid	216	1518208667671	5	1	1	0	0	0	1	4	106	35	50	358	98	50	187	16	50	175	80	50	104	69	50	318	55	50	311	34	50	264	53	50	104	69	50	318	55	50	311	34	50	264	53	50	106	35	50	358	98	50	187	16	50	175	80	50
StateGrid	216	1518208667671	6	1	0	1	1	0	1	1	116	98	50	96	66	50	244	6	50	106	2	50	116	98	50	345	97	50	244	6	50	106	2	50	116	98	50	96	66	50	244	6	50	106	2	50	116	98	50	345	97	50	244	6	50	106	2	50
StateGrid	216	1518208667671	7	0	1	0	0	1	0	4	229	82	50	275	13	50	314	22	50	134	58	50	198	97	50	187	3	50	217	97	50	301	78	50	229	82	50	275	13	50	314	22	50	134	58	50	198	97	50	187	3	50	217	97	50	301	78	50
StateGrid	216	1518208667673	8	0	1	0	1	0	1	2	294	27	50	219	91	50	312	36	50	51	13	50	314	46	50	219	91	50	312	36	50	301	20	50	314	46	50	219	91	50	312	36	50	301	20	50	294	27	50	219	91	50	312	36	50	51	13	50
StateGrid	216	1518208667673	9	0	1	0	1	0	1	4	217	81	50	49	22	50	184	67	50	255	55	50	211	27	50	57	22	50	253	41	50	24	68	50	211	27	50	57	22	50	253	41	50	24	68	50	217	81	50	49	22	50	184	67	50	255	55	50
StateGrid	216	1518208667673	10	1	0	1	0	1	0	4	61	71	50	100	93	50	213	44	50	56	21	50	122	79	50	192	97	50	44	59	50	168	45	50	122	79	50	192	97	50	44	59	50	168	45	50	61	71	50	100	93	50	213	44	50	56	21	50
