type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	72	1518208666979	0	0	0	1	1	1	0	2	202	60	50	178	22	50	104	45	50	230	35	50	202	60	50	312	52	50	340	24	50	230	35	50	202	60	50	312	52	50	340	24	50	230	35	50	202	60	50	178	22	50	104	45	50	230	35	50
StateGrid	72	1518208666979	1	1	1	0	0	0	1	1	77	48	50	157	66	50	226	96	50	50	12	50	77	48	50	157	66	50	226	96	50	282	93	50	77	48	50	157	66	50	226	96	50	282	93	50	77	48	50	157	66	50	226	96	50	50	12	50
StateGrid	72	1518208666979	2	0	1	0	0	1	0	4	304	11	50	346	68	50	144	27	50	299	12	50	89	6	50	155	70	50	164	87	50	158	71	50	304	11	50	346	68	50	144	27	50	299	12	50	89	6	50	155	70	50	164	87	50	158	71	50
StateGrid	72	1518208666979	3	1	1	0	1	1	0	2	250	42	50	25	70	50	55	94	50	45	45	50	148	22	50	281	64	50	55	94	50	45	45	50	250	42	50	25	70	50	55	94	50	45	45	50	148	22	50	281	64	50	55	94	50	45	45	50
StateGrid	72	1518208666979	4	0	0	1	0	0	1	3	354	91	50	51	36	50	269	74	50	35	91	50	243	93	50	220	75	50	269	74	50	253	75	50	354	91	50	51	36	50	269	74	50	35	91	50	243	93	50	220	75	50	269	74	50	253	75	50
StateGrid	72	1518208666979	5	1	0	1	0	1	0	3	48	41	50	55	76	50	27	30	50	105	27	50	48	41	50	270	6	50	269	13	50	182	13	50	48	41	50	270	6	50	269	13	50	182	13	50	48	41	50	55	76	50	27	30	50	105	27	50
StateGrid	72	1518208666981	6	1	1	0	1	1	0	1	84	90	50	156	36	50	297	18	50	139	64	50	274	82	50	156	36	50	297	18	50	139	64	50	84	90	50	156	36	50	297	18	50	139	64	50	274	82	50	156	36	50	297	18	50	139	64	50
StateGrid	72	1518208666981	7	0	1	0	1	0	1	2	323	18	50	20	4	50	144	41	50	266	45	50	323	18	50	74	99	50	315	92	50	266	45	50	323	18	50	74	99	50	315	92	50	266	45	50	323	18	50	20	4	50	144	41	50	266	45	50
StateGrid	72	1518208666981	8	1	1	0	1	1	0	3	161	92	50	166	23	50	205	32	50	293	66	50	161	92	50	290	88	50	261	20	50	87	37	50	161	92	50	166	23	50	205	32	50	293	66	50	161	92	50	290	88	50	261	20	50	87	37	50
StateGrid	72	1518208666981	9	0	1	0	1	0	1	3	333	79	50	130	18	50	179	78	50	309	73	50	197	70	50	107	44	50	179	78	50	35	21	50	197	70	50	107	44	50	179	78	50	35	21	50	333	79	50	130	18	50	179	78	50	309	73	50
