type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	298	1518208667996	0	0	1	0	0	1	0	2	281	8	50	41	84	50	209	28	50	3	58	50	281	8	50	254	49	50	119	54	50	3	58	50	281	8	50	41	84	50	209	28	50	3	58	50	281	8	50	254	49	50	119	54	50	3	58	50
StateGrid	298	1518208667996	1	0	0	1	0	0	1	3	94	44	50	206	82	50	359	28	50	316	98	50	235	34	50	270	97	50	359	28	50	2	61	50	94	44	50	206	82	50	359	28	50	316	98	50	235	34	50	270	97	50	359	28	50	2	61	50
StateGrid	298	1518208667996	2	1	1	0	0	0	1	3	336	94	50	260	45	50	149	2	50	93	95	50	88	82	50	80	5	50	149	2	50	129	40	50	88	82	50	80	5	50	149	2	50	129	40	50	336	94	50	260	45	50	149	2	50	93	95	50
StateGrid	298	1518208667996	3	0	1	0	0	1	0	1	213	98	50	226	96	50	166	44	50	63	44	50	213	98	50	226	96	50	166	44	50	241	2	50	213	98	50	226	96	50	166	44	50	63	44	50	213	98	50	226	96	50	166	44	50	241	2	50
StateGrid	298	1518208667997	4	1	0	1	0	1	0	2	247	91	50	216	46	50	21	5	50	174	63	50	247	91	50	253	25	50	199	64	50	174	63	50	247	91	50	253	25	50	199	64	50	174	63	50	247	91	50	216	46	50	21	5	50	174	63	50
StateGrid	298	1518208667997	5	1	1	0	0	0	1	4	3	85	50	59	66	50	339	34	50	43	53	50	162	23	50	298	41	50	123	54	50	302	63	50	162	23	50	298	41	50	123	54	50	302	63	50	3	85	50	59	66	50	339	34	50	43	53	50
StateGrid	298	1518208667997	6	1	0	1	1	0	1	3	179	38	50	243	29	50	76	78	50	193	71	50	285	60	50	220	5	50	98	95	50	193	71	50	179	38	50	243	29	50	76	78	50	193	71	50	285	60	50	220	5	50	98	95	50	193	71	50
StateGrid	298	1518208667997	7	1	1	0	1	1	0	1	317	84	50	143	21	50	349	15	50	53	6	50	317	84	50	146	87	50	349	15	50	53	6	50	317	84	50	143	21	50	349	15	50	53	6	50	317	84	50	146	87	50	349	15	50	53	6	50
StateGrid	298	1518208667997	8	0	1	0	1	0	1	2	314	47	50	314	73	50	201	71	50	59	43	50	329	7	50	314	73	50	252	98	50	59	43	50	329	7	50	314	73	50	252	98	50	59	43	50	314	47	50	314	73	50	201	71	50	59	43	50
StateGrid	298	1518208667997	9	0	0	1	1	1	0	4	205	56	50	110	67	50	248	57	50	325	40	50	113	97	50	98	45	50	96	29	50	23	5	50	113	97	50	98	45	50	96	29	50	23	5	50	205	56	50	110	67	50	248	57	50	325	40	50
StateGrid	298	1518208667998	10	1	0	1	0	1	0	1	130	16	50	109	42	50	302	65	50	357	33	50	78	39	50	109	42	50	302	65	50	357	33	50	78	39	50	109	42	50	302	65	50	357	33	50	130	16	50	109	42	50	302	65	50	357	33	50
StateGrid	298	1518208667998	11	1	0	1	0	1	0	4	262	55	50	254	18	50	66	96	50	14	41	50	275	36	50	222	51	50	146	84	50	310	23	50	275	36	50	222	51	50	146	84	50	310	23	50	262	55	50	254	18	50	66	96	50	14	41	50
StateGrid	298	1518208667999	12	1	1	0	1	1	0	2	23	60	50	312	14	50	144	82	50	150	36	50	23	60	50	302	64	50	324	7	50	150	36	50	23	60	50	312	14	50	144	82	50	150	36	50	23	60	50	302	64	50	324	7	50	150	36	50
StateGrid	298	1518208667999	13	0	1	0	1	0	1	4	327	58	50	312	59	50	138	38	50	347	79	50	132	64	50	129	73	50	121	16	50	185	9	50	132	64	50	129	73	50	121	16	50	185	9	50	327	58	50	312	59	50	138	38	50	347	79	50
StateGrid	298	1518208667999	14	1	1	0	1	1	0	3	209	73	50	90	16	50	244	71	50	225	26	50	126	37	50	285	75	50	73	98	50	225	26	50	209	73	50	90	16	50	244	71	50	225	26	50	126	37	50	285	75	50	73	98	50	225	26	50
StateGrid	298	1518208667999	15	0	0	1	1	1	0	1	202	31	50	212	97	50	72	6	50	248	79	50	337	72	50	212	97	50	72	6	50	248	79	50	337	72	50	212	97	50	72	6	50	248	79	50	202	31	50	212	97	50	72	6	50	248	79	50
