type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	461	1518208668669	0	0	0	1	0	0	1	1	154	28	50	327	34	50	317	64	50	254	99	50	154	28	50	264	69	50	317	64	50	254	99	50	154	28	50	327	34	50	317	64	50	254	99	50	154	28	50	264	69	50	317	64	50	254	99	50
StateGrid	461	1518208668669	1	1	1	0	0	0	1	2	11	62	50	353	70	50	116	8	50	271	16	50	12	48	50	353	70	50	116	8	50	273	2	50	12	48	50	353	70	50	116	8	50	273	2	50	11	62	50	353	70	50	116	8	50	271	16	50
StateGrid	461	1518208668669	2	0	0	1	1	1	0	3	3	58	50	19	83	50	135	10	50	200	50	50	47	93	50	355	67	50	135	10	50	221	47	50	47	93	50	355	67	50	135	10	50	221	47	50	3	58	50	19	83	50	135	10	50	200	50	50
StateGrid	461	1518208668669	3	1	1	0	0	0	1	1	24	13	50	232	57	50	127	93	50	41	85	50	24	13	50	174	18	50	127	93	50	41	85	50	24	13	50	174	18	50	127	93	50	41	85	50	24	13	50	232	57	50	127	93	50	41	85	50
StateGrid	461	1518208668669	4	1	1	0	0	0	1	2	0	1	50	326	50	50	15	63	50	77	55	50	259	38	50	326	50	50	15	63	50	152	95	50	259	38	50	326	50	50	15	63	50	152	95	50	0	1	50	326	50	50	15	63	50	77	55	50
StateGrid	461	1518208668670	5	0	0	1	1	1	0	4	230	22	50	259	35	50	212	41	50	62	76	50	257	28	50	194	51	50	235	42	50	80	62	50	257	28	50	194	51	50	235	42	50	80	62	50	230	22	50	259	35	50	212	41	50	62	76	50
StateGrid	461	1518208668670	6	0	0	1	1	1	0	1	298	13	50	89	26	50	295	84	50	187	25	50	156	57	50	89	26	50	295	84	50	187	25	50	156	57	50	89	26	50	295	84	50	187	25	50	298	13	50	89	26	50	295	84	50	187	25	50
StateGrid	461	1518208668670	7	0	1	0	0	1	0	3	245	28	50	133	65	50	258	90	50	308	65	50	350	17	50	158	8	50	359	15	50	308	65	50	245	28	50	133	65	50	258	90	50	308	65	50	350	17	50	158	8	50	359	15	50	308	65	50
StateGrid	461	1518208668670	8	0	0	1	0	0	1	3	120	64	50	142	37	50	194	1	50	116	81	50	120	64	50	272	59	50	272	88	50	354	65	50	120	64	50	142	37	50	194	1	50	116	81	50	120	64	50	272	59	50	272	88	50	354	65	50
StateGrid	461	1518208668670	9	0	1	0	1	0	1	4	206	53	50	45	5	50	66	67	50	302	75	50	304	4	50	156	37	50	115	75	50	122	95	50	304	4	50	156	37	50	115	75	50	122	95	50	206	53	50	45	5	50	66	67	50	302	75	50
StateGrid	461	1518208668670	10	0	0	1	0	0	1	3	151	62	50	73	57	50	101	52	50	323	49	50	23	49	50	243	96	50	101	52	50	209	38	50	151	62	50	73	57	50	101	52	50	323	49	50	23	49	50	243	96	50	101	52	50	209	38	50
StateGrid	461	1518208668670	11	0	1	0	1	0	1	4	233	86	50	97	75	50	168	23	50	256	67	50	355	1	50	82	77	50	51	53	50	188	80	50	355	1	50	82	77	50	51	53	50	188	80	50	233	86	50	97	75	50	168	23	50	256	67	50
StateGrid	461	1518208668670	12	1	0	1	1	0	1	3	57	89	50	66	50	50	181	6	50	313	6	50	274	25	50	345	21	50	272	62	50	313	6	50	57	89	50	66	50	50	181	6	50	313	6	50	274	25	50	345	21	50	272	62	50	313	6	50
StateGrid	461	1518208668670	13	0	1	0	1	0	1	2	146	72	50	11	49	50	281	41	50	315	33	50	168	23	50	11	49	50	281	41	50	108	47	50	168	23	50	11	49	50	281	41	50	108	47	50	146	72	50	11	49	50	281	41	50	315	33	50
StateGrid	461	1518208668670	14	1	0	1	1	0	1	1	155	79	50	127	15	50	168	92	50	24	34	50	149	61	50	127	15	50	168	92	50	24	34	50	155	79	50	127	15	50	168	92	50	24	34	50	149	61	50	127	15	50	168	92	50	24	34	50
StateGrid	461	1518208668670	15	0	1	0	0	1	0	2	122	2	50	110	39	50	290	86	50	165	39	50	116	72	50	110	39	50	72	35	50	165	39	50	122	2	50	110	39	50	290	86	50	165	39	50	116	72	50	110	39	50	72	35	50	165	39	50
StateGrid	461	1518208668670	16	1	0	1	1	0	1	1	110	50	50	107	55	50	27	73	50	353	96	50	110	50	50	107	55	50	310	34	50	353	96	50	110	50	50	107	55	50	27	73	50	353	96	50	110	50	50	107	55	50	310	34	50	353	96	50
StateGrid	461	1518208668670	17	1	0	1	0	1	0	4	125	55	50	215	9	50	100	90	50	338	67	50	195	94	50	232	54	50	183	61	50	214	74	50	195	94	50	232	54	50	183	61	50	214	74	50	125	55	50	215	9	50	100	90	50	338	67	50
StateGrid	461	1518208668670	18	1	0	1	0	1	0	2	119	2	50	265	96	50	287	66	50	203	67	50	119	2	50	231	63	50	333	1	50	203	67	50	119	2	50	231	63	50	333	1	50	203	67	50	119	2	50	265	96	50	287	66	50	203	67	50
StateGrid	461	1518208668670	19	1	0	1	1	0	1	4	307	80	50	3	33	50	114	3	50	199	75	50	200	47	50	261	52	50	223	62	50	233	97	50	307	80	50	3	33	50	114	3	50	199	75	50	200	47	50	261	52	50	223	62	50	233	97	50
