type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	503	1518208668857	0	1	1	0	0	0	1	2	65	73	50	235	40	50	15	42	50	358	46	50	21	51	50	235	40	50	15	42	50	92	39	50	21	51	50	235	40	50	15	42	50	92	39	50	65	73	50	235	40	50	15	42	50	358	46	50
StateGrid	503	1518208668857	1	0	1	0	1	0	1	2	116	51	50	225	14	50	284	58	50	204	48	50	328	48	50	225	14	50	211	6	50	204	48	50	328	48	50	225	14	50	211	6	50	204	48	50	116	51	50	225	14	50	284	58	50	204	48	50
StateGrid	503	1518208668857	2	0	0	1	1	1	0	4	333	55	50	254	38	50	54	93	50	277	46	50	33	12	50	255	89	50	328	88	50	182	40	50	33	12	50	255	89	50	328	88	50	182	40	50	333	55	50	254	38	50	54	93	50	277	46	50
StateGrid	503	1518208668857	3	1	0	1	1	0	1	1	76	67	50	192	26	50	273	28	50	92	43	50	76	67	50	192	26	50	273	28	50	84	91	50	76	67	50	192	26	50	273	28	50	92	43	50	76	67	50	192	26	50	273	28	50	84	91	50
StateGrid	503	1518208668857	4	0	0	1	0	0	1	2	340	62	50	232	55	50	188	58	50	315	21	50	340	62	50	232	55	50	84	14	50	359	55	50	340	62	50	232	55	50	188	58	50	315	21	50	340	62	50	232	55	50	84	14	50	359	55	50
StateGrid	503	1518208668857	5	0	0	1	0	0	1	3	92	24	50	86	51	50	53	74	50	185	46	50	0	28	50	291	64	50	219	71	50	185	46	50	92	24	50	86	51	50	53	74	50	185	46	50	0	28	50	291	64	50	219	71	50	185	46	50
StateGrid	503	1518208668857	6	1	1	0	0	0	1	1	295	56	50	237	49	50	160	97	50	23	43	50	295	56	50	237	49	50	214	30	50	23	43	50	295	56	50	237	49	50	214	30	50	23	43	50	295	56	50	237	49	50	160	97	50	23	43	50
StateGrid	503	1518208668857	7	1	0	1	0	1	0	4	61	59	50	102	50	50	117	21	50	80	65	50	21	6	50	45	3	50	139	97	50	90	25	50	21	6	50	45	3	50	139	97	50	90	25	50	61	59	50	102	50	50	117	21	50	80	65	50
StateGrid	503	1518208668857	8	1	0	1	0	1	0	4	72	47	50	138	36	50	258	35	50	119	61	50	293	55	50	223	36	50	196	22	50	77	19	50	293	55	50	223	36	50	196	22	50	77	19	50	72	47	50	138	36	50	258	35	50	119	61	50
StateGrid	503	1518208668858	9	1	0	1	1	0	1	1	208	12	50	121	64	50	233	68	50	273	24	50	208	12	50	121	64	50	46	63	50	273	24	50	208	12	50	121	64	50	233	68	50	273	24	50	208	12	50	121	64	50	46	63	50	273	24	50
StateGrid	503	1518208668858	10	1	1	0	0	0	1	2	307	53	50	333	78	50	258	13	50	182	19	50	307	53	50	127	60	50	258	13	50	147	65	50	307	53	50	127	60	50	258	13	50	147	65	50	307	53	50	333	78	50	258	13	50	182	19	50
StateGrid	503	1518208668858	11	0	0	1	0	0	1	4	270	39	50	239	7	50	336	84	50	223	39	50	120	74	50	305	69	50	311	24	50	309	84	50	270	39	50	239	7	50	336	84	50	223	39	50	120	74	50	305	69	50	311	24	50	309	84	50
StateGrid	503	1518208668858	12	1	1	0	0	0	1	3	149	71	50	229	13	50	132	73	50	102	24	50	235	34	50	186	69	50	132	73	50	37	9	50	235	34	50	186	69	50	132	73	50	37	9	50	149	71	50	229	13	50	132	73	50	102	24	50
StateGrid	503	1518208668858	13	0	1	0	0	1	0	1	216	51	50	20	31	50	184	50	50	240	16	50	216	51	50	20	31	50	160	67	50	240	16	50	216	51	50	20	31	50	184	50	50	240	16	50	216	51	50	20	31	50	160	67	50	240	16	50
StateGrid	503	1518208668858	14	0	1	0	1	0	1	4	285	26	50	14	27	50	332	91	50	148	1	50	115	32	50	53	48	50	125	48	50	35	97	50	115	32	50	53	48	50	125	48	50	35	97	50	285	26	50	14	27	50	332	91	50	148	1	50
StateGrid	503	1518208668858	15	1	1	0	1	1	0	2	14	62	50	221	67	50	45	42	50	277	84	50	93	48	50	221	67	50	45	42	50	83	25	50	14	62	50	221	67	50	45	42	50	277	84	50	93	48	50	221	67	50	45	42	50	83	25	50
StateGrid	503	1518208668858	16	1	0	1	1	0	1	1	137	81	50	235	18	50	321	51	50	34	17	50	137	81	50	329	86	50	321	51	50	34	17	50	137	81	50	235	18	50	321	51	50	34	17	50	137	81	50	329	86	50	321	51	50	34	17	50
StateGrid	503	1518208668858	17	1	0	1	1	0	1	3	258	34	50	134	30	50	338	81	50	55	45	50	157	51	50	32	67	50	42	90	50	55	45	50	258	34	50	134	30	50	338	81	50	55	45	50	157	51	50	32	67	50	42	90	50	55	45	50
StateGrid	503	1518208668858	18	0	1	0	0	1	0	3	204	21	50	106	8	50	7	53	50	53	23	50	91	75	50	177	4	50	110	60	50	53	23	50	204	21	50	106	8	50	7	53	50	53	23	50	91	75	50	177	4	50	110	60	50	53	23	50
StateGrid	503	1518208668858	19	1	0	1	1	0	1	3	313	39	50	1	25	50	144	36	50	280	82	50	281	40	50	15	1	50	144	36	50	200	66	50	313	39	50	1	25	50	144	36	50	280	82	50	281	40	50	15	1	50	144	36	50	200	66	50
