type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	704	1518208669631	0	1	1	0	0	0	1	3	283	57	50	355	66	50	163	10	50	213	79	50	357	64	50	355	66	50	109	28	50	81	66	50	357	64	50	355	66	50	109	28	50	81	66	50	283	57	50	355	66	50	163	10	50	213	79	50
StateGrid	704	1518208669631	1	1	0	1	1	0	1	3	201	21	50	64	70	50	160	10	50	274	14	50	120	73	50	88	97	50	299	15	50	274	14	50	201	21	50	64	70	50	160	10	50	274	14	50	120	73	50	88	97	50	299	15	50	274	14	50
StateGrid	704	1518208669631	2	0	1	0	0	1	0	4	112	74	50	181	62	50	53	36	50	130	91	50	270	23	50	280	36	50	44	63	50	341	31	50	112	74	50	181	62	50	53	36	50	130	91	50	270	23	50	280	36	50	44	63	50	341	31	50
StateGrid	704	1518208669631	3	0	0	1	0	0	1	1	304	20	50	158	35	50	105	42	50	301	53	50	294	33	50	158	35	50	105	42	50	301	53	50	304	20	50	158	35	50	105	42	50	301	53	50	294	33	50	158	35	50	105	42	50	301	53	50
StateGrid	704	1518208669631	4	1	1	0	1	1	0	4	315	89	50	248	32	50	254	75	50	74	97	50	181	85	50	247	98	50	206	90	50	331	66	50	315	89	50	248	32	50	254	75	50	74	97	50	181	85	50	247	98	50	206	90	50	331	66	50
StateGrid	704	1518208669631	5	0	0	1	0	0	1	2	355	31	50	20	9	50	139	57	50	260	81	50	355	31	50	358	32	50	139	57	50	284	35	50	355	31	50	20	9	50	139	57	50	260	81	50	355	31	50	358	32	50	139	57	50	284	35	50
StateGrid	704	1518208669631	6	0	1	0	0	1	0	4	65	38	50	57	3	50	240	30	50	152	61	50	299	33	50	301	59	50	35	60	50	31	21	50	65	38	50	57	3	50	240	30	50	152	61	50	299	33	50	301	59	50	35	60	50	31	21	50
StateGrid	704	1518208669631	7	0	0	1	1	1	0	1	254	96	50	264	21	50	265	28	50	355	44	50	254	96	50	264	21	50	265	28	50	333	25	50	254	96	50	264	21	50	265	28	50	333	25	50	254	96	50	264	21	50	265	28	50	355	44	50
StateGrid	704	1518208669631	8	0	0	1	1	1	0	2	134	60	50	9	4	50	198	51	50	159	80	50	134	60	50	74	28	50	198	51	50	307	72	50	134	60	50	74	28	50	198	51	50	307	72	50	134	60	50	9	4	50	198	51	50	159	80	50
StateGrid	704	1518208669631	9	0	0	1	1	1	0	2	10	72	50	234	40	50	348	58	50	350	40	50	10	72	50	234	40	50	11	0	50	271	47	50	10	72	50	234	40	50	11	0	50	271	47	50	10	72	50	234	40	50	348	58	50	350	40	50
