type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	650	1518208669429	0	0	0	1	1	1	0	3	104	47	50	77	55	50	8	74	50	328	17	50	104	47	50	232	24	50	271	28	50	33	0	50	104	47	50	232	24	50	271	28	50	33	0	50	104	47	50	77	55	50	8	74	50	328	17	50
StateGrid	650	1518208669429	1	1	0	1	1	0	1	1	110	74	50	239	4	50	163	38	50	244	56	50	153	10	50	239	4	50	163	38	50	244	56	50	110	74	50	239	4	50	163	38	50	244	56	50	153	10	50	239	4	50	163	38	50	244	56	50
StateGrid	650	1518208669429	2	1	1	0	1	1	0	4	48	58	50	294	38	50	174	69	50	247	47	50	135	13	50	213	27	50	358	9	50	55	19	50	48	58	50	294	38	50	174	69	50	247	47	50	135	13	50	213	27	50	358	9	50	55	19	50
StateGrid	650	1518208669429	3	0	1	0	1	0	1	2	162	32	50	356	49	50	164	5	50	105	72	50	206	93	50	356	49	50	164	5	50	325	87	50	206	93	50	356	49	50	164	5	50	325	87	50	162	32	50	356	49	50	164	5	50	105	72	50
StateGrid	650	1518208669429	4	0	1	0	1	0	1	1	278	24	50	224	33	50	20	71	50	136	9	50	317	30	50	224	33	50	20	71	50	136	9	50	317	30	50	224	33	50	20	71	50	136	9	50	278	24	50	224	33	50	20	71	50	136	9	50
StateGrid	650	1518208669429	5	1	0	1	1	0	1	4	204	57	50	334	84	50	281	94	50	222	99	50	304	48	50	285	47	50	292	92	50	205	10	50	204	57	50	334	84	50	281	94	50	222	99	50	304	48	50	285	47	50	292	92	50	205	10	50
StateGrid	650	1518208669429	6	1	1	0	1	1	0	3	185	46	50	254	0	50	132	27	50	28	88	50	143	26	50	71	93	50	132	27	50	190	76	50	185	46	50	254	0	50	132	27	50	28	88	50	143	26	50	71	93	50	132	27	50	190	76	50
StateGrid	650	1518208669429	7	0	1	0	1	0	1	2	243	52	50	193	59	50	69	96	50	21	14	50	335	24	50	332	22	50	69	96	50	21	14	50	335	24	50	332	22	50	69	96	50	21	14	50	243	52	50	193	59	50	69	96	50	21	14	50
StateGrid	650	1518208669429	8	1	1	0	1	1	0	2	185	48	50	74	18	50	65	75	50	100	11	50	169	79	50	207	30	50	65	75	50	100	11	50	185	48	50	74	18	50	65	75	50	100	11	50	169	79	50	207	30	50	65	75	50	100	11	50
StateGrid	650	1518208669429	9	0	0	1	1	1	0	2	10	24	50	149	28	50	258	6	50	151	70	50	94	0	50	149	28	50	213	65	50	151	70	50	94	0	50	149	28	50	213	65	50	151	70	50	10	24	50	149	28	50	258	6	50	151	70	50
