type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	244	1518208667789	0	1	1	0	1	1	0	2	119	14	50	106	67	50	6	60	50	162	50	50	128	43	50	55	53	50	6	60	50	162	50	50	119	14	50	106	67	50	6	60	50	162	50	50	128	43	50	55	53	50	6	60	50	162	50	50
StateGrid	244	1518208667789	1	1	1	0	1	1	0	2	51	21	50	54	45	50	293	10	50	269	9	50	51	21	50	36	80	50	285	42	50	269	9	50	51	21	50	54	45	50	293	10	50	269	9	50	51	21	50	36	80	50	285	42	50	269	9	50
StateGrid	244	1518208667789	2	1	1	0	0	0	1	3	32	1	50	108	5	50	332	85	50	194	15	50	271	10	50	164	6	50	40	12	50	194	15	50	271	10	50	164	6	50	40	12	50	194	15	50	32	1	50	108	5	50	332	85	50	194	15	50
StateGrid	244	1518208667789	3	0	1	0	1	0	1	2	14	79	50	200	60	50	277	46	50	118	77	50	14	79	50	34	24	50	8	10	50	118	77	50	14	79	50	34	24	50	8	10	50	118	77	50	14	79	50	200	60	50	277	46	50	118	77	50
StateGrid	244	1518208667789	4	1	0	1	1	0	1	2	359	90	50	128	73	50	198	92	50	208	0	50	293	98	50	294	37	50	198	92	50	208	0	50	359	90	50	128	73	50	198	92	50	208	0	50	293	98	50	294	37	50	198	92	50	208	0	50
StateGrid	244	1518208667789	5	0	1	0	0	1	0	4	270	9	50	322	24	50	290	55	50	296	14	50	290	22	50	82	29	50	61	57	50	78	90	50	270	9	50	322	24	50	290	55	50	296	14	50	290	22	50	82	29	50	61	57	50	78	90	50
StateGrid	244	1518208667789	6	1	1	0	1	1	0	4	172	99	50	314	70	50	227	11	50	179	13	50	333	91	50	32	98	50	26	65	50	225	19	50	172	99	50	314	70	50	227	11	50	179	13	50	333	91	50	32	98	50	26	65	50	225	19	50
StateGrid	244	1518208667789	7	0	0	1	0	0	1	2	204	21	50	216	2	50	36	69	50	45	14	50	264	54	50	216	2	50	36	69	50	121	73	50	204	21	50	216	2	50	36	69	50	45	14	50	264	54	50	216	2	50	36	69	50	121	73	50
StateGrid	244	1518208667789	8	0	0	1	1	1	0	4	289	7	50	255	65	50	359	7	50	3	31	50	28	78	50	19	62	50	175	42	50	84	21	50	28	78	50	19	62	50	175	42	50	84	21	50	289	7	50	255	65	50	359	7	50	3	31	50
StateGrid	244	1518208667789	9	1	1	0	0	0	1	3	161	89	50	189	55	50	25	7	50	196	41	50	161	89	50	279	28	50	255	71	50	161	9	50	161	89	50	279	28	50	255	71	50	161	9	50	161	89	50	189	55	50	25	7	50	196	41	50
StateGrid	244	1518208667789	10	0	1	0	0	1	0	1	219	3	50	262	8	50	285	45	50	45	32	50	98	75	50	262	8	50	285	45	50	45	32	50	219	3	50	262	8	50	285	45	50	45	32	50	98	75	50	262	8	50	285	45	50	45	32	50
StateGrid	244	1518208667789	11	0	0	1	1	1	0	3	137	52	50	33	33	50	31	69	50	161	53	50	286	1	50	323	80	50	237	16	50	161	53	50	286	1	50	323	80	50	237	16	50	161	53	50	137	52	50	33	33	50	31	69	50	161	53	50
StateGrid	244	1518208667789	12	0	0	1	1	1	0	3	296	62	50	325	51	50	166	31	50	313	99	50	125	37	50	296	86	50	166	31	50	75	41	50	125	37	50	296	86	50	166	31	50	75	41	50	296	62	50	325	51	50	166	31	50	313	99	50
