type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	624	1518208669320	0	1	1	0	1	1	0	2	308	85	50	57	84	50	3	24	50	90	4	50	18	94	50	225	55	50	3	24	50	90	4	50	308	85	50	57	84	50	3	24	50	90	4	50	18	94	50	225	55	50	3	24	50	90	4	50
StateGrid	624	1518208669320	1	1	1	0	0	0	1	3	321	85	50	233	62	50	343	64	50	109	96	50	154	49	50	47	26	50	343	64	50	329	70	50	154	49	50	47	26	50	343	64	50	329	70	50	321	85	50	233	62	50	343	64	50	109	96	50
StateGrid	624	1518208669320	2	0	1	0	1	0	1	1	203	81	50	81	12	50	71	83	50	114	11	50	249	4	50	81	12	50	71	83	50	114	11	50	249	4	50	81	12	50	71	83	50	114	11	50	203	81	50	81	12	50	71	83	50	114	11	50
StateGrid	624	1518208669320	3	1	1	0	0	0	1	4	192	91	50	292	95	50	268	6	50	276	99	50	304	23	50	47	42	50	145	41	50	325	22	50	304	23	50	47	42	50	145	41	50	325	22	50	192	91	50	292	95	50	268	6	50	276	99	50
StateGrid	624	1518208669320	4	0	0	1	1	1	0	1	255	11	50	44	82	50	164	70	50	345	70	50	255	11	50	44	82	50	339	49	50	345	70	50	255	11	50	44	82	50	339	49	50	345	70	50	255	11	50	44	82	50	164	70	50	345	70	50
StateGrid	624	1518208669320	5	0	1	0	0	1	0	4	188	56	50	226	3	50	40	44	50	42	6	50	341	53	50	251	40	50	37	38	50	19	3	50	188	56	50	226	3	50	40	44	50	42	6	50	341	53	50	251	40	50	37	38	50	19	3	50
StateGrid	624	1518208669320	6	1	1	0	0	0	1	3	188	84	50	228	98	50	147	58	50	94	94	50	349	80	50	246	52	50	147	58	50	337	58	50	349	80	50	246	52	50	147	58	50	337	58	50	188	84	50	228	98	50	147	58	50	94	94	50
StateGrid	624	1518208669320	7	1	1	0	0	0	1	4	267	96	50	244	27	50	359	61	50	66	0	50	28	59	50	103	79	50	140	46	50	128	75	50	28	59	50	103	79	50	140	46	50	128	75	50	267	96	50	244	27	50	359	61	50	66	0	50
StateGrid	624	1518208669320	8	0	1	0	1	0	1	3	81	7	50	238	35	50	318	57	50	204	50	50	311	86	50	238	35	50	182	81	50	146	2	50	311	86	50	238	35	50	182	81	50	146	2	50	81	7	50	238	35	50	318	57	50	204	50	50
StateGrid	624	1518208669320	9	0	0	1	0	0	1	3	197	64	50	65	8	50	312	20	50	168	15	50	197	64	50	337	35	50	264	2	50	22	52	50	197	64	50	65	8	50	312	20	50	168	15	50	197	64	50	337	35	50	264	2	50	22	52	50
