type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	26	1518208666749	0	0	0	1	0	0	1	1	57	36	50	318	46	50	113	41	50	32	14	50	40	63	50	318	46	50	113	41	50	32	14	50	57	36	50	318	46	50	113	41	50	32	14	50	40	63	50	318	46	50	113	41	50	32	14	50
StateGrid	26	1518208666749	1	0	1	0	1	0	1	1	283	8	50	135	46	50	240	90	50	107	10	50	283	8	50	135	46	50	249	18	50	107	10	50	283	8	50	135	46	50	249	18	50	107	10	50	283	8	50	135	46	50	240	90	50	107	10	50
StateGrid	26	1518208666749	2	1	1	0	1	1	0	3	318	55	50	329	81	50	23	74	50	259	70	50	168	27	50	46	78	50	157	76	50	259	70	50	318	55	50	329	81	50	23	74	50	259	70	50	168	27	50	46	78	50	157	76	50	259	70	50
StateGrid	26	1518208666749	3	1	1	0	1	1	0	4	123	70	50	246	96	50	49	53	50	210	49	50	357	21	50	202	11	50	84	14	50	295	60	50	123	70	50	246	96	50	49	53	50	210	49	50	357	21	50	202	11	50	84	14	50	295	60	50
StateGrid	26	1518208666749	4	1	0	1	0	1	0	3	134	35	50	163	28	50	119	8	50	90	58	50	84	62	50	115	42	50	0	66	50	90	58	50	84	62	50	115	42	50	0	66	50	90	58	50	134	35	50	163	28	50	119	8	50	90	58	50
StateGrid	26	1518208666749	5	0	1	0	1	0	1	4	265	45	50	22	10	50	182	41	50	93	87	50	180	62	50	205	16	50	241	51	50	229	48	50	180	62	50	205	16	50	241	51	50	229	48	50	265	45	50	22	10	50	182	41	50	93	87	50
StateGrid	26	1518208666749	6	1	0	1	0	1	0	4	243	71	50	30	61	50	9	68	50	292	2	50	119	87	50	134	77	50	46	97	50	268	47	50	119	87	50	134	77	50	46	97	50	268	47	50	243	71	50	30	61	50	9	68	50	292	2	50
StateGrid	26	1518208666749	7	1	1	0	0	0	1	3	299	89	50	310	54	50	125	26	50	250	36	50	74	57	50	6	41	50	125	26	50	154	9	50	74	57	50	6	41	50	125	26	50	154	9	50	299	89	50	310	54	50	125	26	50	250	36	50
StateGrid	26	1518208666749	8	1	1	0	0	0	1	2	221	12	50	252	63	50	328	99	50	69	67	50	221	12	50	252	63	50	137	72	50	291	76	50	221	12	50	252	63	50	137	72	50	291	76	50	221	12	50	252	63	50	328	99	50	69	67	50
StateGrid	26	1518208666754	9	0	0	1	1	1	0	2	243	55	50	178	70	50	289	72	50	234	13	50	243	55	50	99	51	50	289	72	50	150	71	50	243	55	50	99	51	50	289	72	50	150	71	50	243	55	50	178	70	50	289	72	50	234	13	50
StateGrid	26	1518208666754	10	0	0	1	1	1	0	2	270	15	50	191	13	50	178	26	50	226	70	50	270	15	50	191	13	50	39	46	50	210	81	50	270	15	50	191	13	50	39	46	50	210	81	50	270	15	50	191	13	50	178	26	50	226	70	50
StateGrid	26	1518208666754	11	0	0	1	1	1	0	2	354	39	50	55	4	50	192	14	50	328	67	50	354	39	50	55	4	50	309	58	50	60	95	50	354	39	50	55	4	50	309	58	50	60	95	50	354	39	50	55	4	50	192	14	50	328	67	50
StateGrid	26	1518208666754	12	1	1	0	0	0	1	4	272	90	50	230	34	50	358	35	50	292	83	50	181	82	50	358	37	50	30	97	50	79	7	50	181	82	50	358	37	50	30	97	50	79	7	50	272	90	50	230	34	50	358	35	50	292	83	50
StateGrid	26	1518208666754	13	1	1	0	1	1	0	4	166	98	50	80	79	50	162	7	50	307	14	50	107	4	50	80	46	50	275	54	50	276	85	50	166	98	50	80	79	50	162	7	50	307	14	50	107	4	50	80	46	50	275	54	50	276	85	50
StateGrid	26	1518208666754	14	0	0	1	0	0	1	3	297	14	50	7	92	50	229	86	50	255	44	50	280	79	50	73	15	50	229	86	50	194	94	50	297	14	50	7	92	50	229	86	50	255	44	50	280	79	50	73	15	50	229	86	50	194	94	50
StateGrid	26	1518208666755	15	1	0	1	0	1	0	3	313	47	50	76	28	50	3	45	50	229	67	50	45	19	50	138	33	50	50	86	50	229	67	50	45	19	50	138	33	50	50	86	50	229	67	50	313	47	50	76	28	50	3	45	50	229	67	50
StateGrid	26	1518208666755	16	1	1	0	1	1	0	2	311	13	50	19	28	50	62	34	50	80	38	50	311	13	50	101	20	50	62	34	50	318	87	50	311	13	50	19	28	50	62	34	50	80	38	50	311	13	50	101	20	50	62	34	50	318	87	50
StateGrid	26	1518208666755	17	1	0	1	0	1	0	1	190	47	50	67	19	50	113	85	50	32	75	50	190	47	50	76	12	50	113	85	50	32	75	50	190	47	50	76	12	50	113	85	50	32	75	50	190	47	50	67	19	50	113	85	50	32	75	50
StateGrid	26	1518208666755	18	1	0	1	1	0	1	1	327	62	50	13	35	50	17	85	50	249	10	50	184	59	50	13	35	50	17	85	50	249	10	50	327	62	50	13	35	50	17	85	50	249	10	50	184	59	50	13	35	50	17	85	50	249	10	50
StateGrid	26	1518208666755	19	0	0	1	0	0	1	1	173	46	50	277	68	50	47	35	50	59	56	50	173	46	50	277	68	50	60	79	50	59	56	50	173	46	50	277	68	50	47	35	50	59	56	50	173	46	50	277	68	50	60	79	50	59	56	50
