type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	504	1518208668861	0	1	0	1	0	1	0	1	321	93	50	222	10	50	37	0	50	338	89	50	321	93	50	222	10	50	37	0	50	73	51	50	321	93	50	222	10	50	37	0	50	73	51	50	321	93	50	222	10	50	37	0	50	338	89	50
StateGrid	504	1518208668861	1	0	1	0	0	1	0	3	107	51	50	22	5	50	241	83	50	290	57	50	107	51	50	304	60	50	202	5	50	71	80	50	107	51	50	22	5	50	241	83	50	290	57	50	107	51	50	304	60	50	202	5	50	71	80	50
StateGrid	504	1518208668862	2	1	0	1	1	0	1	4	281	20	50	128	45	50	299	59	50	245	77	50	101	65	50	55	73	50	213	48	50	110	49	50	281	20	50	128	45	50	299	59	50	245	77	50	101	65	50	55	73	50	213	48	50	110	49	50
StateGrid	504	1518208668862	3	1	0	1	0	1	0	4	277	91	50	32	54	50	112	36	50	297	75	50	144	7	50	149	74	50	296	43	50	133	87	50	144	7	50	149	74	50	296	43	50	133	87	50	277	91	50	32	54	50	112	36	50	297	75	50
StateGrid	504	1518208668862	4	1	1	0	1	1	0	3	160	57	50	223	59	50	314	3	50	192	8	50	129	86	50	306	62	50	314	3	50	254	47	50	160	57	50	223	59	50	314	3	50	192	8	50	129	86	50	306	62	50	314	3	50	254	47	50
StateGrid	504	1518208668862	5	0	0	1	1	1	0	3	359	65	50	136	86	50	263	27	50	354	32	50	359	65	50	282	46	50	101	75	50	280	97	50	359	65	50	282	46	50	101	75	50	280	97	50	359	65	50	136	86	50	263	27	50	354	32	50
StateGrid	504	1518208668862	6	1	0	1	0	1	0	1	237	49	50	223	96	50	275	67	50	44	54	50	237	49	50	77	82	50	275	67	50	44	54	50	237	49	50	77	82	50	275	67	50	44	54	50	237	49	50	223	96	50	275	67	50	44	54	50
StateGrid	504	1518208668862	7	1	1	0	1	1	0	4	272	58	50	131	51	50	232	72	50	77	96	50	259	43	50	251	86	50	289	2	50	200	2	50	272	58	50	131	51	50	232	72	50	77	96	50	259	43	50	251	86	50	289	2	50	200	2	50
StateGrid	504	1518208668862	8	1	1	0	0	0	1	1	7	95	50	6	45	50	96	90	50	332	81	50	7	95	50	6	45	50	96	90	50	126	94	50	7	95	50	6	45	50	96	90	50	126	94	50	7	95	50	6	45	50	96	90	50	332	81	50
StateGrid	504	1518208668862	9	1	0	1	1	0	1	1	228	62	50	184	76	50	90	44	50	68	75	50	228	62	50	184	76	50	90	44	50	327	35	50	228	62	50	184	76	50	90	44	50	68	75	50	228	62	50	184	76	50	90	44	50	327	35	50
StateGrid	504	1518208668862	10	0	0	1	1	1	0	2	110	55	50	93	41	50	224	94	50	32	74	50	29	25	50	276	25	50	224	94	50	32	74	50	29	25	50	276	25	50	224	94	50	32	74	50	110	55	50	93	41	50	224	94	50	32	74	50
StateGrid	504	1518208668862	11	0	1	0	0	1	0	2	46	56	50	325	23	50	80	6	50	198	49	50	205	68	50	325	23	50	80	6	50	108	51	50	46	56	50	325	23	50	80	6	50	198	49	50	205	68	50	325	23	50	80	6	50	108	51	50
StateGrid	504	1518208668862	12	0	1	0	1	0	1	1	16	4	50	37	97	50	64	90	50	278	64	50	16	4	50	37	97	50	64	90	50	298	69	50	16	4	50	37	97	50	64	90	50	298	69	50	16	4	50	37	97	50	64	90	50	278	64	50
StateGrid	504	1518208668862	13	1	1	0	1	1	0	4	58	19	50	152	14	50	344	43	50	18	91	50	153	34	50	78	98	50	97	82	50	299	61	50	58	19	50	152	14	50	344	43	50	18	91	50	153	34	50	78	98	50	97	82	50	299	61	50
StateGrid	504	1518208668862	14	0	1	0	0	1	0	3	186	8	50	64	65	50	88	16	50	173	83	50	186	8	50	191	32	50	73	30	50	347	82	50	186	8	50	64	65	50	88	16	50	173	83	50	186	8	50	191	32	50	73	30	50	347	82	50
StateGrid	504	1518208668862	15	1	1	0	0	0	1	3	203	92	50	284	72	50	225	24	50	259	28	50	203	92	50	62	19	50	245	68	50	132	63	50	203	92	50	62	19	50	245	68	50	132	63	50	203	92	50	284	72	50	225	24	50	259	28	50
StateGrid	504	1518208668862	16	0	1	0	1	0	1	2	301	3	50	355	19	50	223	25	50	52	57	50	301	3	50	40	14	50	130	63	50	52	57	50	301	3	50	40	14	50	130	63	50	52	57	50	301	3	50	355	19	50	223	25	50	52	57	50
StateGrid	504	1518208668862	17	0	1	0	1	0	1	2	145	86	50	221	59	50	93	54	50	259	53	50	145	86	50	351	62	50	246	23	50	259	53	50	145	86	50	351	62	50	246	23	50	259	53	50	145	86	50	221	59	50	93	54	50	259	53	50
StateGrid	504	1518208668862	18	0	0	1	0	0	1	4	26	22	50	75	79	50	112	74	50	40	50	50	233	71	50	102	44	50	109	80	50	6	27	50	26	22	50	75	79	50	112	74	50	40	50	50	233	71	50	102	44	50	109	80	50	6	27	50
StateGrid	504	1518208668862	19	1	0	1	0	1	0	2	175	31	50	221	2	50	208	74	50	145	8	50	175	31	50	331	19	50	208	74	50	91	13	50	175	31	50	331	19	50	208	74	50	91	13	50	175	31	50	221	2	50	208	74	50	145	8	50
