type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	464	1518208668675	0	0	0	1	0	0	1	2	322	6	50	348	28	50	341	69	50	11	66	50	85	31	50	348	28	50	216	49	50	11	66	50	322	6	50	348	28	50	341	69	50	11	66	50	85	31	50	348	28	50	216	49	50	11	66	50
StateGrid	464	1518208668675	1	0	1	0	0	1	0	2	89	4	50	342	93	50	77	97	50	202	98	50	89	4	50	47	96	50	322	69	50	202	98	50	89	4	50	342	93	50	77	97	50	202	98	50	89	4	50	47	96	50	322	69	50	202	98	50
StateGrid	464	1518208668679	2	1	0	1	0	1	0	4	262	57	50	49	94	50	102	27	50	141	69	50	41	40	50	206	66	50	126	35	50	313	46	50	41	40	50	206	66	50	126	35	50	313	46	50	262	57	50	49	94	50	102	27	50	141	69	50
StateGrid	464	1518208668679	3	1	1	0	1	1	0	1	28	72	50	335	8	50	232	80	50	243	55	50	28	72	50	335	8	50	232	80	50	170	98	50	28	72	50	335	8	50	232	80	50	243	55	50	28	72	50	335	8	50	232	80	50	170	98	50
StateGrid	464	1518208668679	4	1	1	0	1	1	0	3	79	17	50	96	39	50	142	62	50	87	16	50	160	36	50	96	39	50	230	75	50	274	51	50	79	17	50	96	39	50	142	62	50	87	16	50	160	36	50	96	39	50	230	75	50	274	51	50
StateGrid	464	1518208668679	5	1	0	1	0	1	0	1	125	11	50	221	25	50	32	26	50	46	31	50	125	11	50	221	25	50	32	26	50	258	40	50	125	11	50	221	25	50	32	26	50	258	40	50	125	11	50	221	25	50	32	26	50	46	31	50
StateGrid	464	1518208668679	6	1	1	0	0	0	1	4	280	20	50	119	19	50	82	47	50	140	9	50	14	77	50	86	19	50	15	1	50	256	62	50	14	77	50	86	19	50	15	1	50	256	62	50	280	20	50	119	19	50	82	47	50	140	9	50
StateGrid	464	1518208668680	7	1	1	0	0	0	1	3	237	62	50	137	68	50	124	13	50	232	39	50	12	51	50	320	14	50	124	13	50	229	49	50	12	51	50	320	14	50	124	13	50	229	49	50	237	62	50	137	68	50	124	13	50	232	39	50
StateGrid	464	1518208668680	8	1	1	0	0	0	1	2	312	50	50	246	27	50	36	67	50	350	73	50	312	50	50	261	27	50	36	67	50	44	32	50	312	50	50	261	27	50	36	67	50	44	32	50	312	50	50	246	27	50	36	67	50	350	73	50
StateGrid	464	1518208668680	9	1	1	0	1	1	0	3	76	52	50	47	77	50	280	67	50	207	26	50	357	61	50	47	77	50	159	95	50	168	27	50	76	52	50	47	77	50	280	67	50	207	26	50	357	61	50	47	77	50	159	95	50	168	27	50
StateGrid	464	1518208668680	10	0	0	1	0	0	1	4	58	15	50	322	6	50	337	28	50	228	95	50	167	8	50	65	45	50	209	40	50	177	2	50	58	15	50	322	6	50	337	28	50	228	95	50	167	8	50	65	45	50	209	40	50	177	2	50
StateGrid	464	1518208668680	11	1	1	0	0	0	1	3	60	94	50	221	86	50	255	19	50	150	6	50	60	94	50	67	53	50	79	59	50	345	75	50	60	94	50	67	53	50	79	59	50	345	75	50	60	94	50	221	86	50	255	19	50	150	6	50
StateGrid	464	1518208668680	12	1	1	0	1	1	0	1	159	32	50	172	14	50	59	69	50	83	49	50	159	32	50	23	48	50	59	69	50	83	49	50	159	32	50	172	14	50	59	69	50	83	49	50	159	32	50	23	48	50	59	69	50	83	49	50
StateGrid	464	1518208668681	13	0	1	0	0	1	0	2	142	23	50	169	24	50	314	47	50	142	17	50	115	39	50	238	60	50	314	47	50	142	17	50	142	23	50	169	24	50	314	47	50	142	17	50	115	39	50	238	60	50	314	47	50	142	17	50
StateGrid	464	1518208668681	14	1	0	1	0	1	0	4	271	40	50	68	15	50	41	13	50	227	41	50	130	66	50	185	13	50	353	95	50	109	32	50	130	66	50	185	13	50	353	95	50	109	32	50	271	40	50	68	15	50	41	13	50	227	41	50
StateGrid	464	1518208668681	15	1	1	0	0	0	1	1	258	29	50	8	68	50	326	40	50	303	48	50	258	29	50	277	23	50	326	40	50	303	48	50	258	29	50	277	23	50	326	40	50	303	48	50	258	29	50	8	68	50	326	40	50	303	48	50
StateGrid	464	1518208668681	16	0	1	0	1	0	1	1	174	46	50	278	0	50	264	6	50	67	28	50	256	20	50	278	0	50	264	6	50	67	28	50	256	20	50	278	0	50	264	6	50	67	28	50	174	46	50	278	0	50	264	6	50	67	28	50
StateGrid	464	1518208668681	17	1	0	1	0	1	0	4	116	7	50	262	92	50	331	47	50	211	56	50	263	88	50	175	79	50	208	84	50	284	80	50	263	88	50	175	79	50	208	84	50	284	80	50	116	7	50	262	92	50	331	47	50	211	56	50
StateGrid	464	1518208668681	18	1	1	0	0	0	1	2	244	93	50	290	96	50	354	61	50	171	68	50	49	56	50	290	96	50	97	83	50	171	68	50	49	56	50	290	96	50	97	83	50	171	68	50	244	93	50	290	96	50	354	61	50	171	68	50
StateGrid	464	1518208668681	19	0	1	0	0	1	0	3	62	19	50	19	11	50	94	14	50	186	5	50	62	19	50	194	39	50	284	43	50	289	24	50	62	19	50	19	11	50	94	14	50	186	5	50	62	19	50	194	39	50	284	43	50	289	24	50
