type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	806	1518208669974	0	0	1	0	1	0	1	3	239	58	50	130	65	50	167	35	50	143	90	50	239	58	50	14	33	50	96	61	50	68	69	50	239	58	50	14	33	50	96	61	50	68	69	50	239	58	50	130	65	50	167	35	50	143	90	50
StateGrid	806	1518208669974	1	1	0	1	1	0	1	3	270	16	50	324	38	50	326	31	50	42	38	50	93	33	50	228	59	50	325	28	50	42	38	50	270	16	50	324	38	50	326	31	50	42	38	50	93	33	50	228	59	50	325	28	50	42	38	50
StateGrid	806	1518208669974	2	0	1	0	1	0	1	4	198	32	50	66	36	50	251	28	50	13	56	50	134	78	50	321	12	50	177	70	50	183	48	50	134	78	50	321	12	50	177	70	50	183	48	50	198	32	50	66	36	50	251	28	50	13	56	50
StateGrid	806	1518208669974	3	1	1	0	1	1	0	4	6	43	50	76	6	50	284	68	50	261	40	50	81	95	50	261	99	50	228	29	50	204	86	50	6	43	50	76	6	50	284	68	50	261	40	50	81	95	50	261	99	50	228	29	50	204	86	50
StateGrid	806	1518208669975	4	1	1	0	0	0	1	1	9	4	50	318	11	50	87	98	50	285	41	50	67	71	50	318	11	50	87	98	50	285	41	50	67	71	50	318	11	50	87	98	50	285	41	50	9	4	50	318	11	50	87	98	50	285	41	50
StateGrid	806	1518208669975	5	0	0	1	1	1	0	3	156	39	50	3	97	50	102	82	50	31	52	50	95	76	50	192	97	50	102	82	50	176	7	50	95	76	50	192	97	50	102	82	50	176	7	50	156	39	50	3	97	50	102	82	50	31	52	50
StateGrid	806	1518208669975	6	0	1	0	0	1	0	3	326	76	50	158	51	50	247	51	50	275	4	50	26	77	50	158	51	50	248	35	50	239	75	50	326	76	50	158	51	50	247	51	50	275	4	50	26	77	50	158	51	50	248	35	50	239	75	50
StateGrid	806	1518208669975	7	1	1	0	0	0	1	2	208	12	50	45	90	50	266	47	50	331	5	50	195	80	50	50	4	50	266	47	50	331	5	50	195	80	50	50	4	50	266	47	50	331	5	50	208	12	50	45	90	50	266	47	50	331	5	50
StateGrid	806	1518208669975	8	0	0	1	0	0	1	3	150	71	50	101	6	50	284	15	50	307	45	50	150	71	50	16	85	50	133	28	50	239	4	50	150	71	50	101	6	50	284	15	50	307	45	50	150	71	50	16	85	50	133	28	50	239	4	50
StateGrid	806	1518208669975	9	0	1	0	0	1	0	4	98	17	50	99	73	50	71	65	50	272	93	50	202	56	50	309	9	50	108	17	50	272	15	50	98	17	50	99	73	50	71	65	50	272	93	50	202	56	50	309	9	50	108	17	50	272	15	50
StateGrid	806	1518208669975	10	1	0	1	0	1	0	1	183	96	50	66	14	50	50	62	50	353	82	50	38	58	50	66	14	50	50	62	50	353	82	50	38	58	50	66	14	50	50	62	50	353	82	50	183	96	50	66	14	50	50	62	50	353	82	50
StateGrid	806	1518208669975	11	0	0	1	1	1	0	2	295	93	50	340	47	50	306	11	50	50	72	50	108	70	50	340	47	50	172	31	50	50	72	50	108	70	50	340	47	50	172	31	50	50	72	50	295	93	50	340	47	50	306	11	50	50	72	50
StateGrid	806	1518208669975	12	1	0	1	0	1	0	4	351	61	50	169	25	50	192	10	50	344	62	50	257	52	50	202	38	50	273	73	50	39	77	50	257	52	50	202	38	50	273	73	50	39	77	50	351	61	50	169	25	50	192	10	50	344	62	50
