type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	365	1518208668279	0	0	1	0	0	1	0	3	252	45	50	16	70	50	288	28	50	277	58	50	79	79	50	358	5	50	288	28	50	350	32	50	252	45	50	16	70	50	288	28	50	277	58	50	79	79	50	358	5	50	288	28	50	350	32	50
StateGrid	365	1518208668279	1	1	1	0	1	1	0	2	250	99	50	278	99	50	345	16	50	247	19	50	309	9	50	278	99	50	345	16	50	195	69	50	250	99	50	278	99	50	345	16	50	247	19	50	309	9	50	278	99	50	345	16	50	195	69	50
StateGrid	365	1518208668279	2	0	0	1	0	0	1	1	236	15	50	247	24	50	196	30	50	43	99	50	236	15	50	224	87	50	196	30	50	43	99	50	236	15	50	247	24	50	196	30	50	43	99	50	236	15	50	224	87	50	196	30	50	43	99	50
StateGrid	365	1518208668279	3	1	1	0	0	0	1	3	302	97	50	23	76	50	122	96	50	290	79	50	93	21	50	30	53	50	122	96	50	231	9	50	93	21	50	30	53	50	122	96	50	231	9	50	302	97	50	23	76	50	122	96	50	290	79	50
StateGrid	365	1518208668279	4	1	1	0	1	1	0	2	133	91	50	176	32	50	83	21	50	45	47	50	133	91	50	68	2	50	131	14	50	45	47	50	133	91	50	176	32	50	83	21	50	45	47	50	133	91	50	68	2	50	131	14	50	45	47	50
StateGrid	365	1518208668279	5	1	1	0	0	0	1	1	129	26	50	201	98	50	50	91	50	346	8	50	321	83	50	201	98	50	50	91	50	346	8	50	321	83	50	201	98	50	50	91	50	346	8	50	129	26	50	201	98	50	50	91	50	346	8	50
StateGrid	365	1518208668279	6	1	1	0	0	0	1	4	247	18	50	162	79	50	268	44	50	77	49	50	33	40	50	217	18	50	133	85	50	133	84	50	33	40	50	217	18	50	133	85	50	133	84	50	247	18	50	162	79	50	268	44	50	77	49	50
StateGrid	365	1518208668279	7	0	1	0	1	0	1	4	170	14	50	218	57	50	340	82	50	314	79	50	162	92	50	158	41	50	291	91	50	178	71	50	162	92	50	158	41	50	291	91	50	178	71	50	170	14	50	218	57	50	340	82	50	314	79	50
StateGrid	365	1518208668279	8	1	0	1	1	0	1	3	43	26	50	162	27	50	317	90	50	33	5	50	209	81	50	92	22	50	317	90	50	11	7	50	43	26	50	162	27	50	317	90	50	33	5	50	209	81	50	92	22	50	317	90	50	11	7	50
StateGrid	365	1518208668279	9	0	1	0	0	1	0	3	53	43	50	170	66	50	292	95	50	3	50	50	36	7	50	304	88	50	292	95	50	226	98	50	53	43	50	170	66	50	292	95	50	3	50	50	36	7	50	304	88	50	292	95	50	226	98	50
