type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	826	1518208670027	0	0	0	1	1	1	0	2	139	26	50	50	87	50	114	41	50	165	79	50	81	91	50	213	63	50	114	41	50	165	79	50	81	91	50	213	63	50	114	41	50	165	79	50	139	26	50	50	87	50	114	41	50	165	79	50
StateGrid	826	1518208670027	1	0	1	0	0	1	0	3	346	38	50	288	56	50	299	71	50	344	41	50	49	10	50	161	96	50	0	92	50	344	41	50	346	38	50	288	56	50	299	71	50	344	41	50	49	10	50	161	96	50	0	92	50	344	41	50
StateGrid	826	1518208670027	2	0	1	0	0	1	0	1	216	13	50	212	41	50	354	61	50	242	90	50	216	13	50	56	11	50	354	61	50	242	90	50	216	13	50	212	41	50	354	61	50	242	90	50	216	13	50	56	11	50	354	61	50	242	90	50
StateGrid	826	1518208670027	3	0	1	0	0	1	0	4	52	63	50	275	16	50	114	66	50	24	82	50	45	71	50	348	24	50	308	86	50	233	90	50	52	63	50	275	16	50	114	66	50	24	82	50	45	71	50	348	24	50	308	86	50	233	90	50
StateGrid	826	1518208670027	4	1	1	0	0	0	1	4	229	78	50	215	51	50	300	11	50	118	33	50	246	21	50	152	50	50	76	12	50	318	50	50	246	21	50	152	50	50	76	12	50	318	50	50	229	78	50	215	51	50	300	11	50	118	33	50
StateGrid	826	1518208670027	5	0	0	1	0	0	1	4	74	12	50	264	84	50	82	5	50	134	77	50	106	10	50	113	75	50	107	54	50	183	85	50	74	12	50	264	84	50	82	5	50	134	77	50	106	10	50	113	75	50	107	54	50	183	85	50
StateGrid	826	1518208670027	6	0	0	1	0	0	1	4	206	34	50	152	98	50	307	15	50	39	20	50	177	60	50	154	25	50	228	55	50	148	35	50	206	34	50	152	98	50	307	15	50	39	20	50	177	60	50	154	25	50	228	55	50	148	35	50
StateGrid	826	1518208670027	7	1	1	0	1	1	0	3	56	62	50	349	91	50	183	38	50	321	98	50	261	33	50	238	10	50	163	16	50	321	98	50	56	62	50	349	91	50	183	38	50	321	98	50	261	33	50	238	10	50	163	16	50	321	98	50
StateGrid	826	1518208670027	8	0	0	1	1	1	0	2	155	47	50	202	61	50	104	73	50	326	31	50	155	47	50	74	9	50	339	32	50	326	31	50	155	47	50	74	9	50	339	32	50	326	31	50	155	47	50	202	61	50	104	73	50	326	31	50
StateGrid	826	1518208670027	9	1	1	0	0	0	1	3	192	68	50	342	95	50	148	26	50	267	57	50	179	26	50	117	17	50	352	55	50	267	57	50	179	26	50	117	17	50	352	55	50	267	57	50	192	68	50	342	95	50	148	26	50	267	57	50
