type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	898	1518208670251	0	0	1	0	0	1	0	3	302	45	50	271	72	50	240	34	50	301	38	50	302	45	50	221	54	50	342	43	50	131	74	50	302	45	50	271	72	50	240	34	50	301	38	50	302	45	50	221	54	50	342	43	50	131	74	50
StateGrid	898	1518208670251	1	1	0	1	0	1	0	2	340	42	50	290	98	50	313	70	50	2	38	50	340	42	50	69	15	50	313	70	50	2	72	50	340	42	50	69	15	50	313	70	50	2	72	50	340	42	50	290	98	50	313	70	50	2	38	50
StateGrid	898	1518208670251	2	1	1	0	1	1	0	3	358	72	50	30	89	50	310	0	50	147	12	50	300	81	50	124	81	50	310	0	50	281	17	50	358	72	50	30	89	50	310	0	50	147	12	50	300	81	50	124	81	50	310	0	50	281	17	50
StateGrid	898	1518208670251	3	0	1	0	0	1	0	2	353	84	50	231	83	50	315	37	50	308	20	50	353	84	50	100	65	50	315	37	50	5	69	50	353	84	50	231	83	50	315	37	50	308	20	50	353	84	50	100	65	50	315	37	50	5	69	50
StateGrid	898	1518208670251	4	0	0	1	0	0	1	1	87	82	50	148	36	50	305	70	50	31	31	50	242	32	50	148	36	50	305	70	50	31	31	50	87	82	50	148	36	50	305	70	50	31	31	50	242	32	50	148	36	50	305	70	50	31	31	50
StateGrid	898	1518208670251	5	1	0	1	0	1	0	2	282	62	50	278	24	50	53	46	50	333	21	50	282	62	50	177	93	50	53	46	50	261	47	50	282	62	50	177	93	50	53	46	50	261	47	50	282	62	50	278	24	50	53	46	50	333	21	50
StateGrid	898	1518208670251	6	1	1	0	0	0	1	4	11	72	50	321	32	50	261	50	50	276	51	50	76	15	50	1	27	50	167	71	50	296	8	50	76	15	50	1	27	50	167	71	50	296	8	50	11	72	50	321	32	50	261	50	50	276	51	50
StateGrid	898	1518208670251	7	0	1	0	0	1	0	3	34	2	50	334	16	50	112	52	50	250	55	50	34	2	50	135	76	50	120	27	50	188	75	50	34	2	50	334	16	50	112	52	50	250	55	50	34	2	50	135	76	50	120	27	50	188	75	50
StateGrid	898	1518208670251	8	1	0	1	0	1	0	1	167	86	50	160	16	50	216	25	50	59	15	50	167	86	50	160	16	50	48	26	50	59	15	50	167	86	50	160	16	50	48	26	50	59	15	50	167	86	50	160	16	50	216	25	50	59	15	50
StateGrid	898	1518208670251	9	0	1	0	1	0	1	2	352	48	50	345	85	50	320	87	50	354	12	50	90	35	50	345	85	50	277	13	50	354	12	50	90	35	50	345	85	50	277	13	50	354	12	50	352	48	50	345	85	50	320	87	50	354	12	50
StateGrid	898	1518208670251	10	0	0	1	1	1	0	3	99	89	50	211	58	50	331	45	50	148	41	50	130	49	50	135	61	50	331	45	50	212	74	50	130	49	50	135	61	50	331	45	50	212	74	50	99	89	50	211	58	50	331	45	50	148	41	50
StateGrid	898	1518208670251	11	0	0	1	1	1	0	4	154	36	50	312	72	50	275	22	50	286	71	50	178	60	50	325	30	50	28	59	50	262	22	50	178	60	50	325	30	50	28	59	50	262	22	50	154	36	50	312	72	50	275	22	50	286	71	50
StateGrid	898	1518208670251	12	0	1	0	1	0	1	2	63	73	50	30	49	50	338	26	50	358	20	50	63	73	50	239	85	50	338	26	50	330	14	50	63	73	50	239	85	50	338	26	50	330	14	50	63	73	50	30	49	50	338	26	50	358	20	50
StateGrid	898	1518208670251	13	1	0	1	0	1	0	3	186	85	50	69	73	50	345	99	50	92	28	50	355	86	50	69	73	50	19	16	50	64	81	50	355	86	50	69	73	50	19	16	50	64	81	50	186	85	50	69	73	50	345	99	50	92	28	50
StateGrid	898	1518208670255	14	0	1	0	0	1	0	1	92	7	50	349	11	50	102	75	50	329	85	50	92	7	50	349	11	50	102	75	50	99	10	50	92	7	50	349	11	50	102	75	50	329	85	50	92	7	50	349	11	50	102	75	50	99	10	50
StateGrid	898	1518208670255	15	1	1	0	0	0	1	4	58	71	50	187	86	50	203	54	50	239	68	50	172	63	50	88	33	50	203	22	50	301	93	50	172	63	50	88	33	50	203	22	50	301	93	50	58	71	50	187	86	50	203	54	50	239	68	50
StateGrid	898	1518208670255	16	0	0	1	1	1	0	1	9	61	50	3	98	50	325	27	50	131	44	50	9	61	50	3	98	50	324	76	50	131	44	50	9	61	50	3	98	50	324	76	50	131	44	50	9	61	50	3	98	50	325	27	50	131	44	50
StateGrid	898	1518208670256	17	0	1	0	1	0	1	4	179	25	50	138	91	50	290	78	50	103	92	50	55	55	50	98	65	50	108	64	50	186	35	50	55	55	50	98	65	50	108	64	50	186	35	50	179	25	50	138	91	50	290	78	50	103	92	50
StateGrid	898	1518208670256	18	1	1	0	0	0	1	1	90	59	50	138	5	50	109	37	50	221	38	50	90	59	50	138	5	50	353	36	50	221	38	50	90	59	50	138	5	50	353	36	50	221	38	50	90	59	50	138	5	50	109	37	50	221	38	50
StateGrid	898	1518208670256	19	1	1	0	0	0	1	4	95	95	50	21	54	50	183	80	50	125	58	50	197	55	50	275	79	50	276	69	50	105	59	50	197	55	50	275	79	50	276	69	50	105	59	50	95	95	50	21	54	50	183	80	50	125	58	50
