type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	259	1518208667855	0	1	1	0	0	0	1	3	115	3	50	98	60	50	118	35	50	75	32	50	115	3	50	17	71	50	32	70	50	19	30	50	115	3	50	17	71	50	32	70	50	19	30	50	115	3	50	98	60	50	118	35	50	75	32	50
StateGrid	259	1518208667855	1	1	1	0	1	1	0	1	272	96	50	255	2	50	352	58	50	148	2	50	187	45	50	255	2	50	352	58	50	148	2	50	272	96	50	255	2	50	352	58	50	148	2	50	187	45	50	255	2	50	352	58	50	148	2	50
StateGrid	259	1518208667855	2	1	1	0	1	1	0	1	254	92	50	122	89	50	140	94	50	186	72	50	254	92	50	122	89	50	140	94	50	269	69	50	254	92	50	122	89	50	140	94	50	186	72	50	254	92	50	122	89	50	140	94	50	269	69	50
StateGrid	259	1518208667855	3	1	0	1	0	1	0	3	284	63	50	12	33	50	98	44	50	284	11	50	305	44	50	12	33	50	274	60	50	40	32	50	305	44	50	12	33	50	274	60	50	40	32	50	284	63	50	12	33	50	98	44	50	284	11	50
StateGrid	259	1518208667855	4	0	0	1	1	1	0	2	120	95	50	152	38	50	210	46	50	298	7	50	120	95	50	152	38	50	33	55	50	34	25	50	120	95	50	152	38	50	33	55	50	34	25	50	120	95	50	152	38	50	210	46	50	298	7	50
StateGrid	259	1518208667855	5	1	1	0	1	1	0	2	222	39	50	322	66	50	109	69	50	285	33	50	222	39	50	164	11	50	137	67	50	285	33	50	222	39	50	322	66	50	109	69	50	285	33	50	222	39	50	164	11	50	137	67	50	285	33	50
StateGrid	259	1518208667856	6	1	1	0	1	1	0	3	248	33	50	118	78	50	140	63	50	39	18	50	266	99	50	342	80	50	108	77	50	39	18	50	248	33	50	118	78	50	140	63	50	39	18	50	266	99	50	342	80	50	108	77	50	39	18	50
StateGrid	259	1518208667856	7	0	1	0	0	1	0	4	251	47	50	62	79	50	220	4	50	93	43	50	151	33	50	24	3	50	71	93	50	62	86	50	251	47	50	62	79	50	220	4	50	93	43	50	151	33	50	24	3	50	71	93	50	62	86	50
StateGrid	259	1518208667856	8	0	0	1	0	0	1	1	87	91	50	35	86	50	162	38	50	36	11	50	36	77	50	35	86	50	162	38	50	36	11	50	87	91	50	35	86	50	162	38	50	36	11	50	36	77	50	35	86	50	162	38	50	36	11	50
StateGrid	259	1518208667856	9	0	1	0	0	1	0	1	222	68	50	182	6	50	184	74	50	77	65	50	222	68	50	182	6	50	5	4	50	77	65	50	222	68	50	182	6	50	184	74	50	77	65	50	222	68	50	182	6	50	5	4	50	77	65	50
StateGrid	259	1518208667856	10	1	0	1	1	0	1	4	67	56	50	114	57	50	98	93	50	99	69	50	81	3	50	83	35	50	163	71	50	201	35	50	67	56	50	114	57	50	98	93	50	99	69	50	81	3	50	83	35	50	163	71	50	201	35	50
StateGrid	259	1518208667856	11	0	1	0	1	0	1	2	220	52	50	176	7	50	73	50	50	96	45	50	220	52	50	236	23	50	153	80	50	96	45	50	220	52	50	236	23	50	153	80	50	96	45	50	220	52	50	176	7	50	73	50	50	96	45	50
StateGrid	259	1518208667856	12	0	0	1	0	0	1	3	340	87	50	144	12	50	344	84	50	214	75	50	201	62	50	52	42	50	344	84	50	309	12	50	340	87	50	144	12	50	344	84	50	214	75	50	201	62	50	52	42	50	344	84	50	309	12	50
StateGrid	259	1518208667856	13	0	1	0	0	1	0	2	262	36	50	231	33	50	33	36	50	309	74	50	262	36	50	193	2	50	225	13	50	309	74	50	262	36	50	231	33	50	33	36	50	309	74	50	262	36	50	193	2	50	225	13	50	309	74	50
StateGrid	259	1518208667857	14	0	0	1	1	1	0	4	274	70	50	280	78	50	102	48	50	136	82	50	269	5	50	215	79	50	221	91	50	106	36	50	269	5	50	215	79	50	221	91	50	106	36	50	274	70	50	280	78	50	102	48	50	136	82	50
StateGrid	259	1518208667857	15	1	0	1	1	0	1	3	71	90	50	53	6	50	328	13	50	273	20	50	242	81	50	231	91	50	328	13	50	164	98	50	71	90	50	53	6	50	328	13	50	273	20	50	242	81	50	231	91	50	328	13	50	164	98	50
StateGrid	259	1518208667857	16	1	1	0	0	0	1	1	219	5	50	52	14	50	48	22	50	34	73	50	219	5	50	52	14	50	256	61	50	34	73	50	219	5	50	52	14	50	256	61	50	34	73	50	219	5	50	52	14	50	48	22	50	34	73	50
