type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	255	1518208667827	0	1	1	0	0	0	1	2	209	79	50	62	58	50	174	49	50	191	26	50	25	55	50	224	46	50	174	49	50	191	26	50	25	55	50	224	46	50	174	49	50	191	26	50	209	79	50	62	58	50	174	49	50	191	26	50
StateGrid	255	1518208667827	1	1	1	0	1	1	0	3	179	4	50	41	45	50	228	92	50	103	89	50	179	4	50	119	93	50	292	33	50	68	97	50	179	4	50	41	45	50	228	92	50	103	89	50	179	4	50	119	93	50	292	33	50	68	97	50
StateGrid	255	1518208667827	2	0	1	0	0	1	0	2	343	67	50	310	28	50	141	74	50	148	91	50	343	67	50	286	24	50	5	29	50	148	91	50	343	67	50	310	28	50	141	74	50	148	91	50	343	67	50	286	24	50	5	29	50	148	91	50
StateGrid	255	1518208667827	3	1	1	0	1	1	0	1	259	54	50	127	67	50	348	71	50	47	52	50	259	54	50	127	67	50	348	71	50	193	22	50	259	54	50	127	67	50	348	71	50	47	52	50	259	54	50	127	67	50	348	71	50	193	22	50
StateGrid	255	1518208667827	4	0	0	1	1	1	0	2	6	81	50	149	25	50	300	48	50	169	48	50	1	28	50	149	25	50	300	48	50	299	75	50	1	28	50	149	25	50	300	48	50	299	75	50	6	81	50	149	25	50	300	48	50	169	48	50
StateGrid	255	1518208667827	5	1	0	1	0	1	0	4	321	13	50	171	36	50	304	26	50	46	90	50	136	91	50	54	73	50	259	73	50	306	79	50	136	91	50	54	73	50	259	73	50	306	79	50	321	13	50	171	36	50	304	26	50	46	90	50
StateGrid	255	1518208667827	6	0	0	1	0	0	1	4	236	65	50	92	31	50	77	72	50	291	29	50	247	41	50	288	9	50	306	90	50	301	82	50	236	65	50	92	31	50	77	72	50	291	29	50	247	41	50	288	9	50	306	90	50	301	82	50
StateGrid	255	1518208667827	7	0	0	1	1	1	0	4	140	32	50	275	6	50	214	25	50	209	22	50	106	46	50	126	24	50	173	12	50	62	38	50	106	46	50	126	24	50	173	12	50	62	38	50	140	32	50	275	6	50	214	25	50	209	22	50
StateGrid	255	1518208667827	8	0	1	0	1	0	1	3	185	13	50	156	36	50	294	42	50	268	32	50	229	70	50	71	8	50	283	37	50	268	32	50	229	70	50	71	8	50	283	37	50	268	32	50	185	13	50	156	36	50	294	42	50	268	32	50
StateGrid	255	1518208667827	9	0	1	0	0	1	0	1	121	98	50	143	87	50	270	45	50	83	68	50	121	98	50	143	87	50	270	45	50	217	99	50	121	98	50	143	87	50	270	45	50	83	68	50	121	98	50	143	87	50	270	45	50	217	99	50
StateGrid	255	1518208667827	10	0	0	1	0	0	1	4	75	63	50	236	99	50	215	19	50	225	16	50	271	6	50	317	62	50	63	80	50	191	58	50	75	63	50	236	99	50	215	19	50	225	16	50	271	6	50	317	62	50	63	80	50	191	58	50
StateGrid	255	1518208667827	11	0	1	0	0	1	0	2	131	61	50	27	47	50	26	82	50	282	66	50	281	73	50	27	47	50	26	82	50	13	83	50	131	61	50	27	47	50	26	82	50	282	66	50	281	73	50	27	47	50	26	82	50	13	83	50
StateGrid	255	1518208667827	12	1	0	1	0	1	0	3	303	96	50	9	72	50	324	55	50	36	59	50	303	96	50	50	68	50	350	74	50	334	75	50	303	96	50	50	68	50	350	74	50	334	75	50	303	96	50	9	72	50	324	55	50	36	59	50
StateGrid	255	1518208667827	13	0	1	0	0	1	0	1	243	39	50	100	61	50	148	24	50	276	81	50	243	39	50	100	61	50	148	24	50	299	4	50	243	39	50	100	61	50	148	24	50	276	81	50	243	39	50	100	61	50	148	24	50	299	4	50
StateGrid	255	1518208667827	14	0	0	1	1	1	0	2	136	74	50	80	9	50	61	77	50	260	43	50	136	74	50	80	9	50	217	73	50	332	33	50	136	74	50	80	9	50	217	73	50	332	33	50	136	74	50	80	9	50	61	77	50	260	43	50
StateGrid	255	1518208667827	15	0	0	1	1	1	0	3	163	68	50	46	24	50	143	48	50	91	46	50	315	39	50	190	3	50	143	48	50	151	78	50	315	39	50	190	3	50	143	48	50	151	78	50	163	68	50	46	24	50	143	48	50	91	46	50
StateGrid	255	1518208667827	16	0	0	1	1	1	0	3	200	7	50	184	54	50	199	89	50	255	63	50	3	58	50	66	39	50	199	89	50	214	53	50	3	58	50	66	39	50	199	89	50	214	53	50	200	7	50	184	54	50	199	89	50	255	63	50
StateGrid	255	1518208667827	17	0	1	0	1	0	1	1	345	50	50	192	67	50	283	47	50	230	34	50	345	50	50	192	67	50	283	47	50	274	48	50	345	50	50	192	67	50	283	47	50	274	48	50	345	50	50	192	67	50	283	47	50	230	34	50
StateGrid	255	1518208667827	18	1	0	1	1	0	1	4	343	31	50	249	55	50	174	61	50	99	98	50	164	60	50	213	14	50	152	40	50	135	26	50	343	31	50	249	55	50	174	61	50	99	98	50	164	60	50	213	14	50	152	40	50	135	26	50
StateGrid	255	1518208667827	19	1	1	0	1	1	0	1	125	38	50	113	15	50	355	10	50	3	81	50	125	38	50	113	15	50	355	10	50	331	60	50	125	38	50	113	15	50	355	10	50	3	81	50	125	38	50	113	15	50	355	10	50	331	60	50
