type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	940	1518208670396	0	1	1	0	0	0	1	4	44	61	50	46	75	50	314	94	50	291	46	50	253	4	50	33	86	50	129	78	50	6	12	50	253	4	50	33	86	50	129	78	50	6	12	50	44	61	50	46	75	50	314	94	50	291	46	50
StateGrid	940	1518208670396	1	0	1	0	0	1	0	4	110	5	50	183	59	50	77	95	50	77	95	50	14	62	50	98	7	50	335	29	50	202	75	50	110	5	50	183	59	50	77	95	50	77	95	50	14	62	50	98	7	50	335	29	50	202	75	50
StateGrid	940	1518208670396	2	1	1	0	0	0	1	2	238	16	50	71	89	50	140	98	50	15	67	50	3	3	50	71	89	50	140	98	50	58	59	50	3	3	50	71	89	50	140	98	50	58	59	50	238	16	50	71	89	50	140	98	50	15	67	50
StateGrid	940	1518208670396	3	1	1	0	0	0	1	1	322	52	50	29	85	50	269	7	50	138	31	50	175	89	50	29	85	50	269	7	50	138	31	50	175	89	50	29	85	50	269	7	50	138	31	50	322	52	50	29	85	50	269	7	50	138	31	50
StateGrid	940	1518208670397	4	1	0	1	0	1	0	4	158	67	50	16	22	50	257	55	50	199	40	50	44	98	50	9	82	50	21	44	50	107	91	50	44	98	50	9	82	50	21	44	50	107	91	50	158	67	50	16	22	50	257	55	50	199	40	50
StateGrid	940	1518208670397	5	1	1	0	0	0	1	1	322	76	50	157	70	50	106	39	50	112	42	50	322	76	50	157	70	50	216	63	50	112	42	50	322	76	50	157	70	50	216	63	50	112	42	50	322	76	50	157	70	50	106	39	50	112	42	50
StateGrid	940	1518208670397	6	1	1	0	0	0	1	2	282	19	50	105	30	50	99	33	50	288	87	50	347	9	50	249	45	50	99	33	50	288	87	50	347	9	50	249	45	50	99	33	50	288	87	50	282	19	50	105	30	50	99	33	50	288	87	50
StateGrid	940	1518208670398	7	0	0	1	0	0	1	4	16	79	50	156	90	50	41	70	50	121	2	50	108	90	50	238	62	50	159	89	50	187	54	50	16	79	50	156	90	50	41	70	50	121	2	50	108	90	50	238	62	50	159	89	50	187	54	50
StateGrid	940	1518208670398	8	0	0	1	1	1	0	2	73	5	50	27	32	50	220	90	50	300	14	50	73	5	50	230	61	50	125	11	50	300	14	50	73	5	50	230	61	50	125	11	50	300	14	50	73	5	50	27	32	50	220	90	50	300	14	50
StateGrid	940	1518208670398	9	0	0	1	1	1	0	3	322	54	50	122	39	50	189	14	50	232	54	50	174	37	50	195	32	50	189	14	50	192	91	50	174	37	50	195	32	50	189	14	50	192	91	50	322	54	50	122	39	50	189	14	50	232	54	50
