type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	784	1518208669917	0	0	1	0	1	0	1	2	35	73	50	331	59	50	274	67	50	55	94	50	164	59	50	331	59	50	274	67	50	173	43	50	164	59	50	331	59	50	274	67	50	173	43	50	35	73	50	331	59	50	274	67	50	55	94	50
StateGrid	784	1518208669917	1	0	0	1	1	1	0	1	262	62	50	224	26	50	205	92	50	218	48	50	262	62	50	224	26	50	205	92	50	16	68	50	262	62	50	224	26	50	205	92	50	16	68	50	262	62	50	224	26	50	205	92	50	218	48	50
StateGrid	784	1518208669917	2	1	1	0	0	0	1	4	298	37	50	228	50	50	97	66	50	331	97	50	296	79	50	178	23	50	40	88	50	134	82	50	296	79	50	178	23	50	40	88	50	134	82	50	298	37	50	228	50	50	97	66	50	331	97	50
StateGrid	784	1518208669917	3	0	1	0	0	1	0	2	92	44	50	103	90	50	79	31	50	216	48	50	92	44	50	225	47	50	79	31	50	172	68	50	92	44	50	103	90	50	79	31	50	216	48	50	92	44	50	225	47	50	79	31	50	172	68	50
StateGrid	784	1518208669917	4	1	1	0	1	1	0	3	205	99	50	36	3	50	131	16	50	103	25	50	156	99	50	166	89	50	160	3	50	103	25	50	205	99	50	36	3	50	131	16	50	103	25	50	156	99	50	166	89	50	160	3	50	103	25	50
StateGrid	784	1518208669917	5	1	1	0	0	0	1	2	133	85	50	28	46	50	174	44	50	336	27	50	320	41	50	28	46	50	121	40	50	336	27	50	320	41	50	28	46	50	121	40	50	336	27	50	133	85	50	28	46	50	174	44	50	336	27	50
StateGrid	784	1518208669918	6	0	0	1	1	1	0	1	178	88	50	163	82	50	124	32	50	17	7	50	347	61	50	163	82	50	124	32	50	17	7	50	347	61	50	163	82	50	124	32	50	17	7	50	178	88	50	163	82	50	124	32	50	17	7	50
StateGrid	784	1518208669918	7	1	1	0	0	0	1	3	19	52	50	39	14	50	88	97	50	238	81	50	252	45	50	39	14	50	134	52	50	338	83	50	252	45	50	39	14	50	134	52	50	338	83	50	19	52	50	39	14	50	88	97	50	238	81	50
StateGrid	784	1518208669918	8	1	0	1	0	1	0	3	358	55	50	146	64	50	251	70	50	15	37	50	358	55	50	312	16	50	352	52	50	88	52	50	358	55	50	312	16	50	352	52	50	88	52	50	358	55	50	146	64	50	251	70	50	15	37	50
StateGrid	784	1518208669918	9	0	1	0	1	0	1	4	102	49	50	31	25	50	70	72	50	358	20	50	261	65	50	18	16	50	70	89	50	107	39	50	261	65	50	18	16	50	70	89	50	107	39	50	102	49	50	31	25	50	70	72	50	358	20	50
