type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	481	1518208668765	0	1	0	1	0	1	0	1	256	15	50	130	65	50	96	67	50	0	2	50	256	15	50	105	15	50	96	67	50	0	2	50	256	15	50	105	15	50	96	67	50	0	2	50	256	15	50	130	65	50	96	67	50	0	2	50
StateGrid	481	1518208668765	1	1	1	0	0	0	1	4	104	23	50	311	26	50	50	43	50	247	38	50	358	2	50	306	71	50	131	67	50	103	19	50	358	2	50	306	71	50	131	67	50	103	19	50	104	23	50	311	26	50	50	43	50	247	38	50
StateGrid	481	1518208668765	2	1	0	1	1	0	1	4	321	66	50	51	80	50	98	0	50	105	98	50	311	59	50	302	0	50	223	40	50	21	98	50	321	66	50	51	80	50	98	0	50	105	98	50	311	59	50	302	0	50	223	40	50	21	98	50
StateGrid	481	1518208668765	3	1	1	0	1	1	0	3	225	18	50	291	72	50	226	11	50	257	52	50	8	41	50	34	44	50	226	11	50	96	62	50	225	18	50	291	72	50	226	11	50	257	52	50	8	41	50	34	44	50	226	11	50	96	62	50
StateGrid	481	1518208668765	4	1	1	0	0	0	1	1	282	96	50	28	67	50	325	25	50	301	24	50	350	41	50	28	67	50	325	25	50	301	24	50	350	41	50	28	67	50	325	25	50	301	24	50	282	96	50	28	67	50	325	25	50	301	24	50
StateGrid	481	1518208668765	5	1	1	0	1	1	0	4	128	78	50	273	45	50	258	96	50	36	82	50	119	52	50	135	6	50	232	38	50	331	83	50	128	78	50	273	45	50	258	96	50	36	82	50	119	52	50	135	6	50	232	38	50	331	83	50
StateGrid	481	1518208668769	6	0	0	1	1	1	0	2	45	76	50	133	5	50	314	42	50	352	0	50	45	76	50	28	79	50	73	76	50	352	0	50	45	76	50	28	79	50	73	76	50	352	0	50	45	76	50	133	5	50	314	42	50	352	0	50
StateGrid	481	1518208668769	7	0	0	1	1	1	0	2	210	65	50	52	46	50	172	11	50	35	62	50	210	65	50	62	40	50	12	63	50	35	62	50	210	65	50	62	40	50	12	63	50	35	62	50	210	65	50	52	46	50	172	11	50	35	62	50
StateGrid	481	1518208668769	8	1	1	0	1	1	0	2	314	60	50	240	39	50	97	26	50	348	57	50	250	71	50	240	39	50	189	5	50	348	57	50	314	60	50	240	39	50	97	26	50	348	57	50	250	71	50	240	39	50	189	5	50	348	57	50
StateGrid	481	1518208668769	9	0	1	0	0	1	0	3	2	39	50	50	97	50	253	65	50	188	50	50	26	5	50	259	66	50	13	88	50	188	50	50	2	39	50	50	97	50	253	65	50	188	50	50	26	5	50	259	66	50	13	88	50	188	50	50
