type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	311	1518208668056	0	0	0	1	0	0	1	1	315	74	50	241	21	50	143	9	50	9	5	50	107	26	50	241	21	50	143	9	50	9	5	50	315	74	50	241	21	50	143	9	50	9	5	50	107	26	50	241	21	50	143	9	50	9	5	50
StateGrid	311	1518208668056	1	1	1	0	1	1	0	2	130	88	50	298	34	50	279	17	50	222	15	50	337	2	50	67	71	50	279	17	50	222	15	50	130	88	50	298	34	50	279	17	50	222	15	50	337	2	50	67	71	50	279	17	50	222	15	50
StateGrid	311	1518208668056	2	1	1	0	0	0	1	3	334	9	50	22	36	50	299	6	50	144	5	50	334	9	50	19	92	50	39	99	50	179	83	50	334	9	50	19	92	50	39	99	50	179	83	50	334	9	50	22	36	50	299	6	50	144	5	50
StateGrid	311	1518208668056	3	0	0	1	1	1	0	3	257	27	50	191	28	50	230	74	50	134	60	50	55	99	50	191	28	50	294	33	50	58	69	50	55	99	50	191	28	50	294	33	50	58	69	50	257	27	50	191	28	50	230	74	50	134	60	50
StateGrid	311	1518208668056	4	1	1	0	1	1	0	3	185	92	50	114	34	50	72	42	50	188	39	50	330	63	50	114	34	50	267	93	50	4	75	50	185	92	50	114	34	50	72	42	50	188	39	50	330	63	50	114	34	50	267	93	50	4	75	50
StateGrid	311	1518208668056	5	0	1	0	1	0	1	1	25	26	50	1	76	50	177	40	50	232	38	50	25	26	50	1	76	50	177	40	50	203	12	50	25	26	50	1	76	50	177	40	50	203	12	50	25	26	50	1	76	50	177	40	50	232	38	50
StateGrid	311	1518208668056	6	0	0	1	1	1	0	4	95	6	50	198	65	50	220	9	50	301	19	50	337	18	50	281	47	50	71	67	50	291	28	50	337	18	50	281	47	50	71	67	50	291	28	50	95	6	50	198	65	50	220	9	50	301	19	50
StateGrid	311	1518208668056	7	1	1	0	0	0	1	1	41	4	50	346	29	50	55	3	50	263	75	50	41	4	50	346	29	50	273	29	50	263	75	50	41	4	50	346	29	50	273	29	50	263	75	50	41	4	50	346	29	50	55	3	50	263	75	50
StateGrid	311	1518208668056	8	1	0	1	1	0	1	4	127	21	50	134	64	50	38	22	50	278	31	50	250	71	50	278	57	50	31	62	50	248	78	50	127	21	50	134	64	50	38	22	50	278	31	50	250	71	50	278	57	50	31	62	50	248	78	50
StateGrid	311	1518208668056	9	1	0	1	0	1	0	3	42	17	50	0	13	50	30	63	50	284	87	50	201	2	50	318	63	50	356	15	50	284	87	50	201	2	50	318	63	50	356	15	50	284	87	50	42	17	50	0	13	50	30	63	50	284	87	50
