type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	83	1518208667011	0	0	0	1	0	0	1	3	327	76	50	122	83	50	8	10	50	272	26	50	178	23	50	122	83	50	225	16	50	144	14	50	327	76	50	122	83	50	8	10	50	272	26	50	178	23	50	122	83	50	225	16	50	144	14	50
StateGrid	83	1518208667011	1	0	1	0	0	1	0	1	247	34	50	338	66	50	145	27	50	45	71	50	247	34	50	330	62	50	145	27	50	45	71	50	247	34	50	338	66	50	145	27	50	45	71	50	247	34	50	330	62	50	145	27	50	45	71	50
StateGrid	83	1518208667011	2	0	0	1	0	0	1	2	252	37	50	72	51	50	222	91	50	282	35	50	252	37	50	94	6	50	222	91	50	213	97	50	252	37	50	72	51	50	222	91	50	282	35	50	252	37	50	94	6	50	222	91	50	213	97	50
StateGrid	83	1518208667011	3	1	1	0	0	0	1	3	162	92	50	158	32	50	76	93	50	349	54	50	9	28	50	147	12	50	76	93	50	250	88	50	9	28	50	147	12	50	76	93	50	250	88	50	162	92	50	158	32	50	76	93	50	349	54	50
StateGrid	83	1518208667011	4	0	0	1	1	1	0	3	288	33	50	105	57	50	217	31	50	28	49	50	90	75	50	105	57	50	298	23	50	90	96	50	90	75	50	105	57	50	298	23	50	90	96	50	288	33	50	105	57	50	217	31	50	28	49	50
StateGrid	83	1518208667011	5	0	0	1	1	1	0	1	75	75	50	239	49	50	352	12	50	87	29	50	174	94	50	239	49	50	352	12	50	87	29	50	174	94	50	239	49	50	352	12	50	87	29	50	75	75	50	239	49	50	352	12	50	87	29	50
StateGrid	83	1518208667011	6	0	1	0	1	0	1	1	31	66	50	329	10	50	22	47	50	284	77	50	31	66	50	185	65	50	22	47	50	284	77	50	31	66	50	185	65	50	22	47	50	284	77	50	31	66	50	329	10	50	22	47	50	284	77	50
StateGrid	83	1518208667011	7	1	1	0	0	0	1	2	338	39	50	188	17	50	50	92	50	323	98	50	338	39	50	172	56	50	266	23	50	323	98	50	338	39	50	172	56	50	266	23	50	323	98	50	338	39	50	188	17	50	50	92	50	323	98	50
StateGrid	83	1518208667011	8	0	1	0	0	1	0	3	345	70	50	80	54	50	136	60	50	176	81	50	345	70	50	314	42	50	180	80	50	109	61	50	345	70	50	80	54	50	136	60	50	176	81	50	345	70	50	314	42	50	180	80	50	109	61	50
StateGrid	83	1518208667011	9	1	1	0	1	1	0	4	147	25	50	329	5	50	278	80	50	339	72	50	259	76	50	295	24	50	199	24	50	55	60	50	147	25	50	329	5	50	278	80	50	339	72	50	259	76	50	295	24	50	199	24	50	55	60	50
