type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	297	1518208667991	0	0	0	1	1	1	0	4	76	55	50	349	88	50	88	88	50	14	9	50	224	60	50	168	4	50	124	82	50	241	36	50	224	60	50	168	4	50	124	82	50	241	36	50	76	55	50	349	88	50	88	88	50	14	9	50
StateGrid	297	1518208667991	1	1	0	1	1	0	1	2	178	65	50	226	23	50	208	9	50	200	82	50	101	52	50	226	23	50	10	39	50	200	82	50	178	65	50	226	23	50	208	9	50	200	82	50	101	52	50	226	23	50	10	39	50	200	82	50
StateGrid	297	1518208667991	2	0	1	0	1	0	1	1	147	53	50	57	6	50	126	18	50	335	49	50	147	53	50	122	24	50	126	18	50	335	49	50	147	53	50	122	24	50	126	18	50	335	49	50	147	53	50	57	6	50	126	18	50	335	49	50
StateGrid	297	1518208667991	3	1	0	1	1	0	1	3	171	87	50	11	13	50	126	80	50	335	42	50	273	77	50	337	91	50	353	49	50	335	42	50	171	87	50	11	13	50	126	80	50	335	42	50	273	77	50	337	91	50	353	49	50	335	42	50
StateGrid	297	1518208667991	4	0	1	0	0	1	0	3	155	57	50	218	94	50	77	60	50	255	64	50	222	17	50	218	94	50	8	8	50	102	27	50	155	57	50	218	94	50	77	60	50	255	64	50	222	17	50	218	94	50	8	8	50	102	27	50
StateGrid	297	1518208667991	5	0	0	1	1	1	0	1	271	13	50	335	32	50	233	49	50	176	15	50	312	51	50	335	32	50	233	49	50	176	15	50	312	51	50	335	32	50	233	49	50	176	15	50	271	13	50	335	32	50	233	49	50	176	15	50
StateGrid	297	1518208667991	6	0	1	0	0	1	0	1	348	87	50	82	67	50	307	74	50	40	49	50	348	87	50	82	67	50	307	74	50	19	6	50	348	87	50	82	67	50	307	74	50	40	49	50	348	87	50	82	67	50	307	74	50	19	6	50
StateGrid	297	1518208667991	7	0	1	0	0	1	0	4	273	15	50	279	80	50	117	85	50	1	41	50	119	17	50	322	93	50	237	24	50	344	65	50	273	15	50	279	80	50	117	85	50	1	41	50	119	17	50	322	93	50	237	24	50	344	65	50
StateGrid	297	1518208667991	8	1	0	1	1	0	1	3	305	36	50	288	43	50	27	46	50	293	41	50	40	29	50	168	81	50	27	46	50	300	35	50	305	36	50	288	43	50	27	46	50	293	41	50	40	29	50	168	81	50	27	46	50	300	35	50
StateGrid	297	1518208667991	9	0	0	1	1	1	0	4	182	90	50	113	93	50	258	57	50	266	26	50	253	98	50	94	29	50	10	47	50	47	24	50	253	98	50	94	29	50	10	47	50	47	24	50	182	90	50	113	93	50	258	57	50	266	26	50
StateGrid	297	1518208667991	10	1	0	1	0	1	0	2	152	61	50	48	99	50	241	52	50	310	59	50	171	98	50	48	99	50	241	52	50	18	14	50	171	98	50	48	99	50	241	52	50	18	14	50	152	61	50	48	99	50	241	52	50	310	59	50
StateGrid	297	1518208667994	11	1	0	1	1	0	1	2	125	78	50	277	8	50	17	20	50	176	93	50	182	23	50	277	8	50	68	22	50	176	93	50	125	78	50	277	8	50	17	20	50	176	93	50	182	23	50	277	8	50	68	22	50	176	93	50
StateGrid	297	1518208667994	12	0	0	1	1	1	0	4	275	2	50	347	2	50	243	2	50	197	52	50	129	62	50	39	88	50	78	97	50	138	31	50	129	62	50	39	88	50	78	97	50	138	31	50	275	2	50	347	2	50	243	2	50	197	52	50
StateGrid	297	1518208667994	13	0	1	0	1	0	1	1	239	23	50	22	96	50	162	11	50	190	83	50	12	19	50	22	96	50	162	11	50	190	83	50	12	19	50	22	96	50	162	11	50	190	83	50	239	23	50	22	96	50	162	11	50	190	83	50
StateGrid	297	1518208667994	14	1	1	0	1	1	0	2	322	0	50	167	56	50	22	82	50	14	91	50	6	25	50	107	19	50	22	82	50	14	91	50	322	0	50	167	56	50	22	82	50	14	91	50	6	25	50	107	19	50	22	82	50	14	91	50
StateGrid	297	1518208667995	15	1	1	0	1	1	0	3	349	34	50	149	51	50	346	85	50	347	60	50	113	10	50	283	85	50	79	75	50	347	60	50	349	34	50	149	51	50	346	85	50	347	60	50	113	10	50	283	85	50	79	75	50	347	60	50
StateGrid	297	1518208667995	16	0	1	0	1	0	1	2	56	17	50	303	79	50	1	21	50	314	71	50	100	73	50	154	10	50	1	21	50	314	71	50	100	73	50	154	10	50	1	21	50	314	71	50	56	17	50	303	79	50	1	21	50	314	71	50
StateGrid	297	1518208667995	17	1	1	0	0	0	1	1	232	60	50	230	55	50	345	18	50	32	10	50	232	60	50	230	55	50	345	18	50	156	16	50	232	60	50	230	55	50	345	18	50	156	16	50	232	60	50	230	55	50	345	18	50	32	10	50
StateGrid	297	1518208667995	18	0	0	1	1	1	0	4	45	59	50	106	29	50	351	5	50	137	65	50	160	1	50	261	73	50	338	88	50	36	14	50	160	1	50	261	73	50	338	88	50	36	14	50	45	59	50	106	29	50	351	5	50	137	65	50
StateGrid	297	1518208667995	19	0	0	1	0	0	1	3	97	59	50	244	54	50	262	95	50	117	11	50	41	43	50	131	42	50	152	66	50	117	11	50	97	59	50	244	54	50	262	95	50	117	11	50	41	43	50	131	42	50	152	66	50	117	11	50
