type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	952	1518208670438	0	0	0	1	0	0	1	1	134	52	50	172	70	50	92	53	50	258	69	50	134	52	50	136	69	50	92	53	50	258	69	50	134	52	50	172	70	50	92	53	50	258	69	50	134	52	50	136	69	50	92	53	50	258	69	50
StateGrid	952	1518208670438	1	0	0	1	1	1	0	2	52	55	50	121	35	50	353	61	50	39	73	50	323	2	50	105	47	50	353	61	50	39	73	50	323	2	50	105	47	50	353	61	50	39	73	50	52	55	50	121	35	50	353	61	50	39	73	50
StateGrid	952	1518208670441	2	0	0	1	0	0	1	4	44	72	50	242	40	50	345	57	50	214	89	50	286	19	50	53	59	50	204	10	50	6	61	50	44	72	50	242	40	50	345	57	50	214	89	50	286	19	50	53	59	50	204	10	50	6	61	50
StateGrid	952	1518208670441	3	0	0	1	0	0	1	3	112	14	50	216	63	50	40	32	50	197	46	50	212	58	50	216	63	50	77	17	50	345	33	50	112	14	50	216	63	50	40	32	50	197	46	50	212	58	50	216	63	50	77	17	50	345	33	50
StateGrid	952	1518208670441	4	1	0	1	0	1	0	1	162	20	50	193	42	50	268	44	50	75	16	50	162	20	50	193	42	50	268	44	50	97	10	50	162	20	50	193	42	50	268	44	50	97	10	50	162	20	50	193	42	50	268	44	50	75	16	50
StateGrid	952	1518208670441	5	1	0	1	0	1	0	4	67	94	50	224	86	50	234	42	50	118	67	50	225	99	50	231	22	50	190	93	50	101	88	50	225	99	50	231	22	50	190	93	50	101	88	50	67	94	50	224	86	50	234	42	50	118	67	50
StateGrid	952	1518208670441	6	0	0	1	0	0	1	1	267	55	50	348	15	50	222	83	50	63	94	50	116	37	50	348	15	50	222	83	50	63	94	50	267	55	50	348	15	50	222	83	50	63	94	50	116	37	50	348	15	50	222	83	50	63	94	50
StateGrid	952	1518208670442	7	0	1	0	0	1	0	3	132	57	50	202	82	50	358	75	50	192	26	50	160	78	50	202	82	50	178	61	50	186	50	50	132	57	50	202	82	50	358	75	50	192	26	50	160	78	50	202	82	50	178	61	50	186	50	50
StateGrid	952	1518208670442	8	1	1	0	1	1	0	3	122	87	50	248	51	50	27	81	50	153	51	50	72	66	50	248	51	50	128	60	50	211	27	50	122	87	50	248	51	50	27	81	50	153	51	50	72	66	50	248	51	50	128	60	50	211	27	50
StateGrid	952	1518208670442	9	0	0	1	0	0	1	1	268	1	50	338	41	50	100	45	50	345	46	50	268	1	50	248	24	50	100	45	50	345	46	50	268	1	50	338	41	50	100	45	50	345	46	50	268	1	50	248	24	50	100	45	50	345	46	50
