type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	851	1518208670104	0	1	0	1	0	1	0	1	283	14	50	252	29	50	8	7	50	345	25	50	283	14	50	252	29	50	274	62	50	345	25	50	283	14	50	252	29	50	274	62	50	345	25	50	283	14	50	252	29	50	8	7	50	345	25	50
StateGrid	851	1518208670104	1	0	1	0	1	0	1	3	50	41	50	120	97	50	292	44	50	262	38	50	243	18	50	120	97	50	4	34	50	20	63	50	243	18	50	120	97	50	4	34	50	20	63	50	50	41	50	120	97	50	292	44	50	262	38	50
StateGrid	851	1518208670104	2	1	0	1	0	1	0	4	233	87	50	67	21	50	120	39	50	217	11	50	103	19	50	69	40	50	341	71	50	79	25	50	103	19	50	69	40	50	341	71	50	79	25	50	233	87	50	67	21	50	120	39	50	217	11	50
StateGrid	851	1518208670104	3	0	0	1	1	1	0	1	256	14	50	104	92	50	93	71	50	344	53	50	256	14	50	104	92	50	99	6	50	344	53	50	256	14	50	104	92	50	99	6	50	344	53	50	256	14	50	104	92	50	93	71	50	344	53	50
StateGrid	851	1518208670104	4	1	0	1	1	0	1	2	291	6	50	79	62	50	241	51	50	223	92	50	291	6	50	32	15	50	241	51	50	179	79	50	291	6	50	79	62	50	241	51	50	223	92	50	291	6	50	32	15	50	241	51	50	179	79	50
StateGrid	851	1518208670104	5	1	0	1	1	0	1	3	349	27	50	261	42	50	195	42	50	235	92	50	50	60	50	213	13	50	224	59	50	235	92	50	349	27	50	261	42	50	195	42	50	235	92	50	50	60	50	213	13	50	224	59	50	235	92	50
StateGrid	851	1518208670104	6	0	0	1	1	1	0	1	174	81	50	132	56	50	292	25	50	179	78	50	174	81	50	132	56	50	292	25	50	17	91	50	174	81	50	132	56	50	292	25	50	17	91	50	174	81	50	132	56	50	292	25	50	179	78	50
StateGrid	851	1518208670104	7	1	0	1	1	0	1	4	49	88	50	326	49	50	236	71	50	309	53	50	39	0	50	52	43	50	152	41	50	18	74	50	49	88	50	326	49	50	236	71	50	309	53	50	39	0	50	52	43	50	152	41	50	18	74	50
StateGrid	851	1518208670104	8	1	0	1	1	0	1	4	223	95	50	143	82	50	287	64	50	200	64	50	278	12	50	89	97	50	79	46	50	339	48	50	223	95	50	143	82	50	287	64	50	200	64	50	278	12	50	89	97	50	79	46	50	339	48	50
StateGrid	851	1518208670104	9	1	0	1	0	1	0	3	337	3	50	85	35	50	194	98	50	23	18	50	6	53	50	85	35	50	73	89	50	332	76	50	6	53	50	85	35	50	73	89	50	332	76	50	337	3	50	85	35	50	194	98	50	23	18	50
StateGrid	851	1518208670104	10	0	0	1	0	0	1	4	76	53	50	357	10	50	251	7	50	299	60	50	69	49	50	11	37	50	98	53	50	246	59	50	76	53	50	357	10	50	251	7	50	299	60	50	69	49	50	11	37	50	98	53	50	246	59	50
StateGrid	851	1518208670104	11	1	0	1	1	0	1	2	354	41	50	68	22	50	254	52	50	258	38	50	354	41	50	193	46	50	222	46	50	258	38	50	354	41	50	68	22	50	254	52	50	258	38	50	354	41	50	193	46	50	222	46	50	258	38	50
StateGrid	851	1518208670104	12	1	1	0	0	0	1	1	180	7	50	109	69	50	42	5	50	239	90	50	180	7	50	109	69	50	42	5	50	345	3	50	180	7	50	109	69	50	42	5	50	345	3	50	180	7	50	109	69	50	42	5	50	239	90	50
StateGrid	851	1518208670104	13	0	1	0	0	1	0	4	199	41	50	296	58	50	353	83	50	157	74	50	157	44	50	22	92	50	173	83	50	75	44	50	199	41	50	296	58	50	353	83	50	157	74	50	157	44	50	22	92	50	173	83	50	75	44	50
StateGrid	851	1518208670104	14	0	0	1	0	0	1	3	244	79	50	16	76	50	84	78	50	148	8	50	330	47	50	307	94	50	162	21	50	148	8	50	244	79	50	16	76	50	84	78	50	148	8	50	330	47	50	307	94	50	162	21	50	148	8	50
StateGrid	851	1518208670104	15	1	0	1	0	1	0	1	356	13	50	124	25	50	181	27	50	141	94	50	356	13	50	244	87	50	181	27	50	141	94	50	356	13	50	244	87	50	181	27	50	141	94	50	356	13	50	124	25	50	181	27	50	141	94	50
StateGrid	851	1518208670104	16	0	1	0	0	1	0	3	134	89	50	301	21	50	263	69	50	310	12	50	155	83	50	301	21	50	295	12	50	53	48	50	134	89	50	301	21	50	263	69	50	310	12	50	155	83	50	301	21	50	295	12	50	53	48	50
StateGrid	851	1518208670104	17	0	1	0	1	0	1	2	325	49	50	175	98	50	283	54	50	220	83	50	325	49	50	138	53	50	283	54	50	37	85	50	325	49	50	138	53	50	283	54	50	37	85	50	325	49	50	175	98	50	283	54	50	220	83	50
StateGrid	851	1518208670104	18	1	0	1	0	1	0	2	331	9	50	308	45	50	114	26	50	179	93	50	260	46	50	308	45	50	3	86	50	179	93	50	260	46	50	308	45	50	3	86	50	179	93	50	331	9	50	308	45	50	114	26	50	179	93	50
StateGrid	851	1518208670104	19	1	1	0	1	1	0	2	319	14	50	231	31	50	212	7	50	248	16	50	0	98	50	171	77	50	212	7	50	248	16	50	319	14	50	231	31	50	212	7	50	248	16	50	0	98	50	171	77	50	212	7	50	248	16	50
