type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL
StateGrid	55	1518208666898	0	0	0	1	1	1	0	1	182	37	50	345	73	50	156	5	50	218	78	50	182	37	50	345	73	50	156	5	50	175	81	50	182	37	50	345	73	50	156	5	50	175	81	50	182	37	50	345	73	50	156	5	50	218	78	50
StateGrid	55	1518208666899	1	1	1	0	0	0	1	2	253	61	50	120	81	50	279	62	50	145	4	50	98	36	50	302	40	50	279	62	50	145	4	50	98	36	50	302	40	50	279	62	50	145	4	50	253	61	50	120	81	50	279	62	50	145	4	50
StateGrid	55	1518208666899	2	1	1	0	0	0	1	3	251	20	50	335	71	50	103	1	50	31	60	50	19	96	50	75	37	50	103	1	50	191	46	50	19	96	50	75	37	50	103	1	50	191	46	50	251	20	50	335	71	50	103	1	50	31	60	50
StateGrid	55	1518208666899	3	1	0	1	0	1	0	4	43	30	50	294	74	50	177	95	50	93	4	50	328	81	50	168	2	50	232	35	50	110	44	50	328	81	50	168	2	50	232	35	50	110	44	50	43	30	50	294	74	50	177	95	50	93	4	50
StateGrid	55	1518208666899	4	1	1	0	0	0	1	2	58	32	50	46	32	50	279	39	50	99	71	50	58	32	50	269	52	50	279	39	50	9	99	50	58	32	50	269	52	50	279	39	50	9	99	50	58	32	50	46	32	50	279	39	50	99	71	50
StateGrid	55	1518208666899	5	0	0	1	0	0	1	2	322	52	50	198	39	50	203	55	50	24	48	50	338	74	50	198	39	50	203	55	50	299	98	50	322	52	50	198	39	50	203	55	50	24	48	50	338	74	50	198	39	50	203	55	50	299	98	50
StateGrid	55	1518208666899	6	0	1	0	0	1	0	4	172	40	50	72	69	50	70	70	50	105	59	50	299	91	50	6	27	50	208	86	50	90	68	50	172	40	50	72	69	50	70	70	50	105	59	50	299	91	50	6	27	50	208	86	50	90	68	50
StateGrid	55	1518208666899	7	1	0	1	0	1	0	3	202	41	50	227	95	50	307	29	50	148	12	50	156	70	50	67	0	50	13	60	50	148	12	50	156	70	50	67	0	50	13	60	50	148	12	50	202	41	50	227	95	50	307	29	50	148	12	50
StateGrid	55	1518208666899	8	0	0	1	1	1	0	3	344	82	50	75	10	50	70	83	50	126	84	50	344	82	50	294	83	50	100	94	50	249	2	50	344	82	50	294	83	50	100	94	50	249	2	50	344	82	50	75	10	50	70	83	50	126	84	50
StateGrid	55	1518208666899	9	1	1	0	0	0	1	3	197	76	50	33	20	50	140	93	50	158	77	50	197	76	50	238	67	50	285	24	50	283	51	50	197	76	50	238	67	50	285	24	50	283	51	50	197	76	50	33	20	50	140	93	50	158	77	50
StateGrid	55	1518208666899	10	0	0	1	1	1	0	1	352	99	50	85	4	50	136	7	50	29	2	50	352	99	50	102	57	50	136	7	50	29	2	50	352	99	50	102	57	50	136	7	50	29	2	50	352	99	50	85	4	50	136	7	50	29	2	50
StateGrid	55	1518208666899	11	1	0	1	0	1	0	3	318	19	50	347	6	50	63	59	50	36	70	50	318	19	50	84	18	50	281	78	50	103	23	50	318	19	50	84	18	50	281	78	50	103	23	50	318	19	50	347	6	50	63	59	50	36	70	50
StateGrid	55	1518208666899	12	0	0	1	1	1	0	1	200	46	50	78	62	50	43	51	50	17	20	50	200	46	50	78	62	50	329	42	50	17	20	50	200	46	50	78	62	50	329	42	50	17	20	50	200	46	50	78	62	50	43	51	50	17	20	50
StateGrid	55	1518208666899	13	0	0	1	0	0	1	1	178	76	50	5	76	50	322	57	50	320	8	50	202	21	50	5	76	50	322	57	50	320	8	50	178	76	50	5	76	50	322	57	50	320	8	50	202	21	50	5	76	50	322	57	50	320	8	50
StateGrid	55	1518208666904	14	0	1	0	0	1	0	2	38	97	50	119	60	50	109	57	50	28	4	50	38	97	50	119	60	50	355	36	50	255	96	50	38	97	50	119	60	50	109	57	50	28	4	50	38	97	50	119	60	50	355	36	50	255	96	50
StateGrid	55	1518208666904	15	1	0	1	0	1	0	4	231	57	50	59	55	50	95	63	50	98	47	50	38	44	50	226	28	50	311	39	50	300	55	50	38	44	50	226	28	50	311	39	50	300	55	50	231	57	50	59	55	50	95	63	50	98	47	50
StateGrid	55	1518208666904	16	0	0	1	1	1	0	4	85	61	50	105	51	50	152	62	50	75	54	50	342	96	50	145	73	50	309	74	50	14	59	50	342	96	50	145	73	50	309	74	50	14	59	50	85	61	50	105	51	50	152	62	50	75	54	50
StateGrid	55	1518208666904	17	0	0	1	0	0	1	1	53	16	50	196	93	50	271	25	50	76	6	50	167	72	50	196	93	50	271	25	50	76	6	50	53	16	50	196	93	50	271	25	50	76	6	50	167	72	50	196	93	50	271	25	50	76	6	50
StateGrid	55	1518208666904	18	0	1	0	0	1	0	2	307	73	50	145	36	50	259	41	50	142	41	50	307	73	50	145	36	50	101	74	50	225	61	50	307	73	50	145	36	50	259	41	50	142	41	50	307	73	50	145	36	50	101	74	50	225	61	50
StateGrid	55	1518208666905	19	1	0	1	1	0	1	4	272	1	50	224	96	50	354	59	50	42	97	50	346	64	50	256	42	50	198	46	50	135	44	50	272	1	50	224	96	50	354	59	50	42	97	50	346	64	50	256	42	50	198	46	50	135	44	50
