type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	626	1520723651833	0	0	0	1	0	0	1	9	0.8	0	100	SKEWED	36	67	50	96	89	50	98	48	50	100	5	50	129	16	50	116	23	50	80	64	50	135	21	50	128	1	50	82	50	50	115	4	50	109	65	50	100	33	50	90	68	50	123	39	50	80	83	50	128	62	50	115	24	50	36	67	50	96	89	50	98	48	50	100	5	50	129	16	50	116	23	50	80	64	50	135	21	50	128	1	50	82	50	50	115	4	50	109	65	50	100	33	50	90	68	50	123	39	50	80	83	50	128	62	50	115	24	50
StateGrid	626	1520723651833	1	0	1	0	0	1	0	9	0.95	0	100	SKEWED	124	45	50	220	74	50	134	18	50	111	31	50	132	21	50	92	7	50	12	7	50	85	7	50	129	84	50	120	51	50	99	71	50	103	50	50	122	46	50	81	7	50	100	75	50	99	32	50	121	25	50	107	42	50	124	45	50	220	74	50	134	18	50	111	31	50	132	21	50	92	7	50	12	7	50	85	7	50	129	84	50	120	51	50	99	71	50	103	50	50	122	46	50	81	7	50	100	75	50	99	32	50	121	25	50	107	42	50
StateGrid	626	1520723651833	2	0	0	1	0	0	1	9	0	0	100	SKEWED	234	88	50	5	53	50	159	17	50	220	55	50	250	25	50	352	47	50	78	56	50	156	10	50	248	76	50	114	30	50	65	13	50	174	2	50	239	30	50	232	59	50	158	85	50	10	37	50	159	95	50	76	8	50	234	88	50	5	53	50	159	17	50	220	55	50	250	25	50	352	47	50	78	56	50	156	10	50	248	76	50	114	30	50	65	13	50	174	2	50	239	30	50	232	59	50	158	85	50	10	37	50	159	95	50	76	8	50
StateGrid	626	1520723651833	3	0	1	0	1	0	1	9	0.2	0	100	SKEWED	179	95	50	242	22	50	181	1	50	265	32	50	253	56	50	113	18	50	298	12	50	95	64	50	325	92	50	197	0	50	100	19	50	172	68	50	182	22	50	89	74	50	148	86	50	333	27	50	276	9	50	36	51	50	197	0	50	100	19	50	172	68	50	182	22	50	89	74	50	148	86	50	333	27	50	276	9	50	36	51	50	179	95	50	242	22	50	181	1	50	265	32	50	253	56	50	113	18	50	298	12	50	95	64	50	325	92	50
StateGrid	626	1520723651834	4	1	0	1	0	1	0	9	0.4	0	100	SKEWED	138	91	50	18	63	50	98	58	50	23	61	50	140	20	50	88	47	50	296	91	50	304	65	50	154	85	50	6	9	50	154	12	50	273	46	50	84	78	50	91	34	50	112	28	50	106	65	50	134	93	50	114	80	50	6	9	50	154	12	50	273	46	50	84	78	50	91	34	50	112	28	50	106	65	50	134	93	50	114	80	50	138	91	50	18	63	50	98	58	50	23	61	50	140	20	50	88	47	50	296	91	50	304	65	50	154	85	50
StateGrid	626	1520723651834	5	0	1	0	1	0	1	9	0.5	0	100	SKEWED	84	90	50	250	72	50	268	78	50	137	16	50	337	64	50	112	80	50	317	76	50	285	81	50	138	64	50	29	38	50	56	69	50	126	95	50	212	16	50	223	71	50	131	94	50	36	33	50	113	95	50	131	15	50	29	38	50	56	69	50	126	95	50	212	16	50	223	71	50	131	94	50	36	33	50	113	95	50	131	15	50	84	90	50	250	72	50	268	78	50	137	16	50	337	64	50	112	80	50	317	76	50	285	81	50	138	64	50
StateGrid	626	1520723651834	6	1	0	1	1	0	1	9	0.7	0	100	SKEWED	96	0	50	111	13	50	137	29	50	89	52	50	23	77	50	111	98	50	107	86	50	132	88	50	100	14	50	88	59	50	138	73	50	95	81	50	74	5	50	86	60	50	351	51	50	93	81	50	127	80	50	209	33	50	96	0	50	111	13	50	137	29	50	89	52	50	23	77	50	111	98	50	107	86	50	132	88	50	100	14	50	88	59	50	138	73	50	95	81	50	74	5	50	86	60	50	351	51	50	93	81	50	127	80	50	209	33	50
StateGrid	626	1520723651834	7	0	1	0	0	1	0	9	0.05	0	100	SKEWED	323	84	50	189	39	50	314	67	50	212	89	50	289	65	50	232	48	50	271	64	50	34	67	50	256	21	50	29	85	50	114	70	50	263	58	50	2	61	50	193	79	50	85	88	50	63	28	50	219	8	50	30	11	50	323	84	50	189	39	50	314	67	50	212	89	50	289	65	50	232	48	50	271	64	50	34	67	50	256	21	50	29	85	50	114	70	50	263	58	50	2	61	50	193	79	50	85	88	50	63	28	50	219	8	50	30	11	50
StateGrid	626	1520723651834	8	0	0	1	1	1	0	9	0.85	0	100	SKEWED	105	88	50	101	71	50	113	51	50	101	46	50	134	85	50	260	70	50	91	24	50	106	32	50	123	48	50	103	25	50	139	90	50	99	79	50	115	23	50	130	4	50	109	28	50	92	65	50	83	18	50	115	40	50	103	25	50	139	90	50	99	79	50	115	23	50	130	4	50	109	28	50	92	65	50	83	18	50	115	40	50	105	88	50	101	71	50	113	51	50	101	46	50	134	85	50	260	70	50	91	24	50	106	32	50	123	48	50
StateGrid	626	1520723651834	9	1	0	1	0	1	0	9	0.6	0	100	SKEWED	135	80	50	107	9	50	109	56	50	104	68	50	112	61	50	112	11	50	58	51	50	224	98	50	131	77	50	129	12	50	131	90	50	61	69	50	104	89	50	120	22	50	331	55	50	130	94	50	175	14	50	13	69	50	129	12	50	131	90	50	61	69	50	104	89	50	120	22	50	331	55	50	130	94	50	175	14	50	13	69	50	135	80	50	107	9	50	109	56	50	104	68	50	112	61	50	112	11	50	58	51	50	224	98	50	131	77	50
