type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	39	1520719237436	0	1	1	0	0	0	1	9	0.575	0	100	SKEWED	97	83	50	108	96	50	309	47	50	124	93	50	82	0	50	130	53	50	247	43	50	85	5	50	195	25	50	324	10	50	95	25	50	103	90	50	228	69	50	110	75	50	311	19	50	132	43	50	89	65	50	125	55	50	324	10	50	95	25	50	103	90	50	228	69	50	110	75	50	311	19	50	132	43	50	89	65	50	125	55	50	97	83	50	108	96	50	309	47	50	124	93	50	82	0	50	130	53	50	247	43	50	85	5	50	195	25	50
StateGrid	39	1520719237436	1	0	0	1	1	1	0	9	0.95	0	100	SKEWED	88	15	50	138	84	50	103	90	50	111	17	50	95	50	50	127	36	50	138	10	50	102	31	50	95	73	50	273	76	50	132	8	50	109	25	50	129	99	50	139	12	50	116	98	50	123	95	50	95	94	50	132	21	50	273	76	50	132	8	50	109	25	50	129	99	50	139	12	50	116	98	50	123	95	50	95	94	50	132	21	50	88	15	50	138	84	50	103	90	50	111	17	50	95	50	50	127	36	50	138	10	50	102	31	50	95	73	50
StateGrid	39	1520719237436	2	1	1	0	1	1	0	9	0.65	0	100	SKEWED	134	49	50	231	19	50	90	98	50	298	95	50	183	71	50	176	55	50	23	1	50	5	82	50	220	42	50	180	25	50	111	14	50	118	35	50	113	58	50	83	57	50	115	57	50	87	40	50	82	75	50	115	18	50	134	49	50	231	19	50	90	98	50	298	95	50	183	71	50	176	55	50	23	1	50	5	82	50	220	42	50	180	25	50	111	14	50	118	35	50	113	58	50	83	57	50	115	57	50	87	40	50	82	75	50	115	18	50
StateGrid	39	1520719237436	3	0	1	0	0	1	0	9	0.7	0	100	SKEWED	295	96	50	31	98	50	257	14	50	132	98	50	47	36	50	106	30	50	216	52	50	314	64	50	130	91	50	80	21	50	130	49	50	90	56	50	92	30	50	115	39	50	208	27	50	85	70	50	136	55	50	119	19	50	295	96	50	31	98	50	257	14	50	132	98	50	47	36	50	106	30	50	216	52	50	314	64	50	130	91	50	80	21	50	130	49	50	90	56	50	92	30	50	115	39	50	208	27	50	85	70	50	136	55	50	119	19	50
StateGrid	39	1520719237436	4	0	1	0	0	1	0	9	0.975	0	100	SKEWED	130	86	50	114	97	50	85	1	50	92	44	50	138	65	50	125	2	50	116	12	50	138	35	50	125	10	50	138	25	50	99	27	50	101	40	50	105	2	50	104	13	50	115	98	50	96	81	50	137	2	50	105	58	50	130	86	50	114	97	50	85	1	50	92	44	50	138	65	50	125	2	50	116	12	50	138	35	50	125	10	50	138	25	50	99	27	50	101	40	50	105	2	50	104	13	50	115	98	50	96	81	50	137	2	50	105	58	50
StateGrid	39	1520719237436	5	0	1	0	0	1	0	9	0.6	0	100	SKEWED	111	14	50	85	4	50	353	17	50	112	19	50	147	8	50	212	63	50	93	7	50	40	0	50	104	2	50	217	39	50	226	79	50	199	42	50	280	5	50	107	41	50	301	83	50	283	51	50	112	25	50	353	62	50	111	14	50	85	4	50	353	17	50	112	19	50	147	8	50	212	63	50	93	7	50	40	0	50	104	2	50	217	39	50	226	79	50	199	42	50	280	5	50	107	41	50	301	83	50	283	51	50	112	25	50	353	62	50
StateGrid	39	1520719237436	6	0	0	1	1	1	0	9	0.75	0	100	SKEWED	108	13	50	109	25	50	123	29	50	88	25	50	101	85	50	130	6	50	110	34	50	90	85	50	97	98	50	247	15	50	227	20	50	263	65	50	323	71	50	235	59	50	119	89	50	219	91	50	89	2	50	240	15	50	247	15	50	227	20	50	263	65	50	323	71	50	235	59	50	119	89	50	219	91	50	89	2	50	240	15	50	108	13	50	109	25	50	123	29	50	88	25	50	101	85	50	130	6	50	110	34	50	90	85	50	97	98	50
StateGrid	39	1520719237436	7	1	0	1	1	0	1	9	0.85	0	100	SKEWED	133	94	50	40	4	50	125	40	50	98	36	50	132	94	50	112	99	50	220	55	50	3	67	50	83	82	50	104	30	50	139	34	50	122	6	50	203	46	50	86	22	50	273	40	50	112	21	50	99	47	50	145	47	50	133	94	50	40	4	50	125	40	50	98	36	50	132	94	50	112	99	50	220	55	50	3	67	50	83	82	50	104	30	50	139	34	50	122	6	50	203	46	50	86	22	50	273	40	50	112	21	50	99	47	50	145	47	50
StateGrid	39	1520719237436	8	0	1	0	0	1	0	9	0.55	0	100	SKEWED	314	59	50	141	1	50	352	20	50	105	2	50	92	95	50	99	62	50	126	9	50	117	4	50	60	34	50	93	35	50	118	49	50	123	20	50	135	92	50	134	12	50	168	53	50	82	75	50	274	95	50	32	96	50	314	59	50	141	1	50	352	20	50	105	2	50	92	95	50	99	62	50	126	9	50	117	4	50	60	34	50	93	35	50	118	49	50	123	20	50	135	92	50	134	12	50	168	53	50	82	75	50	274	95	50	32	96	50
StateGrid	39	1520719237436	9	0	1	0	1	0	1	9	0.775	0	100	SKEWED	100	6	50	101	26	50	215	62	50	221	21	50	88	6	50	109	21	50	139	31	50	353	6	50	124	26	50	105	92	50	167	98	50	134	74	50	136	48	50	80	99	50	125	91	50	115	1	50	87	43	50	119	83	50	105	92	50	167	98	50	134	74	50	136	48	50	80	99	50	125	91	50	115	1	50	87	43	50	119	83	50	100	6	50	101	26	50	215	62	50	221	21	50	88	6	50	109	21	50	139	31	50	353	6	50	124	26	50
