type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	598	1520723651683	0	0	1	0	1	0	1	9	0.65	0	100	SKEWED	350	42	50	110	73	50	87	86	50	134	92	50	169	9	50	80	6	50	98	91	50	104	91	50	193	88	50	137	87	50	88	21	50	32	10	50	116	18	50	100	88	50	306	72	50	257	60	50	135	20	50	97	12	50	137	87	50	88	21	50	32	10	50	116	18	50	100	88	50	306	72	50	257	60	50	135	20	50	97	12	50	350	42	50	110	73	50	87	86	50	134	92	50	169	9	50	80	6	50	98	91	50	104	91	50	193	88	50
StateGrid	598	1520723651683	1	1	0	1	0	1	0	9	0.8	0	100	SKEWED	29	46	50	87	63	50	133	63	50	102	9	50	96	14	50	126	2	50	133	58	50	95	26	50	117	80	50	104	57	50	123	41	50	2	82	50	127	82	50	90	35	50	86	98	50	92	1	50	145	6	50	113	4	50	104	57	50	123	41	50	2	82	50	127	82	50	90	35	50	86	98	50	92	1	50	145	6	50	113	4	50	29	46	50	87	63	50	133	63	50	102	9	50	96	14	50	126	2	50	133	58	50	95	26	50	117	80	50
StateGrid	598	1520723651683	2	1	0	1	1	0	1	9	0.25	0	100	SKEWED	189	75	50	114	65	50	89	30	50	122	8	50	84	13	50	81	29	50	104	71	50	205	50	50	21	48	50	137	62	50	103	57	50	175	40	50	10	99	50	108	9	50	327	43	50	246	60	50	46	37	50	170	70	50	189	75	50	114	65	50	89	30	50	122	8	50	84	13	50	81	29	50	104	71	50	205	50	50	21	48	50	137	62	50	103	57	50	175	40	50	10	99	50	108	9	50	327	43	50	246	60	50	46	37	50	170	70	50
StateGrid	598	1520723651683	3	0	0	1	1	1	0	9	0.85	0	100	SKEWED	121	57	50	117	47	50	121	50	50	183	0	50	136	60	50	234	94	50	87	72	50	116	15	50	120	22	50	259	45	50	155	39	50	111	65	50	87	47	50	137	85	50	125	61	50	96	67	50	92	8	50	90	12	50	259	45	50	155	39	50	111	65	50	87	47	50	137	85	50	125	61	50	96	67	50	92	8	50	90	12	50	121	57	50	117	47	50	121	50	50	183	0	50	136	60	50	234	94	50	87	72	50	116	15	50	120	22	50
StateGrid	598	1520723651683	4	1	0	1	1	0	1	9	0.7	0	100	SKEWED	116	92	50	161	38	50	124	99	50	137	35	50	130	54	50	54	6	50	129	77	50	97	56	50	132	2	50	82	29	50	85	31	50	82	68	50	97	33	50	84	28	50	290	13	50	88	80	50	125	30	50	169	31	50	116	92	50	161	38	50	124	99	50	137	35	50	130	54	50	54	6	50	129	77	50	97	56	50	132	2	50	82	29	50	85	31	50	82	68	50	97	33	50	84	28	50	290	13	50	88	80	50	125	30	50	169	31	50
StateGrid	598	1520723651683	5	0	0	1	1	1	0	9	0.35	0	100	SKEWED	124	62	50	88	74	50	129	41	50	120	83	50	251	55	50	59	47	50	103	7	50	117	26	50	8	85	50	201	26	50	123	69	50	112	45	50	345	86	50	110	85	50	58	61	50	82	12	50	196	5	50	285	38	50	201	26	50	123	69	50	112	45	50	345	86	50	110	85	50	58	61	50	82	12	50	196	5	50	285	38	50	124	62	50	88	74	50	129	41	50	120	83	50	251	55	50	59	47	50	103	7	50	117	26	50	8	85	50
StateGrid	598	1520723651683	6	0	1	0	1	0	1	9	0.4	0	100	SKEWED	105	96	50	84	13	50	112	23	50	240	48	50	130	55	50	120	40	50	293	40	50	129	71	50	108	57	50	73	69	50	136	6	50	92	15	50	105	67	50	142	85	50	127	71	50	134	16	50	45	74	50	104	27	50	73	69	50	136	6	50	92	15	50	105	67	50	142	85	50	127	71	50	134	16	50	45	74	50	104	27	50	105	96	50	84	13	50	112	23	50	240	48	50	130	55	50	120	40	50	293	40	50	129	71	50	108	57	50
StateGrid	598	1520723651683	7	0	1	0	1	0	1	9	0.5	0	100	SKEWED	246	60	50	56	63	50	104	99	50	105	71	50	132	62	50	24	62	50	352	34	50	122	44	50	98	29	50	269	32	50	84	17	50	134	29	50	138	89	50	96	83	50	91	14	50	107	44	50	33	74	50	95	98	50	269	32	50	84	17	50	134	29	50	138	89	50	96	83	50	91	14	50	107	44	50	33	74	50	95	98	50	246	60	50	56	63	50	104	99	50	105	71	50	132	62	50	24	62	50	352	34	50	122	44	50	98	29	50
StateGrid	598	1520723651683	8	0	1	0	0	1	0	9	0.6	0	100	SKEWED	160	45	50	120	53	50	138	96	50	264	7	50	111	90	50	322	9	50	343	32	50	203	49	50	85	95	50	335	7	50	122	59	50	219	57	50	97	99	50	354	89	50	92	1	50	102	3	50	346	29	50	85	86	50	160	45	50	120	53	50	138	96	50	264	7	50	111	90	50	322	9	50	343	32	50	203	49	50	85	95	50	335	7	50	122	59	50	219	57	50	97	99	50	354	89	50	92	1	50	102	3	50	346	29	50	85	86	50
StateGrid	598	1520723651683	9	1	0	1	1	0	1	9	0.15	0	100	SKEWED	180	15	50	41	84	50	86	45	50	116	48	50	249	34	50	120	29	50	80	6	50	354	81	50	232	38	50	32	9	50	354	99	50	325	70	50	114	80	50	74	55	50	261	53	50	230	38	50	234	29	50	344	43	50	180	15	50	41	84	50	86	45	50	116	48	50	249	34	50	120	29	50	80	6	50	354	81	50	232	38	50	32	9	50	354	99	50	325	70	50	114	80	50	74	55	50	261	53	50	230	38	50	234	29	50	344	43	50
