type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	331	1520710386268	0	0	0	1	1	1	0	9	104	22	50	313	67	50	254	37	50	107	88	50	132	25	50	160	44	50	131	10	50	244	12	50	105	70	50	90	77	50	100	13	50	82	71	50	266	35	50	270	64	50	284	35	50	162	70	50	84	29	50	113	18	50	90	77	50	100	13	50	82	71	50	266	35	50	270	64	50	284	35	50	162	70	50	84	29	50	113	18	50	104	22	50	313	67	50	254	37	50	107	88	50	132	25	50	160	44	50	131	10	50	244	12	50	105	70	50
StateGrid	331	1520710386272	1	0	0	1	1	1	0	9	350	3	50	91	47	50	88	10	50	116	74	50	96	34	50	132	30	50	29	75	50	46	0	50	96	92	50	104	81	50	23	77	50	297	82	50	249	56	50	316	85	50	133	89	50	124	14	50	97	86	50	260	53	50	104	81	50	23	77	50	297	82	50	249	56	50	316	85	50	133	89	50	124	14	50	97	86	50	260	53	50	350	3	50	91	47	50	88	10	50	116	74	50	96	34	50	132	30	50	29	75	50	46	0	50	96	92	50
StateGrid	331	1520710386272	2	1	0	1	1	0	1	9	115	19	50	111	63	50	331	37	50	100	10	50	81	1	50	96	63	50	60	93	50	128	41	50	92	64	50	100	92	50	135	22	50	94	25	50	109	61	50	104	34	50	166	37	50	117	31	50	107	5	50	247	47	50	115	19	50	111	63	50	331	37	50	100	10	50	81	1	50	96	63	50	60	93	50	128	41	50	92	64	50	100	92	50	135	22	50	94	25	50	109	61	50	104	34	50	166	37	50	117	31	50	107	5	50	247	47	50
StateGrid	331	1520710386272	3	0	0	1	0	0	1	9	57	97	50	3	48	50	5	86	50	236	24	50	142	32	50	162	27	50	306	72	50	92	87	50	325	14	50	285	66	50	231	17	50	105	85	50	18	15	50	270	78	50	2	63	50	108	73	50	307	44	50	214	59	50	57	97	50	3	48	50	5	86	50	236	24	50	142	32	50	162	27	50	306	72	50	92	87	50	325	14	50	285	66	50	231	17	50	105	85	50	18	15	50	270	78	50	2	63	50	108	73	50	307	44	50	214	59	50
StateGrid	331	1520710386272	4	1	1	0	0	0	1	9	124	4	50	160	32	50	113	90	50	95	30	50	77	88	50	93	17	50	325	62	50	357	52	50	117	94	50	86	95	50	289	80	50	93	5	50	107	95	50	120	23	50	86	69	50	84	17	50	138	41	50	188	61	50	86	95	50	289	80	50	93	5	50	107	95	50	120	23	50	86	69	50	84	17	50	138	41	50	188	61	50	124	4	50	160	32	50	113	90	50	95	30	50	77	88	50	93	17	50	325	62	50	357	52	50	117	94	50
StateGrid	331	1520710386273	5	0	0	1	0	0	1	9	329	25	50	83	88	50	257	53	50	132	31	50	258	52	50	243	11	50	113	28	50	121	46	50	333	87	50	35	75	50	241	28	50	358	90	50	337	81	50	8	98	50	107	81	50	183	43	50	279	25	50	258	80	50	329	25	50	83	88	50	257	53	50	132	31	50	258	52	50	243	11	50	113	28	50	121	46	50	333	87	50	35	75	50	241	28	50	358	90	50	337	81	50	8	98	50	107	81	50	183	43	50	279	25	50	258	80	50
StateGrid	331	1520710386273	6	1	0	1	0	1	0	9	128	17	50	99	31	50	54	28	50	113	23	50	121	73	50	96	70	50	133	54	50	99	17	50	112	99	50	92	74	50	242	52	50	82	93	50	288	77	50	135	4	50	238	27	50	24	88	50	115	80	50	92	8	50	92	74	50	242	52	50	82	93	50	288	77	50	135	4	50	238	27	50	24	88	50	115	80	50	92	8	50	128	17	50	99	31	50	54	28	50	113	23	50	121	73	50	96	70	50	133	54	50	99	17	50	112	99	50
StateGrid	331	1520710386273	7	1	0	1	0	1	0	9	122	66	50	340	8	50	44	17	50	130	94	50	108	54	50	105	7	50	145	14	50	115	89	50	110	61	50	7	20	50	101	42	50	105	48	50	143	5	50	198	27	50	120	45	50	337	53	50	284	1	50	177	28	50	7	20	50	101	42	50	105	48	50	143	5	50	198	27	50	120	45	50	337	53	50	284	1	50	177	28	50	122	66	50	340	8	50	44	17	50	130	94	50	108	54	50	105	7	50	145	14	50	115	89	50	110	61	50
StateGrid	331	1520710386273	8	0	1	0	0	1	0	9	239	41	50	24	50	50	265	98	50	330	91	50	244	66	50	19	69	50	16	20	50	103	51	50	113	28	50	313	19	50	236	64	50	106	16	50	303	10	50	169	97	50	120	20	50	90	79	50	200	51	50	329	3	50	239	41	50	24	50	50	265	98	50	330	91	50	244	66	50	19	69	50	16	20	50	103	51	50	113	28	50	313	19	50	236	64	50	106	16	50	303	10	50	169	97	50	120	20	50	90	79	50	200	51	50	329	3	50
StateGrid	331	1520710386273	9	1	0	1	1	0	1	9	278	79	50	103	13	50	258	55	50	236	71	50	25	6	50	105	49	50	63	55	50	190	72	50	216	17	50	188	54	50	142	92	50	134	75	50	189	65	50	18	98	50	176	80	50	152	60	50	3	86	50	172	31	50	278	79	50	103	13	50	258	55	50	236	71	50	25	6	50	105	49	50	63	55	50	190	72	50	216	17	50	188	54	50	142	92	50	134	75	50	189	65	50	18	98	50	176	80	50	152	60	50	3	86	50	172	31	50
