type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	487	1520723651103	0	0	0	1	1	1	0	9	0	0	100	SKEWED	318	1	50	194	44	50	68	32	50	323	64	50	299	80	50	254	43	50	28	42	50	105	13	50	319	84	50	318	70	50	309	20	50	174	92	50	303	23	50	75	49	50	344	10	50	78	23	50	336	51	50	112	69	50	318	70	50	309	20	50	174	92	50	303	23	50	75	49	50	344	10	50	78	23	50	336	51	50	112	69	50	318	1	50	194	44	50	68	32	50	323	64	50	299	80	50	254	43	50	28	42	50	105	13	50	319	84	50
StateGrid	487	1520723651103	1	0	1	0	1	0	1	9	0.6	0	100	SKEWED	87	14	50	284	69	50	127	95	50	82	83	50	122	62	50	105	63	50	189	76	50	330	37	50	88	93	50	320	93	50	196	26	50	101	36	50	285	92	50	82	2	50	136	50	50	112	68	50	82	53	50	108	34	50	320	93	50	196	26	50	101	36	50	285	92	50	82	2	50	136	50	50	112	68	50	82	53	50	108	34	50	87	14	50	284	69	50	127	95	50	82	83	50	122	62	50	105	63	50	189	76	50	330	37	50	88	93	50
StateGrid	487	1520723651103	2	0	0	1	1	1	0	9	0.55	0	100	SKEWED	132	12	50	119	81	50	121	89	50	100	68	50	86	11	50	186	18	50	111	71	50	94	51	50	97	81	50	115	93	50	129	14	50	21	86	50	15	68	50	123	62	50	231	82	50	100	24	50	102	39	50	331	70	50	115	93	50	129	14	50	21	86	50	15	68	50	123	62	50	231	82	50	100	24	50	102	39	50	331	70	50	132	12	50	119	81	50	121	89	50	100	68	50	86	11	50	186	18	50	111	71	50	94	51	50	97	81	50
StateGrid	487	1520723651103	3	0	0	1	1	1	0	9	0.35	0	100	SKEWED	112	95	50	96	43	50	157	5	50	349	14	50	214	1	50	264	73	50	206	30	50	96	95	50	104	41	50	116	23	50	100	3	50	111	86	50	80	22	50	84	36	50	110	85	50	261	39	50	313	74	50	157	9	50	116	23	50	100	3	50	111	86	50	80	22	50	84	36	50	110	85	50	261	39	50	313	74	50	157	9	50	112	95	50	96	43	50	157	5	50	349	14	50	214	1	50	264	73	50	206	30	50	96	95	50	104	41	50
StateGrid	487	1520723651103	4	0	0	1	1	1	0	9	0.65	0	100	SKEWED	101	45	50	92	28	50	134	50	50	108	93	50	117	31	50	85	80	50	123	47	50	110	78	50	168	99	50	237	4	50	97	1	50	132	89	50	104	72	50	14	60	50	209	80	50	278	49	50	100	75	50	179	6	50	237	4	50	97	1	50	132	89	50	104	72	50	14	60	50	209	80	50	278	49	50	100	75	50	179	6	50	101	45	50	92	28	50	134	50	50	108	93	50	117	31	50	85	80	50	123	47	50	110	78	50	168	99	50
StateGrid	487	1520723651103	5	1	1	0	1	1	0	9	0.85	0	100	SKEWED	98	25	50	120	49	50	115	55	50	87	9	50	130	88	50	106	89	50	264	36	50	107	43	50	115	67	50	125	22	50	112	19	50	113	11	50	107	12	50	98	42	50	329	41	50	80	52	50	80	63	50	95	2	50	98	25	50	120	49	50	115	55	50	87	9	50	130	88	50	106	89	50	264	36	50	107	43	50	115	67	50	125	22	50	112	19	50	113	11	50	107	12	50	98	42	50	329	41	50	80	52	50	80	63	50	95	2	50
StateGrid	487	1520723651103	6	0	1	0	0	1	0	9	0.25	0	100	SKEWED	81	46	50	18	73	50	336	93	50	88	18	50	126	58	50	334	79	50	132	66	50	348	50	50	112	96	50	89	8	50	89	73	50	57	22	50	148	13	50	305	21	50	133	87	50	113	76	50	198	14	50	92	17	50	81	46	50	18	73	50	336	93	50	88	18	50	126	58	50	334	79	50	132	66	50	348	50	50	112	96	50	89	8	50	89	73	50	57	22	50	148	13	50	305	21	50	133	87	50	113	76	50	198	14	50	92	17	50
StateGrid	487	1520723651103	7	0	1	0	0	1	0	9	0.75	0	100	SKEWED	133	55	50	120	4	50	80	87	50	121	77	50	2	84	50	119	57	50	103	65	50	104	28	50	107	52	50	131	87	50	121	18	50	114	41	50	124	70	50	93	83	50	99	80	50	102	59	50	71	31	50	91	29	50	133	55	50	120	4	50	80	87	50	121	77	50	2	84	50	119	57	50	103	65	50	104	28	50	107	52	50	131	87	50	121	18	50	114	41	50	124	70	50	93	83	50	99	80	50	102	59	50	71	31	50	91	29	50
StateGrid	487	1520723651103	8	1	0	1	0	1	0	9	0.45	0	100	SKEWED	181	48	50	107	2	50	258	18	50	48	53	50	102	24	50	96	40	50	97	79	50	93	86	50	128	35	50	115	30	50	309	77	50	78	76	50	97	64	50	272	12	50	138	75	50	111	41	50	111	67	50	143	27	50	115	30	50	309	77	50	78	76	50	97	64	50	272	12	50	138	75	50	111	41	50	111	67	50	143	27	50	181	48	50	107	2	50	258	18	50	48	53	50	102	24	50	96	40	50	97	79	50	93	86	50	128	35	50
StateGrid	487	1520723651103	9	0	0	1	0	0	1	9	0.1	0	100	SKEWED	12	89	50	214	7	50	172	90	50	250	80	50	38	41	50	1	57	50	297	89	50	271	61	50	213	31	50	187	57	50	297	99	50	200	5	50	98	24	50	79	27	50	345	13	50	123	11	50	14	63	50	314	4	50	12	89	50	214	7	50	172	90	50	250	80	50	38	41	50	1	57	50	297	89	50	271	61	50	213	31	50	187	57	50	297	99	50	200	5	50	98	24	50	79	27	50	345	13	50	123	11	50	14	63	50	314	4	50
