type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	570	1520723651555	0	0	0	1	1	1	0	9	0.75	0	100	SKEWED	106	21	50	316	70	50	95	10	50	107	32	50	130	75	50	125	38	50	13	14	50	127	11	50	170	68	50	124	26	50	126	4	50	83	5	50	257	11	50	125	97	50	351	76	50	129	36	50	105	11	50	329	74	50	124	26	50	126	4	50	83	5	50	257	11	50	125	97	50	351	76	50	129	36	50	105	11	50	329	74	50	106	21	50	316	70	50	95	10	50	107	32	50	130	75	50	125	38	50	13	14	50	127	11	50	170	68	50
StateGrid	570	1520723651555	1	1	1	0	0	0	1	9	0.55	0	100	SKEWED	110	69	50	104	46	50	82	35	50	42	84	50	123	76	50	201	58	50	126	86	50	131	90	50	85	87	50	101	91	50	105	93	50	124	41	50	107	27	50	126	57	50	81	73	50	120	26	50	119	8	50	180	32	50	101	91	50	105	93	50	124	41	50	107	27	50	126	57	50	81	73	50	120	26	50	119	8	50	180	32	50	110	69	50	104	46	50	82	35	50	42	84	50	123	76	50	201	58	50	126	86	50	131	90	50	85	87	50
StateGrid	570	1520723651555	2	0	0	1	1	1	0	9	0.95	0	100	SKEWED	132	12	50	120	27	50	103	14	50	131	38	50	139	73	50	89	23	50	118	63	50	119	93	50	111	3	50	137	94	50	112	93	50	88	26	50	136	79	50	127	5	50	94	88	50	100	17	50	92	29	50	115	23	50	137	94	50	112	93	50	88	26	50	136	79	50	127	5	50	94	88	50	100	17	50	92	29	50	115	23	50	132	12	50	120	27	50	103	14	50	131	38	50	139	73	50	89	23	50	118	63	50	119	93	50	111	3	50
StateGrid	570	1520723651555	3	1	1	0	0	0	1	9	0.05	0	100	SKEWED	327	9	50	355	3	50	169	79	50	23	35	50	269	24	50	198	73	50	333	71	50	190	16	50	319	25	50	77	67	50	188	5	50	170	72	50	28	3	50	250	3	50	325	69	50	235	9	50	41	75	50	100	30	50	77	67	50	188	5	50	170	72	50	28	3	50	250	3	50	325	69	50	235	9	50	41	75	50	100	30	50	327	9	50	355	3	50	169	79	50	23	35	50	269	24	50	198	73	50	333	71	50	190	16	50	319	25	50
StateGrid	570	1520723651555	4	1	1	0	0	0	1	9	0.45	0	100	SKEWED	88	35	50	169	20	50	116	93	50	100	34	50	62	39	50	134	38	50	123	1	50	123	91	50	94	17	50	12	76	50	25	51	50	219	39	50	126	54	50	112	5	50	83	70	50	134	5	50	139	92	50	132	39	50	12	76	50	25	51	50	219	39	50	126	54	50	112	5	50	83	70	50	134	5	50	139	92	50	132	39	50	88	35	50	169	20	50	116	93	50	100	34	50	62	39	50	134	38	50	123	1	50	123	91	50	94	17	50
StateGrid	570	1520723651555	5	0	0	1	0	0	1	9	0.8	0	100	SKEWED	133	39	50	93	91	50	90	9	50	222	31	50	87	42	50	196	47	50	115	86	50	198	21	50	92	46	50	97	98	50	135	92	50	98	23	50	95	30	50	259	18	50	127	44	50	102	40	50	129	77	50	99	98	50	133	39	50	93	91	50	90	9	50	222	31	50	87	42	50	196	47	50	115	86	50	198	21	50	92	46	50	97	98	50	135	92	50	98	23	50	95	30	50	259	18	50	127	44	50	102	40	50	129	77	50	99	98	50
StateGrid	570	1520723651555	6	1	1	0	1	1	0	9	0.1	0	100	SKEWED	317	30	50	155	57	50	120	70	50	332	64	50	68	34	50	312	68	50	134	42	50	228	19	50	274	93	50	197	7	50	200	22	50	3	55	50	106	60	50	181	4	50	7	69	50	115	97	50	52	61	50	27	54	50	317	30	50	155	57	50	120	70	50	332	64	50	68	34	50	312	68	50	134	42	50	228	19	50	274	93	50	197	7	50	200	22	50	3	55	50	106	60	50	181	4	50	7	69	50	115	97	50	52	61	50	27	54	50
StateGrid	570	1520723651555	7	1	1	0	1	1	0	9	0.85	0	100	SKEWED	136	32	50	94	39	50	93	33	50	86	49	50	243	94	50	116	27	50	129	61	50	82	74	50	82	35	50	133	13	50	111	65	50	95	32	50	178	91	50	115	23	50	100	91	50	138	22	50	107	77	50	117	69	50	136	32	50	94	39	50	93	33	50	86	49	50	243	94	50	116	27	50	129	61	50	82	74	50	82	35	50	133	13	50	111	65	50	95	32	50	178	91	50	115	23	50	100	91	50	138	22	50	107	77	50	117	69	50
StateGrid	570	1520723651555	8	1	0	1	1	0	1	9	0	0	100	SKEWED	238	37	50	136	13	50	72	34	50	41	79	50	201	19	50	152	96	50	329	9	50	120	16	50	315	38	50	41	77	50	244	18	50	69	56	50	223	29	50	165	6	50	164	46	50	202	31	50	28	17	50	32	71	50	238	37	50	136	13	50	72	34	50	41	79	50	201	19	50	152	96	50	329	9	50	120	16	50	315	38	50	41	77	50	244	18	50	69	56	50	223	29	50	165	6	50	164	46	50	202	31	50	28	17	50	32	71	50
StateGrid	570	1520723651555	9	1	0	1	1	0	1	9	0.25	0	100	SKEWED	261	73	50	82	22	50	96	67	50	351	84	50	208	14	50	231	87	50	23	67	50	127	9	50	115	62	50	127	23	50	106	66	50	128	79	50	80	27	50	119	59	50	317	37	50	135	0	50	85	69	50	137	80	50	261	73	50	82	22	50	96	67	50	351	84	50	208	14	50	231	87	50	23	67	50	127	9	50	115	62	50	127	23	50	106	66	50	128	79	50	80	27	50	119	59	50	317	37	50	135	0	50	85	69	50	137	80	50
