type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	156	1520710384986	0	0	0	1	0	0	1	9	104	35	50	135	18	50	267	92	50	99	5	50	137	76	50	114	67	50	138	62	50	66	72	50	118	22	50	223	7	50	331	49	50	98	49	50	118	60	50	139	18	50	83	19	50	33	76	50	166	5	50	278	49	50	104	35	50	135	18	50	267	92	50	99	5	50	137	76	50	114	67	50	138	62	50	66	72	50	118	22	50	223	7	50	331	49	50	98	49	50	118	60	50	139	18	50	83	19	50	33	76	50	166	5	50	278	49	50
StateGrid	156	1520710384986	1	1	1	0	0	0	1	9	268	12	50	0	15	50	48	55	50	95	6	50	268	44	50	234	25	50	206	80	50	171	67	50	118	55	50	164	43	50	134	84	50	105	26	50	156	94	50	132	54	50	105	71	50	116	86	50	108	10	50	270	18	50	164	43	50	134	84	50	105	26	50	156	94	50	132	54	50	105	71	50	116	86	50	108	10	50	270	18	50	268	12	50	0	15	50	48	55	50	95	6	50	268	44	50	234	25	50	206	80	50	171	67	50	118	55	50
StateGrid	156	1520710384986	2	0	1	0	1	0	1	9	12	35	50	148	91	50	137	5	50	170	58	50	89	7	50	70	85	50	178	17	50	99	86	50	95	60	50	86	80	50	87	1	50	266	34	50	100	55	50	108	91	50	284	98	50	237	8	50	259	31	50	24	98	50	86	80	50	87	1	50	266	34	50	100	55	50	108	91	50	284	98	50	237	8	50	259	31	50	24	98	50	12	35	50	148	91	50	137	5	50	170	58	50	89	7	50	70	85	50	178	17	50	99	86	50	95	60	50
StateGrid	156	1520710384986	3	0	1	0	1	0	1	9	133	4	50	171	0	50	101	18	50	95	2	50	115	55	50	250	12	50	114	69	50	87	6	50	102	97	50	293	67	50	93	22	50	124	83	50	118	38	50	89	13	50	109	18	50	312	95	50	231	46	50	105	22	50	293	67	50	93	22	50	124	83	50	118	38	50	89	13	50	109	18	50	312	95	50	231	46	50	105	22	50	133	4	50	171	0	50	101	18	50	95	2	50	115	55	50	250	12	50	114	69	50	87	6	50	102	97	50
StateGrid	156	1520710384986	4	1	0	1	0	1	0	9	121	90	50	130	80	50	92	57	50	80	19	50	118	28	50	127	78	50	185	92	50	4	79	50	119	69	50	187	65	50	134	5	50	126	4	50	308	70	50	53	72	50	95	9	50	121	65	50	120	74	50	112	9	50	187	65	50	134	5	50	126	4	50	308	70	50	53	72	50	95	9	50	121	65	50	120	74	50	112	9	50	121	90	50	130	80	50	92	57	50	80	19	50	118	28	50	127	78	50	185	92	50	4	79	50	119	69	50
StateGrid	156	1520710384986	5	0	0	1	1	1	0	9	81	3	50	120	95	50	314	24	50	226	2	50	131	96	50	246	62	50	77	8	50	301	81	50	300	6	50	178	99	50	306	15	50	356	95	50	122	51	50	255	2	50	101	24	50	90	44	50	194	31	50	331	77	50	178	99	50	306	15	50	356	95	50	122	51	50	255	2	50	101	24	50	90	44	50	194	31	50	331	77	50	81	3	50	120	95	50	314	24	50	226	2	50	131	96	50	246	62	50	77	8	50	301	81	50	300	6	50
StateGrid	156	1520710384986	6	1	1	0	0	0	1	9	302	24	50	353	49	50	3	89	50	93	10	50	62	73	50	238	28	50	74	93	50	243	63	50	11	96	50	199	54	50	91	62	50	218	94	50	265	35	50	244	27	50	172	15	50	316	55	50	334	54	50	98	66	50	199	54	50	91	62	50	218	94	50	265	35	50	244	27	50	172	15	50	316	55	50	334	54	50	98	66	50	302	24	50	353	49	50	3	89	50	93	10	50	62	73	50	238	28	50	74	93	50	243	63	50	11	96	50
StateGrid	156	1520710384986	7	1	1	0	1	1	0	9	123	15	50	123	73	50	138	18	50	206	48	50	105	0	50	100	96	50	118	3	50	127	14	50	316	68	50	87	95	50	123	17	50	81	76	50	100	26	50	126	82	50	95	23	50	117	36	50	127	81	50	132	27	50	123	15	50	123	73	50	138	18	50	206	48	50	105	0	50	100	96	50	118	3	50	127	14	50	316	68	50	87	95	50	123	17	50	81	76	50	100	26	50	126	82	50	95	23	50	117	36	50	127	81	50	132	27	50
StateGrid	156	1520710384986	8	0	1	0	0	1	0	9	252	53	50	93	52	50	89	18	50	45	67	50	276	2	50	104	45	50	20	92	50	329	92	50	141	73	50	194	17	50	38	11	50	274	71	50	102	43	50	98	23	50	196	51	50	102	73	50	24	32	50	337	60	50	252	53	50	93	52	50	89	18	50	45	67	50	276	2	50	104	45	50	20	92	50	329	92	50	141	73	50	194	17	50	38	11	50	274	71	50	102	43	50	98	23	50	196	51	50	102	73	50	24	32	50	337	60	50
StateGrid	156	1520710384986	9	0	0	1	0	0	1	9	98	92	50	103	86	50	86	15	50	111	71	50	108	70	50	120	28	50	89	56	50	102	21	50	119	37	50	118	27	50	99	4	50	92	63	50	80	21	50	99	20	50	90	97	50	186	82	50	84	92	50	83	89	50	98	92	50	103	86	50	86	15	50	111	71	50	108	70	50	120	28	50	89	56	50	102	21	50	119	37	50	118	27	50	99	4	50	92	63	50	80	21	50	99	20	50	90	97	50	186	82	50	84	92	50	83	89	50
