type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	651	1520710388048	0	0	1	0	1	0	1	9	119	63	50	283	52	50	345	43	50	5	52	50	249	99	50	21	47	50	83	36	50	140	5	50	260	48	50	333	46	50	118	9	50	89	83	50	172	29	50	167	69	50	129	89	50	191	29	50	201	95	50	28	97	50	333	46	50	118	9	50	89	83	50	172	29	50	167	69	50	129	89	50	191	29	50	201	95	50	28	97	50	119	63	50	283	52	50	345	43	50	5	52	50	249	99	50	21	47	50	83	36	50	140	5	50	260	48	50
StateGrid	651	1520710388048	1	0	0	1	0	0	1	9	100	66	50	13	2	50	330	90	50	295	4	50	7	3	50	113	63	50	86	55	50	275	84	50	114	58	50	268	90	50	192	85	50	167	16	50	205	91	50	323	34	50	33	59	50	356	39	50	356	42	50	147	5	50	100	66	50	13	2	50	330	90	50	295	4	50	7	3	50	113	63	50	86	55	50	275	84	50	114	58	50	268	90	50	192	85	50	167	16	50	205	91	50	323	34	50	33	59	50	356	39	50	356	42	50	147	5	50
StateGrid	651	1520710388048	2	1	1	0	0	0	1	9	99	5	50	107	0	50	234	89	50	139	12	50	127	68	50	31	58	50	41	51	50	139	7	50	2	29	50	94	48	50	110	62	50	91	21	50	199	50	50	206	88	50	126	82	50	92	19	50	125	58	50	131	29	50	94	48	50	110	62	50	91	21	50	199	50	50	206	88	50	126	82	50	92	19	50	125	58	50	131	29	50	99	5	50	107	0	50	234	89	50	139	12	50	127	68	50	31	58	50	41	51	50	139	7	50	2	29	50
StateGrid	651	1520710388048	3	0	1	0	0	1	0	9	196	16	50	24	34	50	222	21	50	187	71	50	33	77	50	53	29	50	43	24	50	32	57	50	172	75	50	235	43	50	266	39	50	102	96	50	104	63	50	87	12	50	144	51	50	111	68	50	197	29	50	315	49	50	196	16	50	24	34	50	222	21	50	187	71	50	33	77	50	53	29	50	43	24	50	32	57	50	172	75	50	235	43	50	266	39	50	102	96	50	104	63	50	87	12	50	144	51	50	111	68	50	197	29	50	315	49	50
StateGrid	651	1520710388048	4	0	1	0	0	1	0	9	108	94	50	86	38	50	88	8	50	340	57	50	296	48	50	218	47	50	274	30	50	201	63	50	196	9	50	139	11	50	270	88	50	91	74	50	106	63	50	88	46	50	322	57	50	129	6	50	138	18	50	138	64	50	108	94	50	86	38	50	88	8	50	340	57	50	296	48	50	218	47	50	274	30	50	201	63	50	196	9	50	139	11	50	270	88	50	91	74	50	106	63	50	88	46	50	322	57	50	129	6	50	138	18	50	138	64	50
StateGrid	651	1520710388048	5	0	1	0	0	1	0	9	227	28	50	201	99	50	344	89	50	335	98	50	101	99	50	63	42	50	342	3	50	111	16	50	139	41	50	96	92	50	4	83	50	114	85	50	64	94	50	178	58	50	260	39	50	30	50	50	84	83	50	351	95	50	227	28	50	201	99	50	344	89	50	335	98	50	101	99	50	63	42	50	342	3	50	111	16	50	139	41	50	96	92	50	4	83	50	114	85	50	64	94	50	178	58	50	260	39	50	30	50	50	84	83	50	351	95	50
StateGrid	651	1520710388049	6	0	0	1	1	1	0	9	350	6	50	62	94	50	91	91	50	303	8	50	39	93	50	343	15	50	134	78	50	281	55	50	133	57	50	320	50	50	86	15	50	40	51	50	35	90	50	235	1	50	340	90	50	224	40	50	131	44	50	252	38	50	320	50	50	86	15	50	40	51	50	35	90	50	235	1	50	340	90	50	224	40	50	131	44	50	252	38	50	350	6	50	62	94	50	91	91	50	303	8	50	39	93	50	343	15	50	134	78	50	281	55	50	133	57	50
StateGrid	651	1520710388049	7	0	1	0	0	1	0	9	115	28	50	90	21	50	106	30	50	252	5	50	192	57	50	133	33	50	83	56	50	121	42	50	178	63	50	99	99	50	111	97	50	200	39	50	121	31	50	98	94	50	118	0	50	133	13	50	107	6	50	130	7	50	115	28	50	90	21	50	106	30	50	252	5	50	192	57	50	133	33	50	83	56	50	121	42	50	178	63	50	99	99	50	111	97	50	200	39	50	121	31	50	98	94	50	118	0	50	133	13	50	107	6	50	130	7	50
StateGrid	651	1520710388049	8	1	1	0	0	0	1	9	151	21	50	128	4	50	92	4	50	113	2	50	108	6	50	130	30	50	119	79	50	119	12	50	132	25	50	132	68	50	134	38	50	89	97	50	132	53	50	109	73	50	210	7	50	114	15	50	99	54	50	124	79	50	132	68	50	134	38	50	89	97	50	132	53	50	109	73	50	210	7	50	114	15	50	99	54	50	124	79	50	151	21	50	128	4	50	92	4	50	113	2	50	108	6	50	130	30	50	119	79	50	119	12	50	132	25	50
StateGrid	651	1520710388049	9	0	1	0	1	0	1	9	316	66	50	66	57	50	93	3	50	74	42	50	117	60	50	103	75	50	230	45	50	137	2	50	292	21	50	132	89	50	191	0	50	260	46	50	348	12	50	120	14	50	303	44	50	99	50	50	357	56	50	53	85	50	132	89	50	191	0	50	260	46	50	348	12	50	120	14	50	303	44	50	99	50	50	357	56	50	53	85	50	316	66	50	66	57	50	93	3	50	74	42	50	117	60	50	103	75	50	230	45	50	137	2	50	292	21	50
