type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	829	1520723652826	0	1	0	1	1	0	1	9	0	0	100	SKEWED	56	4	50	279	20	50	89	69	50	238	34	50	324	85	50	255	30	50	212	19	50	188	77	50	174	30	50	73	44	50	274	40	50	167	93	50	297	60	50	128	75	50	330	79	50	40	6	50	289	60	50	351	24	50	56	4	50	279	20	50	89	69	50	238	34	50	324	85	50	255	30	50	212	19	50	188	77	50	174	30	50	73	44	50	274	40	50	167	93	50	297	60	50	128	75	50	330	79	50	40	6	50	289	60	50	351	24	50
StateGrid	829	1520723652826	1	1	1	0	1	1	0	9	0.85	0	100	SKEWED	117	74	50	90	11	50	107	14	50	20	41	50	86	20	50	139	12	50	86	86	50	101	20	50	104	86	50	80	77	50	132	78	50	257	35	50	136	24	50	138	54	50	128	79	50	105	23	50	87	35	50	153	30	50	117	74	50	90	11	50	107	14	50	20	41	50	86	20	50	139	12	50	86	86	50	101	20	50	104	86	50	80	77	50	132	78	50	257	35	50	136	24	50	138	54	50	128	79	50	105	23	50	87	35	50	153	30	50
StateGrid	829	1520723652826	2	1	1	0	1	1	0	9	0.4	0	100	SKEWED	135	39	50	122	14	50	102	50	50	171	86	50	342	14	50	321	83	50	2	76	50	276	10	50	166	82	50	99	79	50	89	29	50	121	92	50	88	54	50	121	1	50	244	27	50	266	19	50	131	37	50	132	26	50	135	39	50	122	14	50	102	50	50	171	86	50	342	14	50	321	83	50	2	76	50	276	10	50	166	82	50	99	79	50	89	29	50	121	92	50	88	54	50	121	1	50	244	27	50	266	19	50	131	37	50	132	26	50
StateGrid	829	1520723652827	3	0	0	1	0	0	1	9	0.45	0	100	SKEWED	98	56	50	101	99	50	125	94	50	134	35	50	131	47	50	322	94	50	96	1	50	355	26	50	90	93	50	62	28	50	110	98	50	115	50	50	113	69	50	311	43	50	116	18	50	86	81	50	207	38	50	131	74	50	98	56	50	101	99	50	125	94	50	134	35	50	131	47	50	322	94	50	96	1	50	355	26	50	90	93	50	62	28	50	110	98	50	115	50	50	113	69	50	311	43	50	116	18	50	86	81	50	207	38	50	131	74	50
StateGrid	829	1520723652827	4	0	0	1	1	1	0	9	0.15	0	100	SKEWED	141	32	50	132	70	50	161	19	50	105	31	50	292	2	50	121	58	50	358	5	50	333	40	50	92	32	50	86	88	50	294	88	50	2	16	50	358	80	50	340	53	50	40	30	50	42	39	50	170	52	50	128	52	50	86	88	50	294	88	50	2	16	50	358	80	50	340	53	50	40	30	50	42	39	50	170	52	50	128	52	50	141	32	50	132	70	50	161	19	50	105	31	50	292	2	50	121	58	50	358	5	50	333	40	50	92	32	50
StateGrid	829	1520723652827	5	0	0	1	0	0	1	9	0.95	0	100	SKEWED	112	45	50	132	82	50	124	2	50	129	4	50	100	71	50	96	59	50	97	29	50	85	93	50	102	64	50	100	87	50	124	11	50	102	75	50	132	12	50	86	40	50	133	57	50	103	68	50	138	75	50	130	47	50	112	45	50	132	82	50	124	2	50	129	4	50	100	71	50	96	59	50	97	29	50	85	93	50	102	64	50	100	87	50	124	11	50	102	75	50	132	12	50	86	40	50	133	57	50	103	68	50	138	75	50	130	47	50
StateGrid	829	1520723652827	6	1	1	0	0	0	1	9	0.75	0	100	SKEWED	118	64	50	113	97	50	104	85	50	84	34	50	234	52	50	97	30	50	98	49	50	138	77	50	64	87	50	88	18	50	101	65	50	133	62	50	86	40	50	113	15	50	110	99	50	94	98	50	127	4	50	31	87	50	88	18	50	101	65	50	133	62	50	86	40	50	113	15	50	110	99	50	94	98	50	127	4	50	31	87	50	118	64	50	113	97	50	104	85	50	84	34	50	234	52	50	97	30	50	98	49	50	138	77	50	64	87	50
StateGrid	829	1520723652827	7	1	0	1	1	0	1	9	0.35	0	100	SKEWED	242	43	50	156	55	50	289	88	50	291	28	50	120	20	50	332	56	50	67	26	50	127	76	50	334	8	50	98	17	50	120	72	50	209	4	50	288	76	50	174	68	50	134	9	50	83	60	50	259	5	50	106	46	50	242	43	50	156	55	50	289	88	50	291	28	50	120	20	50	332	56	50	67	26	50	127	76	50	334	8	50	98	17	50	120	72	50	209	4	50	288	76	50	174	68	50	134	9	50	83	60	50	259	5	50	106	46	50
StateGrid	829	1520723652827	8	0	0	1	1	1	0	9	0.5	0	100	SKEWED	91	59	50	83	92	50	137	26	50	91	60	50	96	79	50	322	95	50	219	76	50	219	46	50	243	51	50	87	96	50	8	67	50	116	66	50	66	64	50	34	57	50	210	96	50	282	50	50	296	99	50	18	90	50	87	96	50	8	67	50	116	66	50	66	64	50	34	57	50	210	96	50	282	50	50	296	99	50	18	90	50	91	59	50	83	92	50	137	26	50	91	60	50	96	79	50	322	95	50	219	76	50	219	46	50	243	51	50
StateGrid	829	1520723652827	9	0	1	0	1	0	1	9	0.9	0	100	SKEWED	80	7	50	99	3	50	106	63	50	131	17	50	102	98	50	91	25	50	123	97	50	309	18	50	130	67	50	85	13	50	102	40	50	123	2	50	137	12	50	94	65	50	135	89	50	96	13	50	110	95	50	113	88	50	85	13	50	102	40	50	123	2	50	137	12	50	94	65	50	135	89	50	96	13	50	110	95	50	113	88	50	80	7	50	99	3	50	106	63	50	131	17	50	102	98	50	91	25	50	123	97	50	309	18	50	130	67	50
