type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	skewProb	colorDiffMin	colorDiffMax	condition	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	32	1520723648621	0	1	1	0	0	0	1	9	0.1	0	100	SKEWED	51	36	50	277	29	50	286	27	50	119	82	50	274	71	50	345	32	50	2	51	50	191	6	50	245	67	50	320	75	50	172	98	50	276	65	50	261	72	50	169	94	50	255	96	50	4	87	50	70	74	50	68	81	50	320	75	50	172	98	50	276	65	50	261	72	50	169	94	50	255	96	50	4	87	50	70	74	50	68	81	50	51	36	50	277	29	50	286	27	50	119	82	50	274	71	50	345	32	50	2	51	50	191	6	50	245	67	50
StateGrid	32	1520723648621	1	1	0	1	1	0	1	9	0.35	0	100	SKEWED	102	32	50	291	13	50	123	51	50	122	64	50	121	34	50	331	96	50	284	97	50	270	96	50	82	51	50	90	17	50	129	35	50	97	81	50	352	99	50	149	47	50	270	7	50	100	37	50	115	23	50	18	61	50	102	32	50	291	13	50	123	51	50	122	64	50	121	34	50	331	96	50	284	97	50	270	96	50	82	51	50	90	17	50	129	35	50	97	81	50	352	99	50	149	47	50	270	7	50	100	37	50	115	23	50	18	61	50
StateGrid	32	1520723648621	2	1	0	1	0	1	0	9	0.85	0	100	SKEWED	111	74	50	130	76	50	107	40	50	138	56	50	103	39	50	106	69	50	5	3	50	112	12	50	128	6	50	108	56	50	92	44	50	138	53	50	123	16	50	138	87	50	120	69	50	101	27	50	69	76	50	314	27	50	108	56	50	92	44	50	138	53	50	123	16	50	138	87	50	120	69	50	101	27	50	69	76	50	314	27	50	111	74	50	130	76	50	107	40	50	138	56	50	103	39	50	106	69	50	5	3	50	112	12	50	128	6	50
StateGrid	32	1520723648621	3	0	1	0	0	1	0	9	0.65	0	100	SKEWED	251	26	50	117	55	50	108	83	50	95	20	50	101	34	50	90	50	50	95	30	50	82	32	50	130	63	50	91	99	50	103	49	50	81	96	50	101	39	50	68	3	50	127	55	50	99	29	50	108	11	50	52	49	50	251	26	50	117	55	50	108	83	50	95	20	50	101	34	50	90	50	50	95	30	50	82	32	50	130	63	50	91	99	50	103	49	50	81	96	50	101	39	50	68	3	50	127	55	50	99	29	50	108	11	50	52	49	50
StateGrid	32	1520723648622	4	1	0	1	1	0	1	9	0.4	0	100	SKEWED	93	27	50	90	59	50	133	29	50	132	11	50	106	92	50	6	24	50	109	27	50	59	97	50	85	86	50	30	99	50	97	80	50	13	55	50	46	80	50	109	15	50	59	71	50	135	31	50	44	36	50	322	13	50	93	27	50	90	59	50	133	29	50	132	11	50	106	92	50	6	24	50	109	27	50	59	97	50	85	86	50	30	99	50	97	80	50	13	55	50	46	80	50	109	15	50	59	71	50	135	31	50	44	36	50	322	13	50
StateGrid	32	1520723648622	5	0	1	0	1	0	1	9	0.2	0	100	SKEWED	310	89	50	83	63	50	182	16	50	129	8	50	115	39	50	138	62	50	122	1	50	137	8	50	43	90	50	76	81	50	347	73	50	127	75	50	92	28	50	192	8	50	173	9	50	106	19	50	264	11	50	325	13	50	76	81	50	347	73	50	127	75	50	92	28	50	192	8	50	173	9	50	106	19	50	264	11	50	325	13	50	310	89	50	83	63	50	182	16	50	129	8	50	115	39	50	138	62	50	122	1	50	137	8	50	43	90	50
StateGrid	32	1520723648622	6	1	0	1	0	1	0	9	0.75	0	100	SKEWED	117	78	50	112	99	50	96	5	50	97	24	50	85	68	50	114	60	50	152	40	50	107	58	50	175	61	50	274	59	50	65	23	50	110	70	50	137	13	50	97	67	50	136	48	50	107	69	50	119	47	50	106	44	50	274	59	50	65	23	50	110	70	50	137	13	50	97	67	50	136	48	50	107	69	50	119	47	50	106	44	50	117	78	50	112	99	50	96	5	50	97	24	50	85	68	50	114	60	50	152	40	50	107	58	50	175	61	50
StateGrid	32	1520723648622	7	0	1	0	0	1	0	9	0.05	0	100	SKEWED	64	73	50	101	58	50	290	90	50	216	1	50	20	96	50	299	31	50	133	25	50	106	34	50	141	7	50	150	73	50	27	96	50	233	36	50	91	85	50	247	68	50	328	27	50	72	78	50	9	43	50	271	10	50	64	73	50	101	58	50	290	90	50	216	1	50	20	96	50	299	31	50	133	25	50	106	34	50	141	7	50	150	73	50	27	96	50	233	36	50	91	85	50	247	68	50	328	27	50	72	78	50	9	43	50	271	10	50
StateGrid	32	1520723648622	8	1	0	1	1	0	1	9	0.6	0	100	SKEWED	85	62	50	317	33	50	89	37	50	195	69	50	9	5	50	110	90	50	289	9	50	123	24	50	99	3	50	136	76	50	77	15	50	169	55	50	214	92	50	339	48	50	102	39	50	112	52	50	252	90	50	137	37	50	85	62	50	317	33	50	89	37	50	195	69	50	9	5	50	110	90	50	289	9	50	123	24	50	99	3	50	136	76	50	77	15	50	169	55	50	214	92	50	339	48	50	102	39	50	112	52	50	252	90	50	137	37	50
StateGrid	32	1520723648622	9	0	0	1	0	0	1	9	0.55	0	100	SKEWED	119	62	50	221	69	50	124	19	50	114	47	50	115	65	50	119	23	50	35	7	50	123	48	50	64	60	50	268	40	50	92	60	50	145	29	50	131	70	50	80	49	50	325	92	50	114	43	50	101	64	50	202	11	50	119	62	50	221	69	50	124	19	50	114	47	50	115	65	50	119	23	50	35	7	50	123	48	50	64	60	50	268	40	50	92	60	50	145	29	50	131	70	50	80	49	50	325	92	50	114	43	50	101	64	50	202	11	50
