type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	183	1516251555532	0	0	0	1	1	1	0	4	327	62	50	64	15	50	10	82	50	190	36	50	63	44	50	162	11	50	100	0	50	258	73	50	154	45	50	327	62	50	64	15	50	245	3	50	190	36	50	293	4	50	162	11	50	100	0	50	236	83	50	89	67	50	327	62	50	64	15	50	245	3	50	190	36	50	293	4	50	162	11	50	100	0	50	236	83	50	89	67	50	327	62	50	64	15	50	10	82	50	190	36	50	63	44	50	162	11	50	100	0	50	258	73	50	154	45	50
StateGrid	183	1516251555532	1	0	1	0	0	1	0	4	162	62	50	232	26	50	281	63	50	155	3	50	194	91	50	284	46	50	99	44	50	63	70	50	332	34	50	162	62	50	300	13	50	9	78	50	271	43	50	194	91	50	284	46	50	99	44	50	63	70	50	200	51	50	162	62	50	232	26	50	281	63	50	155	3	50	194	91	50	284	46	50	99	44	50	63	70	50	332	34	50	162	62	50	300	13	50	9	78	50	271	43	50	194	91	50	284	46	50	99	44	50	63	70	50	200	51	50
StateGrid	183	1516251555532	2	1	1	0	0	0	1	1	277	28	50	14	60	50	144	87	50	1	78	50	162	6	50	251	84	50	19	16	50	258	49	50	260	16	50	277	28	50	14	60	50	144	87	50	208	22	50	162	6	50	251	84	50	19	16	50	258	49	50	260	16	50	277	28	50	14	60	50	144	87	50	208	22	50	162	6	50	251	84	50	19	16	50	258	49	50	260	16	50	277	28	50	14	60	50	144	87	50	1	78	50	162	6	50	251	84	50	19	16	50	258	49	50	260	16	50
StateGrid	183	1516251555533	3	1	1	0	1	1	0	3	193	98	50	213	80	50	115	15	50	301	80	50	28	38	50	283	22	50	206	84	50	169	74	50	293	95	50	235	55	50	17	80	50	115	15	50	25	14	50	28	38	50	283	22	50	206	84	50	169	74	50	293	95	50	193	98	50	213	80	50	115	15	50	301	80	50	28	38	50	283	22	50	206	84	50	169	74	50	293	95	50	235	55	50	17	80	50	115	15	50	25	14	50	28	38	50	283	22	50	206	84	50	169	74	50	293	95	50
StateGrid	183	1516251555533	4	0	0	1	0	0	1	2	184	19	50	270	91	50	271	14	50	108	82	50	263	36	50	301	99	50	67	29	50	127	20	50	76	32	50	44	57	50	270	91	50	271	14	50	108	82	50	263	36	50	301	99	50	276	55	50	127	20	50	76	32	50	184	19	50	270	91	50	271	14	50	108	82	50	263	36	50	301	99	50	67	29	50	127	20	50	76	32	50	44	57	50	270	91	50	271	14	50	108	82	50	263	36	50	301	99	50	276	55	50	127	20	50	76	32	50
StateGrid	183	1516251555533	5	0	0	1	1	1	0	3	104	20	50	24	93	50	203	90	50	310	80	50	275	72	50	335	25	50	49	34	50	179	14	50	324	67	50	104	20	50	24	93	50	203	90	50	7	7	50	275	72	50	25	5	50	49	34	50	179	14	50	19	28	50	104	20	50	24	93	50	203	90	50	7	7	50	275	72	50	25	5	50	49	34	50	179	14	50	19	28	50	104	20	50	24	93	50	203	90	50	310	80	50	275	72	50	335	25	50	49	34	50	179	14	50	324	67	50
StateGrid	183	1516251555533	6	1	1	0	0	0	1	4	132	65	50	278	27	50	20	77	50	127	3	50	321	64	50	60	58	50	315	4	50	139	2	50	100	46	50	132	65	50	14	15	50	89	77	50	127	3	50	321	64	50	78	92	50	213	82	50	139	2	50	100	46	50	132	65	50	14	15	50	89	77	50	127	3	50	321	64	50	78	92	50	213	82	50	139	2	50	100	46	50	132	65	50	278	27	50	20	77	50	127	3	50	321	64	50	60	58	50	315	4	50	139	2	50	100	46	50
StateGrid	183	1516251555533	7	0	0	1	1	1	0	4	110	16	50	92	72	50	75	68	50	7	95	50	118	42	50	269	13	50	355	8	50	247	9	50	236	66	50	110	16	50	92	72	50	81	60	50	7	95	50	118	42	50	98	18	50	24	80	50	247	9	50	259	45	50	110	16	50	92	72	50	81	60	50	7	95	50	118	42	50	98	18	50	24	80	50	247	9	50	259	45	50	110	16	50	92	72	50	75	68	50	7	95	50	118	42	50	269	13	50	355	8	50	247	9	50	236	66	50
StateGrid	183	1516251555534	8	1	0	1	1	0	1	3	123	86	50	19	99	50	86	60	50	34	84	50	278	34	50	171	81	50	185	25	50	72	94	50	43	74	50	304	93	50	19	99	50	341	3	50	34	84	50	259	28	50	171	81	50	185	25	50	72	94	50	43	74	50	123	86	50	19	99	50	86	60	50	34	84	50	278	34	50	171	81	50	185	25	50	72	94	50	43	74	50	304	93	50	19	99	50	341	3	50	34	84	50	259	28	50	171	81	50	185	25	50	72	94	50	43	74	50
StateGrid	183	1516251555534	9	1	0	1	0	1	0	5	159	43	50	50	40	50	212	71	50	128	32	50	284	17	50	246	40	50	199	93	50	300	45	50	163	78	50	317	24	50	208	69	50	335	73	50	170	2	50	284	17	50	246	40	50	199	93	50	300	45	50	108	84	50	317	24	50	208	69	50	335	73	50	170	2	50	284	17	50	246	40	50	199	93	50	300	45	50	108	84	50	159	43	50	50	40	50	212	71	50	128	32	50	284	17	50	246	40	50	199	93	50	300	45	50	163	78	50
