type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	628	1516251557356	0	0	0	1	1	1	0	3	240	22	50	199	99	50	165	42	50	185	51	50	110	2	50	173	84	50	83	7	50	65	12	50	157	11	50	196	27	50	199	99	50	77	20	50	185	51	50	136	83	50	173	84	50	83	7	50	65	12	50	157	11	50	196	27	50	199	99	50	77	20	50	185	51	50	136	83	50	173	84	50	83	7	50	65	12	50	157	11	50	240	22	50	199	99	50	165	42	50	185	51	50	110	2	50	173	84	50	83	7	50	65	12	50	157	11	50
StateGrid	628	1516251557356	1	1	0	1	1	0	1	1	275	7	50	139	86	50	233	56	50	178	12	50	278	52	50	268	72	50	351	94	50	181	59	50	159	81	50	275	7	50	80	46	50	233	56	50	178	12	50	278	52	50	268	72	50	351	94	50	181	59	50	159	81	50	275	7	50	139	86	50	233	56	50	178	12	50	278	52	50	268	72	50	351	94	50	181	59	50	159	81	50	275	7	50	80	46	50	233	56	50	178	12	50	278	52	50	268	72	50	351	94	50	181	59	50	159	81	50
StateGrid	628	1516251557356	2	0	1	0	0	1	0	4	266	65	50	149	66	50	346	61	50	182	69	50	106	25	50	330	24	50	220	82	50	17	58	50	68	9	50	172	53	50	149	66	50	144	41	50	182	69	50	106	25	50	87	5	50	214	72	50	17	58	50	68	9	50	266	65	50	149	66	50	346	61	50	182	69	50	106	25	50	330	24	50	220	82	50	17	58	50	68	9	50	172	53	50	149	66	50	144	41	50	182	69	50	106	25	50	87	5	50	214	72	50	17	58	50	68	9	50
StateGrid	628	1516251557357	3	0	1	0	1	0	1	3	54	50	50	261	63	50	119	95	50	69	60	50	296	60	50	204	2	50	181	39	50	112	93	50	146	83	50	52	76	50	261	63	50	192	93	50	69	60	50	296	60	50	204	2	50	181	39	50	112	93	50	140	70	50	52	76	50	261	63	50	192	93	50	69	60	50	296	60	50	204	2	50	181	39	50	112	93	50	140	70	50	54	50	50	261	63	50	119	95	50	69	60	50	296	60	50	204	2	50	181	39	50	112	93	50	146	83	50
StateGrid	628	1516251557357	4	1	0	1	1	0	1	1	261	76	50	133	75	50	90	35	50	132	60	50	74	0	50	216	11	50	48	10	50	172	82	50	127	26	50	261	76	50	133	75	50	90	35	50	132	60	50	48	30	50	216	11	50	48	10	50	172	82	50	127	26	50	261	76	50	133	75	50	90	35	50	132	60	50	74	0	50	216	11	50	48	10	50	172	82	50	127	26	50	261	76	50	133	75	50	90	35	50	132	60	50	48	30	50	216	11	50	48	10	50	172	82	50	127	26	50
StateGrid	628	1516251557357	5	0	1	0	0	1	0	3	137	92	50	347	38	50	58	52	50	265	94	50	174	16	50	171	12	50	282	27	50	195	89	50	224	45	50	137	92	50	251	92	50	201	77	50	265	94	50	174	16	50	171	12	50	282	27	50	195	89	50	225	78	50	137	92	50	347	38	50	58	52	50	265	94	50	174	16	50	171	12	50	282	27	50	195	89	50	224	45	50	137	92	50	251	92	50	201	77	50	265	94	50	174	16	50	171	12	50	282	27	50	195	89	50	225	78	50
StateGrid	628	1516251557358	6	1	1	0	1	1	0	2	174	84	50	90	46	50	71	59	50	112	7	50	221	25	50	353	10	50	323	47	50	157	79	50	64	95	50	174	84	50	90	46	50	71	59	50	112	7	50	221	25	50	353	10	50	171	37	50	157	79	50	104	44	50	174	84	50	90	46	50	71	59	50	112	7	50	221	25	50	353	10	50	323	47	50	157	79	50	64	95	50	174	84	50	90	46	50	71	59	50	112	7	50	221	25	50	353	10	50	171	37	50	157	79	50	104	44	50
StateGrid	628	1516251557358	7	0	1	0	1	0	1	4	290	85	50	312	19	50	258	27	50	31	84	50	354	38	50	161	78	50	250	56	50	269	90	50	102	92	50	312	7	50	312	19	50	121	5	50	79	4	50	19	55	50	161	78	50	250	56	50	269	90	50	102	92	50	312	7	50	312	19	50	121	5	50	79	4	50	19	55	50	161	78	50	250	56	50	269	90	50	102	92	50	290	85	50	312	19	50	258	27	50	31	84	50	354	38	50	161	78	50	250	56	50	269	90	50	102	92	50
StateGrid	628	1516251557358	8	0	1	0	0	1	0	2	234	90	50	151	42	50	326	92	50	114	21	50	71	14	50	21	23	50	45	66	50	131	62	50	286	96	50	234	90	50	151	42	50	326	92	50	114	21	50	71	14	50	21	23	50	139	76	50	281	70	50	286	96	50	234	90	50	151	42	50	326	92	50	114	21	50	71	14	50	21	23	50	45	66	50	131	62	50	286	96	50	234	90	50	151	42	50	326	92	50	114	21	50	71	14	50	21	23	50	139	76	50	281	70	50	286	96	50
StateGrid	628	1516251557358	9	1	1	0	1	1	0	1	189	65	50	27	89	50	275	26	50	178	61	50	307	21	50	151	89	50	322	81	50	327	35	50	353	26	50	189	65	50	27	89	50	275	26	50	178	61	50	307	21	50	151	89	50	285	23	50	327	35	50	353	26	50	189	65	50	27	89	50	275	26	50	178	61	50	307	21	50	151	89	50	322	81	50	327	35	50	353	26	50	189	65	50	27	89	50	275	26	50	178	61	50	307	21	50	151	89	50	285	23	50	327	35	50	353	26	50
