type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	496	1516251556818	0	0	1	0	0	1	0	4	224	32	50	285	13	50	79	43	50	60	8	50	134	94	50	110	35	50	229	96	50	66	60	50	17	8	50	296	57	50	100	69	50	93	54	50	60	8	50	134	94	50	303	45	50	229	96	50	66	60	50	17	8	50	224	32	50	285	13	50	79	43	50	60	8	50	134	94	50	110	35	50	229	96	50	66	60	50	17	8	50	296	57	50	100	69	50	93	54	50	60	8	50	134	94	50	303	45	50	229	96	50	66	60	50	17	8	50
StateGrid	496	1516251556818	1	1	1	0	1	1	0	4	348	99	50	23	53	50	296	66	50	348	97	50	51	56	50	54	44	50	104	36	50	40	22	50	353	54	50	54	13	50	23	53	50	296	66	50	348	97	50	51	56	50	186	37	50	104	36	50	202	68	50	348	60	50	348	99	50	23	53	50	296	66	50	348	97	50	51	56	50	54	44	50	104	36	50	40	22	50	353	54	50	54	13	50	23	53	50	296	66	50	348	97	50	51	56	50	186	37	50	104	36	50	202	68	50	348	60	50
StateGrid	496	1516251556818	2	1	0	1	0	1	0	3	308	65	50	0	12	50	66	49	50	149	57	50	318	34	50	34	8	50	295	81	50	298	34	50	147	12	50	21	75	50	0	12	50	66	49	50	149	57	50	311	38	50	34	8	50	281	41	50	298	34	50	147	12	50	21	75	50	0	12	50	66	49	50	149	57	50	311	38	50	34	8	50	281	41	50	298	34	50	147	12	50	308	65	50	0	12	50	66	49	50	149	57	50	318	34	50	34	8	50	295	81	50	298	34	50	147	12	50
StateGrid	496	1516251556819	3	0	0	1	0	0	1	3	2	98	50	167	23	50	224	83	50	198	81	50	200	19	50	112	76	50	321	21	50	121	56	50	9	62	50	2	98	50	167	23	50	224	83	50	15	60	50	200	19	50	107	29	50	321	21	50	353	10	50	9	62	50	2	98	50	167	23	50	224	83	50	198	81	50	200	19	50	112	76	50	321	21	50	121	56	50	9	62	50	2	98	50	167	23	50	224	83	50	15	60	50	200	19	50	107	29	50	321	21	50	353	10	50	9	62	50
StateGrid	496	1516251556819	4	0	1	0	0	1	0	2	271	88	50	14	29	50	25	85	50	170	10	50	136	46	50	157	35	50	104	22	50	185	58	50	32	61	50	228	9	50	14	29	50	25	85	50	170	10	50	136	46	50	157	35	50	104	22	50	185	58	50	149	40	50	271	88	50	14	29	50	25	85	50	170	10	50	136	46	50	157	35	50	104	22	50	185	58	50	32	61	50	228	9	50	14	29	50	25	85	50	170	10	50	136	46	50	157	35	50	104	22	50	185	58	50	149	40	50
StateGrid	496	1516251556819	5	0	0	1	1	1	0	1	116	13	50	24	4	50	26	8	50	102	75	50	294	33	50	179	48	50	112	35	50	8	42	50	3	19	50	116	13	50	24	4	50	26	8	50	102	75	50	294	33	50	179	48	50	112	35	50	8	42	50	341	35	50	116	13	50	24	4	50	26	8	50	102	75	50	294	33	50	179	48	50	112	35	50	8	42	50	341	35	50	116	13	50	24	4	50	26	8	50	102	75	50	294	33	50	179	48	50	112	35	50	8	42	50	3	19	50
StateGrid	496	1516251556819	6	1	1	0	0	0	1	1	269	9	50	238	30	50	288	13	50	338	23	50	320	87	50	130	51	50	284	75	50	227	41	50	284	13	50	269	9	50	238	30	50	288	13	50	338	23	50	320	87	50	130	51	50	284	75	50	227	41	50	116	64	50	269	9	50	238	30	50	288	13	50	338	23	50	320	87	50	130	51	50	284	75	50	227	41	50	116	64	50	269	9	50	238	30	50	288	13	50	338	23	50	320	87	50	130	51	50	284	75	50	227	41	50	284	13	50
StateGrid	496	1516251556819	7	0	0	1	0	0	1	5	222	7	50	85	41	50	300	4	50	179	69	50	7	98	50	313	80	50	334	86	50	209	27	50	11	78	50	222	7	50	95	60	50	114	87	50	179	69	50	7	98	50	49	9	50	334	86	50	40	92	50	196	41	50	222	7	50	85	41	50	300	4	50	179	69	50	7	98	50	313	80	50	334	86	50	209	27	50	11	78	50	222	7	50	95	60	50	114	87	50	179	69	50	7	98	50	49	9	50	334	86	50	40	92	50	196	41	50
StateGrid	496	1516251556820	8	0	0	1	1	1	0	3	336	89	50	121	85	50	93	12	50	326	52	50	331	95	50	190	67	50	260	37	50	116	10	50	51	64	50	336	89	50	121	85	50	64	45	50	86	31	50	331	95	50	248	87	50	260	37	50	116	10	50	51	64	50	336	89	50	121	85	50	64	45	50	86	31	50	331	95	50	248	87	50	260	37	50	116	10	50	51	64	50	336	89	50	121	85	50	93	12	50	326	52	50	331	95	50	190	67	50	260	37	50	116	10	50	51	64	50
StateGrid	496	1516251556820	9	1	1	0	1	1	0	2	189	57	50	281	79	50	36	16	50	252	95	50	179	75	50	176	60	50	263	9	50	111	35	50	84	4	50	189	57	50	281	79	50	36	16	50	252	95	50	286	81	50	176	60	50	263	9	50	126	90	50	84	4	50	189	57	50	281	79	50	36	16	50	252	95	50	179	75	50	176	60	50	263	9	50	111	35	50	84	4	50	189	57	50	281	79	50	36	16	50	252	95	50	286	81	50	176	60	50	263	9	50	126	90	50	84	4	50
