eventType	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shapes	sObj0_Shp0_Prnt	sObj0_Shp0_PrntSide	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp0_Sides	sObj0_Shp0_Length	sObj0_Shp0_CenterX	sObj0_Shp0_CenterY	sObj0_Shp0_Pnt0_X	sObj0_Shp0_Pnt0_Y	sObj0_Shp0_Pnt1_X	sObj0_Shp0_Pnt1_Y	sObj0_Shp0_Pnt2_X	sObj0_Shp0_Pnt2_Y	sObj0_Shp0_Pnt3_X	sObj0_Shp0_Pnt3_Y	sObj0_Shp0_Pnt4_X	sObj0_Shp0_Pnt4_Y	sObj0_Shp0_Pnt5_X	sObj0_Shp0_Pnt5_Y	sObj0_Shp1_Prnt	sObj0_Shp1_PrntSide	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp1_Sides	sObj0_Shp1_Length	sObj0_Shp1_CenterX	sObj0_Shp1_CenterY	sObj0_Shp1_Pnt0_X	sObj0_Shp1_Pnt0_Y	sObj0_Shp1_Pnt1_X	sObj0_Shp1_Pnt1_Y	sObj0_Shp1_Pnt2_X	sObj0_Shp1_Pnt2_Y	sObj0_Shp1_Pnt3_X	sObj0_Shp1_Pnt3_Y	sObj0_Shp1_Pnt4_X	sObj0_Shp1_Pnt4_Y	sObj0_Shp1_Pnt5_X	sObj0_Shp1_Pnt5_Y	sObj0_Shp2_Prnt	sObj0_Shp2_PrntSide	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp2_Sides	sObj0_Shp2_Length	sObj0_Shp2_CenterX	sObj0_Shp2_CenterY	sObj0_Shp2_Pnt0_X	sObj0_Shp2_Pnt0_Y	sObj0_Shp2_Pnt1_X	sObj0_Shp2_Pnt1_Y	sObj0_Shp2_Pnt2_X	sObj0_Shp2_Pnt2_Y	sObj0_Shp2_Pnt3_X	sObj0_Shp2_Pnt3_Y	sObj0_Shp2_Pnt4_X	sObj0_Shp2_Pnt4_Y	sObj0_Shp2_Pnt5_X	sObj0_Shp2_Pnt5_Y	sObj0_Shp3_Prnt	sObj0_Shp3_PrntSide	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp3_Sides	sObj0_Shp3_Length	sObj0_Shp3_CenterX	sObj0_Shp3_CenterY	sObj0_Shp3_Pnt0_X	sObj0_Shp3_Pnt0_Y	sObj0_Shp3_Pnt1_X	sObj0_Shp3_Pnt1_Y	sObj0_Shp3_Pnt2_X	sObj0_Shp3_Pnt2_Y	sObj0_Shp3_Pnt3_X	sObj0_Shp3_Pnt3_Y	sObj0_Shp3_Pnt4_X	sObj0_Shp3_Pnt4_Y	sObj0_Shp3_Pnt5_X	sObj0_Shp3_Pnt5_Y	sObj1_Shapes	sObj1_Shp0_Prnt	sObj1_Shp0_PrntSide	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp0_Sides	sObj1_Shp0_Length	sObj1_Shp0_CenterX	sObj1_Shp0_CenterY	sObj1_Shp0_Pnt0_X	sObj1_Shp0_Pnt0_Y	sObj1_Shp0_Pnt1_X	sObj1_Shp0_Pnt1_Y	sObj1_Shp0_Pnt2_X	sObj1_Shp0_Pnt2_Y	sObj1_Shp0_Pnt3_X	sObj1_Shp0_Pnt3_Y	sObj1_Shp0_Pnt4_X	sObj1_Shp0_Pnt4_Y	sObj1_Shp0_Pnt5_X	sObj1_Shp0_Pnt5_Y	sObj1_Shp1_Prnt	sObj1_Shp1_PrntSide	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp1_Sides	sObj1_Shp1_Length	sObj1_Shp1_CenterX	sObj1_Shp1_CenterY	sObj1_Shp1_Pnt0_X	sObj1_Shp1_Pnt0_Y	sObj1_Shp1_Pnt1_X	sObj1_Shp1_Pnt1_Y	sObj1_Shp1_Pnt2_X	sObj1_Shp1_Pnt2_Y	sObj1_Shp1_Pnt3_X	sObj1_Shp1_Pnt3_Y	sObj1_Shp1_Pnt4_X	sObj1_Shp1_Pnt4_Y	sObj1_Shp1_Pnt5_X	sObj1_Shp1_Pnt5_Y	sObj1_Shp2_Prnt	sObj1_Shp2_PrntSide	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp2_Sides	sObj1_Shp2_Length	sObj1_Shp2_CenterX	sObj1_Shp2_CenterY	sObj1_Shp2_Pnt0_X	sObj1_Shp2_Pnt0_Y	sObj1_Shp2_Pnt1_X	sObj1_Shp2_Pnt1_Y	sObj1_Shp2_Pnt2_X	sObj1_Shp2_Pnt2_Y	sObj1_Shp2_Pnt3_X	sObj1_Shp2_Pnt3_Y	sObj1_Shp2_Pnt4_X	sObj1_Shp2_Pnt4_Y	sObj1_Shp2_Pnt5_X	sObj1_Shp2_Pnt5_Y	sObj1_Shp3_Prnt	sObj1_Shp3_PrntSide	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp3_Sides	sObj1_Shp3_Length	sObj1_Shp3_CenterX	sObj1_Shp3_CenterY	sObj1_Shp3_Pnt0_X	sObj1_Shp3_Pnt0_Y	sObj1_Shp3_Pnt1_X	sObj1_Shp3_Pnt1_Y	sObj1_Shp3_Pnt2_X	sObj1_Shp3_Pnt2_Y	sObj1_Shp3_Pnt3_X	sObj1_Shp3_Pnt3_Y	sObj1_Shp3_Pnt4_X	sObj1_Shp3_Pnt4_Y	sObj1_Shp3_Pnt5_X	sObj1_Shp3_Pnt5_Y	lObj0_Shapes	lObj0_Shp0_Prnt	lObj0_Shp0_PrntSide	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp0_Sides	lObj0_Shp0_Length	lObj0_Shp0_CenterX	lObj0_Shp0_CenterY	lObj0_Shp0_Pnt0_X	lObj0_Shp0_Pnt0_Y	lObj0_Shp0_Pnt1_X	lObj0_Shp0_Pnt1_Y	lObj0_Shp0_Pnt2_X	lObj0_Shp0_Pnt2_Y	lObj0_Shp0_Pnt3_X	lObj0_Shp0_Pnt3_Y	lObj0_Shp0_Pnt4_X	lObj0_Shp0_Pnt4_Y	lObj0_Shp0_Pnt5_X	lObj0_Shp0_Pnt5_Y	lObj0_Shp1_Prnt	lObj0_Shp1_PrntSide	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp1_Sides	lObj0_Shp1_Length	lObj0_Shp1_CenterX	lObj0_Shp1_CenterY	lObj0_Shp1_Pnt0_X	lObj0_Shp1_Pnt0_Y	lObj0_Shp1_Pnt1_X	lObj0_Shp1_Pnt1_Y	lObj0_Shp1_Pnt2_X	lObj0_Shp1_Pnt2_Y	lObj0_Shp1_Pnt3_X	lObj0_Shp1_Pnt3_Y	lObj0_Shp1_Pnt4_X	lObj0_Shp1_Pnt4_Y	lObj0_Shp1_Pnt5_X	lObj0_Shp1_Pnt5_Y	lObj0_Shp2_Prnt	lObj0_Shp2_PrntSide	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp2_Sides	lObj0_Shp2_Length	lObj0_Shp2_CenterX	lObj0_Shp2_CenterY	lObj0_Shp2_Pnt0_X	lObj0_Shp2_Pnt0_Y	lObj0_Shp2_Pnt1_X	lObj0_Shp2_Pnt1_Y	lObj0_Shp2_Pnt2_X	lObj0_Shp2_Pnt2_Y	lObj0_Shp2_Pnt3_X	lObj0_Shp2_Pnt3_Y	lObj0_Shp2_Pnt4_X	lObj0_Shp2_Pnt4_Y	lObj0_Shp2_Pnt5_X	lObj0_Shp2_Pnt5_Y	lObj0_Shp3_Prnt	lObj0_Shp3_PrntSide	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp3_Sides	lObj0_Shp3_Length	lObj0_Shp3_CenterX	lObj0_Shp3_CenterY	lObj0_Shp3_Pnt0_X	lObj0_Shp3_Pnt0_Y	lObj0_Shp3_Pnt1_X	lObj0_Shp3_Pnt1_Y	lObj0_Shp3_Pnt2_X	lObj0_Shp3_Pnt2_Y	lObj0_Shp3_Pnt3_X	lObj0_Shp3_Pnt3_Y	lObj0_Shp3_Pnt4_X	lObj0_Shp3_Pnt4_Y	lObj0_Shp3_Pnt5_X	lObj0_Shp3_Pnt5_Y	lObj1_Shapes	lObj1_Shp0_Prnt	lObj1_Shp0_PrntSide	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp0_Sides	lObj1_Shp0_Length	lObj1_Shp0_CenterX	lObj1_Shp0_CenterY	lObj1_Shp0_Pnt0_X	lObj1_Shp0_Pnt0_Y	lObj1_Shp0_Pnt1_X	lObj1_Shp0_Pnt1_Y	lObj1_Shp0_Pnt2_X	lObj1_Shp0_Pnt2_Y	lObj1_Shp0_Pnt3_X	lObj1_Shp0_Pnt3_Y	lObj1_Shp0_Pnt4_X	lObj1_Shp0_Pnt4_Y	lObj1_Shp0_Pnt5_X	lObj1_Shp0_Pnt5_Y	lObj1_Shp1_Prnt	lObj1_Shp1_PrntSide	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp1_Sides	lObj1_Shp1_Length	lObj1_Shp1_CenterX	lObj1_Shp1_CenterY	lObj1_Shp1_Pnt0_X	lObj1_Shp1_Pnt0_Y	lObj1_Shp1_Pnt1_X	lObj1_Shp1_Pnt1_Y	lObj1_Shp1_Pnt2_X	lObj1_Shp1_Pnt2_Y	lObj1_Shp1_Pnt3_X	lObj1_Shp1_Pnt3_Y	lObj1_Shp1_Pnt4_X	lObj1_Shp1_Pnt4_Y	lObj1_Shp1_Pnt5_X	lObj1_Shp1_Pnt5_Y	lObj1_Shp2_Prnt	lObj1_Shp2_PrntSide	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp2_Sides	lObj1_Shp2_Length	lObj1_Shp2_CenterX	lObj1_Shp2_CenterY	lObj1_Shp2_Pnt0_X	lObj1_Shp2_Pnt0_Y	lObj1_Shp2_Pnt1_X	lObj1_Shp2_Pnt1_Y	lObj1_Shp2_Pnt2_X	lObj1_Shp2_Pnt2_Y	lObj1_Shp2_Pnt3_X	lObj1_Shp2_Pnt3_Y	lObj1_Shp2_Pnt4_X	lObj1_Shp2_Pnt4_Y	lObj1_Shp2_Pnt5_X	lObj1_Shp2_Pnt5_Y	lObj1_Shp3_Prnt	lObj1_Shp3_PrntSide	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp3_Sides	lObj1_Shp3_Length	lObj1_Shp3_CenterX	lObj1_Shp3_CenterY	lObj1_Shp3_Pnt0_X	lObj1_Shp3_Pnt0_Y	lObj1_Shp3_Pnt1_X	lObj1_Shp3_Pnt1_Y	lObj1_Shp3_Pnt2_X	lObj1_Shp3_Pnt2_Y	lObj1_Shp3_Pnt3_X	lObj1_Shp3_Pnt3_Y	lObj1_Shp3_Pnt4_X	lObj1_Shp3_Pnt4_Y	lObj1_Shp3_Pnt5_X	lObj1_Shp3_Pnt5_Y
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196499796	1	0	1	0	1	0	1	2	3		0	24	14	50	3	40	118	209	98	198	138	198	118	232	0	0	0	0	0	0	0	1	174	34	50	3	40	138	221	138	198	118	232	158	232	0	0	0	0	0	0	1	2	102	29	50	5	40	172	201	158	232	138	198	165	168	202	184	197	224	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	33	79	50	3	40	166	163	146	152	186	152	166	187	0	0	0	0	0	0	0	2	174	34	50	3	40	146	175	166	187	146	152	126	187	0	0	0	0	0	0	1	2	102	29	50	5	40	146	214	126	187	166	187	179	225	146	248	114	225	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	33	79	50	3	40	166	163	146	152	186	152	166	187	0	0	0	0	0	0	0	2	174	34	50	3	40	146	175	166	187	146	152	126	187	0	0	0	0	0	0	1	2	102	29	50	5	40	146	214	126	187	166	187	179	225	146	248	114	225	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	24	14	50	3	40	118	209	98	198	138	198	118	232	0	0	0	0	0	0	0	1	174	34	50	3	40	138	221	138	198	118	232	158	232	0	0	0	0	0	0	1	2	102	29	50	5	40	172	201	158	232	138	198	165	168	202	184	197	224	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196514641	2	1	0	1	1	0	1	2	2		0	149	66	50	5	40	152	189	132	161	172	161	184	199	152	223	120	199	0	0	0	3	153	12	50	3	40	129	220	152	223	120	199	116	239	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	242	90	50	5	40	152	189	132	161	172	161	184	199	152	223	120	199	0	0	0	3	256	14	50	3	40	129	220	152	223	120	199	116	239	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	149	66	50	5	40	152	189	132	161	172	161	184	199	152	223	120	199	0	0	0	3	153	12	50	3	40	129	220	152	223	120	199	116	239	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	242	90	50	5	40	152	189	132	161	172	161	184	199	152	223	120	199	0	0	0	3	256	14	50	3	40	129	220	152	223	120	199	116	239	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196534239	3	0	1	0	1	0	1	7	3		0	303	23	50	6	40	120	237	100	203	140	203	160	237	140	272	100	272	80	237	0	1	28	20	50	6	40	180	203	140	203	160	237	200	237	220	203	200	168	160	168	1	4	219	47	50	4	40	180	148	200	168	160	168	160	128	200	128	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	75	41	50	5	40	132	178	112	150	152	150	164	188	132	212	99	188	0	0	0	2	72	60	50	5	40	164	222	164	188	132	212	144	250	184	250	196	212	0	0	1	4	77	34	50	3	40	187	191	196	212	164	188	201	172	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	75	41	50	5	40	132	178	112	150	152	150	164	188	132	212	99	188	0	0	0	2	72	60	50	5	40	164	222	164	188	132	212	144	250	184	250	196	212	0	0	1	4	77	34	50	3	40	187	191	196	212	164	188	201	172	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	303	23	50	6	40	120	237	100	203	140	203	160	237	140	272	100	272	80	237	0	1	28	20	50	6	40	180	203	140	203	160	237	200	237	220	203	200	168	160	168	1	4	219	47	50	4	40	180	148	200	168	160	168	160	128	200	128	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196557242	4	1	1	0	0	0	1	5	3		0	272	70	50	4	40	140	217	120	197	160	197	160	237	120	237	0	0	0	0	0	0	116	56	50	3	40	140	186	120	197	160	197	140	163	0	0	0	0	0	0	1	1	338	13	50	3	40	160	174	160	197	140	163	180	163	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	297	35	50	4	40	167	190	147	170	187	170	187	210	147	210	0	0	0	0	0	3	312	52	50	3	40	136	190	147	210	147	170	113	190	0	0	0	0	0	0	1	2	121	98	50	3	40	124	210	113	190	147	210	113	230	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	297	35	50	4	40	167	190	147	170	187	170	187	210	147	210	0	0	0	0	0	3	312	52	50	3	40	136	190	147	210	147	170	113	190	0	0	0	0	0	0	1	2	121	98	50	3	40	124	210	113	190	147	210	113	230	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	272	70	50	4	40	140	217	120	197	160	197	160	237	120	237	0	0	0	0	0	0	116	56	50	3	40	140	186	120	197	160	197	140	163	0	0	0	0	0	0	1	1	338	13	50	3	40	160	174	160	197	140	163	180	163	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196578500	5	1	0	1	1	0	1	3	3		0	72	8	50	3	40	128	197	108	185	148	185	128	220	0	0	0	0	0	0	0	0	125	3	50	3	40	128	174	108	185	148	185	128	150	0	0	0	0	0	0	0	1	179	52	50	5	40	162	216	148	185	128	220	155	250	192	233	187	193	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	125	25	50	3	40	138	179	118	168	158	168	138	202	0	0	0	0	0	0	0	2	125	3	50	3	40	118	191	138	202	118	168	98	202	0	0	0	0	0	0	0	1	331	16	50	5	40	172	199	158	168	138	202	165	232	202	216	197	176	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	72	8	50	3	40	128	197	108	185	148	185	128	220	0	0	0	0	0	0	0	0	125	3	50	3	40	128	174	108	185	148	185	128	150	0	0	0	0	0	0	0	1	179	52	50	5	40	162	216	148	185	128	220	155	250	192	233	187	193	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	125	25	50	3	40	138	179	118	168	158	168	138	202	0	0	0	0	0	0	0	2	125	3	50	3	40	118	191	138	202	118	168	98	202	0	0	0	0	0	0	0	1	331	16	50	5	40	172	199	158	168	138	202	165	232	202	216	197	176	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196604276	6	0	1	0	0	1	0	1	1		0	94	94	50	3	40	150	194	130	183	170	183	150	217	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	114	15	50	3	40	150	194	130	183	170	183	150	217	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	94	94	50	3	40	150	194	130	183	170	183	150	217	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	114	15	50	3	40	150	194	130	183	170	183	150	217	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196618340	7	0	0	1	1	1	0	2	1		0	154	71	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	260	34	50	5	40	150	197	130	169	170	169	182	207	150	231	118	207	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	260	34	50	5	40	150	197	130	169	170	169	182	207	150	231	118	207	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	154	71	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196634601	8	0	0	1	0	0	1	11	4		0	3	33	50	3	40	125	174	105	163	145	163	125	197	0	0	0	0	0	0	0	1	118	50	50	4	40	153	190	145	163	125	197	160	217	180	183	0	0	0	0	0	2	232	18	50	3	40	105	186	125	197	105	163	85	197	0	0	0	0	0	0	1	2	240	49	50	4	40	187	210	160	217	180	183	215	203	195	237	0	0	0	0	4		0	97	39	50	4	40	175	230	155	210	195	210	195	250	155	250	0	0	0	0	0	0	51	81	50	6	40	175	175	155	210	195	210	215	175	195	141	155	141	135	175	0	3	45	72	50	6	40	120	230	155	250	155	210	120	190	85	210	85	250	120	270	2	1	53	85	50	6	40	155	170	155	210	120	190	120	150	155	130	189	150	189	190	4		0	3	33	50	3	40	125	174	105	163	145	163	125	197	0	0	0	0	0	0	0	1	118	50	50	4	40	153	190	145	163	125	197	160	217	180	183	0	0	0	0	0	2	232	18	50	3	40	105	186	125	197	105	163	85	197	0	0	0	0	0	0	1	2	240	49	50	4	40	187	210	160	217	180	183	215	203	195	237	0	0	0	0	4		0	97	39	50	4	40	175	230	155	210	195	210	195	250	155	250	0	0	0	0	0	0	51	81	50	6	40	175	175	155	210	195	210	215	175	195	141	155	141	135	175	0	3	45	72	50	6	40	120	230	155	250	155	210	120	190	85	210	85	250	120	270	2	1	53	85	50	6	40	155	170	155	210	120	190	120	150	155	130	189	150	189	190
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196656927	9	1	0	1	0	1	0	6	3		0	23	75	50	5	40	156	166	136	138	176	138	189	176	156	200	124	176	0	0	0	3	266	87	50	5	40	124	211	156	200	124	176	91	200	104	238	144	238	0	0	1	4	290	6	50	5	40	176	228	144	238	156	200	196	200	209	238	176	262	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	338	59	50	6	40	117	202	97	167	137	167	157	202	137	236	97	236	77	202	0	2	180	23	50	5	40	171	233	157	202	137	236	164	266	200	250	196	210	0	0	1	4	3	41	50	6	40	184	172	196	210	157	202	145	164	171	134	211	142	223	180	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	338	59	50	6	40	117	202	97	167	137	167	157	202	137	236	97	236	77	202	0	2	180	23	50	5	40	171	233	157	202	137	236	164	266	200	250	196	210	0	0	1	4	3	41	50	6	40	184	172	196	210	157	202	145	164	171	134	211	142	223	180	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	23	75	50	5	40	156	166	136	138	176	138	189	176	156	200	124	176	0	0	0	3	266	87	50	5	40	124	211	156	200	124	176	91	200	104	238	144	238	0	0	1	4	290	6	50	5	40	176	228	144	238	156	200	196	200	209	238	176	262	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	3880-ccdeeddc-6533-4995-b3b7-ee56ec4c4fe4	1511196675831	10	0	1	0	1	0	1	6	4		0	85	5	50	6	40	138	232	118	198	158	198	178	232	158	267	118	267	98	232	0	1	132	73	50	5	40	192	201	158	198	178	232	217	224	222	184	185	168	0	0	0	4	48	7	50	3	40	98	255	118	267	98	232	78	267	0	0	0	0	0	0	1	4	37	81	50	5	40	151	164	185	168	158	198	122	181	126	141	165	133	0	0	4		0	85	5	50	5	40	165	195	145	168	185	168	197	206	165	229	133	206	0	0	0	1	174	79	50	3	40	202	183	185	168	197	206	224	176	0	0	0	0	0	0	0	4	48	7	50	3	40	128	183	133	206	145	168	106	176	0	0	0	0	0	0	2	2	139	42	50	4	40	104	204	106	176	133	206	103	232	76	203	0	0	0	0	4		0	85	5	50	5	40	165	195	145	168	185	168	197	206	165	229	133	206	0	0	0	1	174	79	50	3	40	202	183	185	168	197	206	224	176	0	0	0	0	0	0	0	4	48	7	50	3	40	128	183	133	206	145	168	106	176	0	0	0	0	0	0	2	2	139	42	50	4	40	104	204	106	176	133	206	103	232	76	203	0	0	0	0	4		0	85	5	50	6	40	138	232	118	198	158	198	178	232	158	267	118	267	98	232	0	1	132	73	50	5	40	192	201	158	198	178	232	217	224	222	184	185	168	0	0	0	4	48	7	50	3	40	98	255	118	267	98	232	78	267	0	0	0	0	0	0	1	4	37	81	50	5	40	151	164	185	168	158	198	122	181	126	141	165	133	0	0
