eventType	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shapes	sObj0_Shp0_Prnt	sObj0_Shp0_PrntSide	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp0_Sides	sObj0_Shp0_Length	sObj0_Shp0_CenterX	sObj0_Shp0_CenterY	sObj0_Shp0_Pnt0_X	sObj0_Shp0_Pnt0_Y	sObj0_Shp0_Pnt1_X	sObj0_Shp0_Pnt1_Y	sObj0_Shp0_Pnt2_X	sObj0_Shp0_Pnt2_Y	sObj0_Shp0_Pnt3_X	sObj0_Shp0_Pnt3_Y	sObj0_Shp0_Pnt4_X	sObj0_Shp0_Pnt4_Y	sObj0_Shp0_Pnt5_X	sObj0_Shp0_Pnt5_Y	sObj0_Shp1_Prnt	sObj0_Shp1_PrntSide	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp1_Sides	sObj0_Shp1_Length	sObj0_Shp1_CenterX	sObj0_Shp1_CenterY	sObj0_Shp1_Pnt0_X	sObj0_Shp1_Pnt0_Y	sObj0_Shp1_Pnt1_X	sObj0_Shp1_Pnt1_Y	sObj0_Shp1_Pnt2_X	sObj0_Shp1_Pnt2_Y	sObj0_Shp1_Pnt3_X	sObj0_Shp1_Pnt3_Y	sObj0_Shp1_Pnt4_X	sObj0_Shp1_Pnt4_Y	sObj0_Shp1_Pnt5_X	sObj0_Shp1_Pnt5_Y	sObj0_Shp2_Prnt	sObj0_Shp2_PrntSide	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp2_Sides	sObj0_Shp2_Length	sObj0_Shp2_CenterX	sObj0_Shp2_CenterY	sObj0_Shp2_Pnt0_X	sObj0_Shp2_Pnt0_Y	sObj0_Shp2_Pnt1_X	sObj0_Shp2_Pnt1_Y	sObj0_Shp2_Pnt2_X	sObj0_Shp2_Pnt2_Y	sObj0_Shp2_Pnt3_X	sObj0_Shp2_Pnt3_Y	sObj0_Shp2_Pnt4_X	sObj0_Shp2_Pnt4_Y	sObj0_Shp2_Pnt5_X	sObj0_Shp2_Pnt5_Y	sObj0_Shp3_Prnt	sObj0_Shp3_PrntSide	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp3_Sides	sObj0_Shp3_Length	sObj0_Shp3_CenterX	sObj0_Shp3_CenterY	sObj0_Shp3_Pnt0_X	sObj0_Shp3_Pnt0_Y	sObj0_Shp3_Pnt1_X	sObj0_Shp3_Pnt1_Y	sObj0_Shp3_Pnt2_X	sObj0_Shp3_Pnt2_Y	sObj0_Shp3_Pnt3_X	sObj0_Shp3_Pnt3_Y	sObj0_Shp3_Pnt4_X	sObj0_Shp3_Pnt4_Y	sObj0_Shp3_Pnt5_X	sObj0_Shp3_Pnt5_Y	sObj1_Shapes	sObj1_Shp0_Prnt	sObj1_Shp0_PrntSide	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp0_Sides	sObj1_Shp0_Length	sObj1_Shp0_CenterX	sObj1_Shp0_CenterY	sObj1_Shp0_Pnt0_X	sObj1_Shp0_Pnt0_Y	sObj1_Shp0_Pnt1_X	sObj1_Shp0_Pnt1_Y	sObj1_Shp0_Pnt2_X	sObj1_Shp0_Pnt2_Y	sObj1_Shp0_Pnt3_X	sObj1_Shp0_Pnt3_Y	sObj1_Shp0_Pnt4_X	sObj1_Shp0_Pnt4_Y	sObj1_Shp0_Pnt5_X	sObj1_Shp0_Pnt5_Y	sObj1_Shp1_Prnt	sObj1_Shp1_PrntSide	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp1_Sides	sObj1_Shp1_Length	sObj1_Shp1_CenterX	sObj1_Shp1_CenterY	sObj1_Shp1_Pnt0_X	sObj1_Shp1_Pnt0_Y	sObj1_Shp1_Pnt1_X	sObj1_Shp1_Pnt1_Y	sObj1_Shp1_Pnt2_X	sObj1_Shp1_Pnt2_Y	sObj1_Shp1_Pnt3_X	sObj1_Shp1_Pnt3_Y	sObj1_Shp1_Pnt4_X	sObj1_Shp1_Pnt4_Y	sObj1_Shp1_Pnt5_X	sObj1_Shp1_Pnt5_Y	sObj1_Shp2_Prnt	sObj1_Shp2_PrntSide	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp2_Sides	sObj1_Shp2_Length	sObj1_Shp2_CenterX	sObj1_Shp2_CenterY	sObj1_Shp2_Pnt0_X	sObj1_Shp2_Pnt0_Y	sObj1_Shp2_Pnt1_X	sObj1_Shp2_Pnt1_Y	sObj1_Shp2_Pnt2_X	sObj1_Shp2_Pnt2_Y	sObj1_Shp2_Pnt3_X	sObj1_Shp2_Pnt3_Y	sObj1_Shp2_Pnt4_X	sObj1_Shp2_Pnt4_Y	sObj1_Shp2_Pnt5_X	sObj1_Shp2_Pnt5_Y	sObj1_Shp3_Prnt	sObj1_Shp3_PrntSide	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp3_Sides	sObj1_Shp3_Length	sObj1_Shp3_CenterX	sObj1_Shp3_CenterY	sObj1_Shp3_Pnt0_X	sObj1_Shp3_Pnt0_Y	sObj1_Shp3_Pnt1_X	sObj1_Shp3_Pnt1_Y	sObj1_Shp3_Pnt2_X	sObj1_Shp3_Pnt2_Y	sObj1_Shp3_Pnt3_X	sObj1_Shp3_Pnt3_Y	sObj1_Shp3_Pnt4_X	sObj1_Shp3_Pnt4_Y	sObj1_Shp3_Pnt5_X	sObj1_Shp3_Pnt5_Y	lObj0_Shapes	lObj0_Shp0_Prnt	lObj0_Shp0_PrntSide	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp0_Sides	lObj0_Shp0_Length	lObj0_Shp0_CenterX	lObj0_Shp0_CenterY	lObj0_Shp0_Pnt0_X	lObj0_Shp0_Pnt0_Y	lObj0_Shp0_Pnt1_X	lObj0_Shp0_Pnt1_Y	lObj0_Shp0_Pnt2_X	lObj0_Shp0_Pnt2_Y	lObj0_Shp0_Pnt3_X	lObj0_Shp0_Pnt3_Y	lObj0_Shp0_Pnt4_X	lObj0_Shp0_Pnt4_Y	lObj0_Shp0_Pnt5_X	lObj0_Shp0_Pnt5_Y	lObj0_Shp1_Prnt	lObj0_Shp1_PrntSide	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp1_Sides	lObj0_Shp1_Length	lObj0_Shp1_CenterX	lObj0_Shp1_CenterY	lObj0_Shp1_Pnt0_X	lObj0_Shp1_Pnt0_Y	lObj0_Shp1_Pnt1_X	lObj0_Shp1_Pnt1_Y	lObj0_Shp1_Pnt2_X	lObj0_Shp1_Pnt2_Y	lObj0_Shp1_Pnt3_X	lObj0_Shp1_Pnt3_Y	lObj0_Shp1_Pnt4_X	lObj0_Shp1_Pnt4_Y	lObj0_Shp1_Pnt5_X	lObj0_Shp1_Pnt5_Y	lObj0_Shp2_Prnt	lObj0_Shp2_PrntSide	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp2_Sides	lObj0_Shp2_Length	lObj0_Shp2_CenterX	lObj0_Shp2_CenterY	lObj0_Shp2_Pnt0_X	lObj0_Shp2_Pnt0_Y	lObj0_Shp2_Pnt1_X	lObj0_Shp2_Pnt1_Y	lObj0_Shp2_Pnt2_X	lObj0_Shp2_Pnt2_Y	lObj0_Shp2_Pnt3_X	lObj0_Shp2_Pnt3_Y	lObj0_Shp2_Pnt4_X	lObj0_Shp2_Pnt4_Y	lObj0_Shp2_Pnt5_X	lObj0_Shp2_Pnt5_Y	lObj0_Shp3_Prnt	lObj0_Shp3_PrntSide	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp3_Sides	lObj0_Shp3_Length	lObj0_Shp3_CenterX	lObj0_Shp3_CenterY	lObj0_Shp3_Pnt0_X	lObj0_Shp3_Pnt0_Y	lObj0_Shp3_Pnt1_X	lObj0_Shp3_Pnt1_Y	lObj0_Shp3_Pnt2_X	lObj0_Shp3_Pnt2_Y	lObj0_Shp3_Pnt3_X	lObj0_Shp3_Pnt3_Y	lObj0_Shp3_Pnt4_X	lObj0_Shp3_Pnt4_Y	lObj0_Shp3_Pnt5_X	lObj0_Shp3_Pnt5_Y	lObj1_Shapes	lObj1_Shp0_Prnt	lObj1_Shp0_PrntSide	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp0_Sides	lObj1_Shp0_Length	lObj1_Shp0_CenterX	lObj1_Shp0_CenterY	lObj1_Shp0_Pnt0_X	lObj1_Shp0_Pnt0_Y	lObj1_Shp0_Pnt1_X	lObj1_Shp0_Pnt1_Y	lObj1_Shp0_Pnt2_X	lObj1_Shp0_Pnt2_Y	lObj1_Shp0_Pnt3_X	lObj1_Shp0_Pnt3_Y	lObj1_Shp0_Pnt4_X	lObj1_Shp0_Pnt4_Y	lObj1_Shp0_Pnt5_X	lObj1_Shp0_Pnt5_Y	lObj1_Shp1_Prnt	lObj1_Shp1_PrntSide	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp1_Sides	lObj1_Shp1_Length	lObj1_Shp1_CenterX	lObj1_Shp1_CenterY	lObj1_Shp1_Pnt0_X	lObj1_Shp1_Pnt0_Y	lObj1_Shp1_Pnt1_X	lObj1_Shp1_Pnt1_Y	lObj1_Shp1_Pnt2_X	lObj1_Shp1_Pnt2_Y	lObj1_Shp1_Pnt3_X	lObj1_Shp1_Pnt3_Y	lObj1_Shp1_Pnt4_X	lObj1_Shp1_Pnt4_Y	lObj1_Shp1_Pnt5_X	lObj1_Shp1_Pnt5_Y	lObj1_Shp2_Prnt	lObj1_Shp2_PrntSide	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp2_Sides	lObj1_Shp2_Length	lObj1_Shp2_CenterX	lObj1_Shp2_CenterY	lObj1_Shp2_Pnt0_X	lObj1_Shp2_Pnt0_Y	lObj1_Shp2_Pnt1_X	lObj1_Shp2_Pnt1_Y	lObj1_Shp2_Pnt2_X	lObj1_Shp2_Pnt2_Y	lObj1_Shp2_Pnt3_X	lObj1_Shp2_Pnt3_Y	lObj1_Shp2_Pnt4_X	lObj1_Shp2_Pnt4_Y	lObj1_Shp2_Pnt5_X	lObj1_Shp2_Pnt5_Y	lObj1_Shp3_Prnt	lObj1_Shp3_PrntSide	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp3_Sides	lObj1_Shp3_Length	lObj1_Shp3_CenterX	lObj1_Shp3_CenterY	lObj1_Shp3_Pnt0_X	lObj1_Shp3_Pnt0_Y	lObj1_Shp3_Pnt1_X	lObj1_Shp3_Pnt1_Y	lObj1_Shp3_Pnt2_X	lObj1_Shp3_Pnt2_Y	lObj1_Shp3_Pnt3_X	lObj1_Shp3_Pnt3_Y	lObj1_Shp3_Pnt4_X	lObj1_Shp3_Pnt4_Y	lObj1_Shp3_Pnt5_X	lObj1_Shp3_Pnt5_Y
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195718948	1	1	0	1	0	1	0	7	4		0	197	73	50	3	40	129	225	109	213	149	213	129	248	0	0	0	0	0	0	0	1	110	50	50	3	40	149	237	149	213	129	248	169	248	0	0	0	0	0	0	0	0	95	35	50	5	40	129	186	109	213	149	213	161	175	129	152	96	175	0	0	1	2	312	87	50	4	40	176	221	169	248	149	213	184	193	204	228	0	0	0	0	4		0	159	62	50	5	40	157	195	137	168	177	168	189	206	157	229	124	206	0	0	0	4	110	50	50	6	40	98	176	124	206	137	168	110	138	71	146	59	185	85	214	0	1	155	78	50	5	40	209	178	177	168	189	206	229	206	241	168	209	144	0	0	0	3	312	87	50	4	40	129	234	157	229	124	206	101	238	133	262	0	0	0	0	4		0	159	62	50	5	40	157	195	137	168	177	168	189	206	157	229	124	206	0	0	0	4	110	50	50	6	40	98	176	124	206	137	168	110	138	71	146	59	185	85	214	0	1	155	78	50	5	40	209	178	177	168	189	206	229	206	241	168	209	144	0	0	0	3	312	87	50	4	40	129	234	157	229	124	206	101	238	133	262	0	0	0	0	4		0	197	73	50	3	40	129	225	109	213	149	213	129	248	0	0	0	0	0	0	0	1	110	50	50	3	40	149	237	149	213	129	248	169	248	0	0	0	0	0	0	0	0	95	35	50	5	40	129	186	109	213	149	213	161	175	129	152	96	175	0	0	1	2	312	87	50	4	40	176	221	169	248	149	213	184	193	204	228	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195760387	2	0	1	0	0	1	0	9	4		0	201	75	50	4	40	150	225	130	205	170	205	170	245	130	245	0	0	0	0	0	0	143	46	50	5	40	150	177	130	205	170	205	182	167	150	143	118	167	0	0	0	1	150	66	50	5	40	198	225	170	205	170	245	208	257	232	225	208	192	0	0	0	3	187	26	50	5	40	102	225	130	245	130	205	92	192	68	225	92	257	0	0	4		0	259	63	50	3	40	167	194	147	183	187	183	167	217	0	0	0	0	0	0	0	0	143	46	50	4	40	167	163	147	183	187	183	187	143	147	143	0	0	0	0	0	2	354	62	50	4	40	140	210	167	217	147	183	113	203	133	237	0	0	0	0	2	3	131	46	50	3	40	156	237	133	237	167	217	167	257	0	0	0	0	0	0	4		0	201	75	50	4	40	150	225	130	205	170	205	170	245	130	245	0	0	0	0	0	0	143	46	50	5	40	150	177	130	205	170	205	182	167	150	143	118	167	0	0	0	1	150	66	50	5	40	198	225	170	205	170	245	208	257	232	225	208	192	0	0	0	3	187	26	50	5	40	102	225	130	245	130	205	92	192	68	225	92	257	0	0	4		0	259	63	50	3	40	167	194	147	183	187	183	167	217	0	0	0	0	0	0	0	0	143	46	50	4	40	167	163	147	183	187	183	187	143	147	143	0	0	0	0	0	2	354	62	50	4	40	140	210	167	217	147	183	113	203	133	237	0	0	0	0	2	3	131	46	50	3	40	156	237	133	237	167	217	167	257	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195781343	3	0	0	1	0	0	1	1	1		0	147	25	50	5	40	150	197	130	169	170	169	182	207	150	231	118	207	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	147	25	50	6	40	150	200	130	165	170	165	190	200	170	235	130	235	110	200	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	147	25	50	5	40	150	197	130	169	170	169	182	207	150	231	118	207	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	147	25	50	6	40	150	200	130	165	170	165	190	200	170	235	130	235	110	200	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195803232	4	1	1	0	1	1	0	5	4		0	36	25	50	6	40	140	180	120	145	160	145	180	180	160	215	120	215	100	180	0	3	104	88	50	4	40	140	235	160	215	120	215	120	255	160	255	0	0	0	0	0	2	80	72	50	3	40	180	203	180	180	160	215	200	215	0	0	0	0	0	0	2	1	63	79	50	4	40	180	235	160	215	200	215	200	255	160	255	0	0	0	0	4		0	36	25	50	4	40	160	183	140	163	180	163	180	203	140	203	0	0	0	0	0	3	291	29	50	4	40	120	183	140	203	140	163	100	163	100	203	0	0	0	0	0	2	80	72	50	3	40	160	214	180	203	140	203	160	237	0	0	0	0	0	0	2	2	107	43	50	3	40	180	226	160	237	180	203	200	237	0	0	0	0	0	0	4		0	36	25	50	6	40	140	180	120	145	160	145	180	180	160	215	120	215	100	180	0	3	104	88	50	4	40	140	235	160	215	120	215	120	255	160	255	0	0	0	0	0	2	80	72	50	3	40	180	203	180	180	160	215	200	215	0	0	0	0	0	0	2	1	63	79	50	4	40	180	235	160	215	200	215	200	255	160	255	0	0	0	0	4		0	36	25	50	4	40	160	183	140	163	180	163	180	203	140	203	0	0	0	0	0	3	291	29	50	4	40	120	183	140	203	140	163	100	163	100	203	0	0	0	0	0	2	80	72	50	3	40	160	214	180	203	140	203	160	237	0	0	0	0	0	0	2	2	107	43	50	3	40	180	226	160	237	180	203	200	237	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195822548	5	0	0	1	1	1	0	8	3		0	233	88	50	5	40	169	217	149	189	189	189	201	227	169	251	137	227	0	0	0	0	73	69	50	4	40	169	169	149	189	189	189	189	149	149	149	0	0	0	0	0	4	11	69	50	4	40	124	202	137	227	149	189	111	177	99	215	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	32	87	50	6	40	90	217	70	183	110	183	130	217	110	252	70	252	50	217	0	1	18	15	50	6	40	150	183	110	183	130	217	170	217	190	183	170	148	130	148	1	2	286	16	50	6	40	210	217	170	217	190	183	230	183	250	217	230	252	190	252	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	32	87	50	6	40	90	217	70	183	110	183	130	217	110	252	70	252	50	217	0	1	18	15	50	6	40	150	183	110	183	130	217	170	217	190	183	170	148	130	148	1	2	286	16	50	6	40	210	217	170	217	190	183	230	183	250	217	230	252	190	252	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	233	88	50	5	40	169	217	149	189	189	189	201	227	169	251	137	227	0	0	0	0	73	69	50	4	40	169	169	149	189	189	189	189	149	149	149	0	0	0	0	0	4	11	69	50	4	40	124	202	137	227	149	189	111	177	99	215	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195836018	6	1	1	0	0	0	1	1	2		0	190	86	50	3	40	167	184	147	173	187	173	167	207	0	0	0	0	0	0	0	2	287	53	50	4	40	140	200	167	207	147	173	113	193	133	227	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	288	37	50	3	40	167	184	147	173	187	173	167	207	0	0	0	0	0	0	0	2	287	53	50	4	40	140	200	167	207	147	173	113	193	133	227	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	288	37	50	3	40	167	184	147	173	187	173	167	207	0	0	0	0	0	0	0	2	287	53	50	4	40	140	200	167	207	147	173	113	193	133	227	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	190	86	50	3	40	167	184	147	173	187	173	167	207	0	0	0	0	0	0	0	2	287	53	50	4	40	140	200	167	207	147	173	113	193	133	227	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195861811	7	0	0	1	1	1	0	3	3		0	116	26	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	224	31	50	5	40	150	152	130	180	170	180	182	142	150	118	118	142	0	0	0	2	226	78	50	5	40	150	248	170	220	130	220	118	258	150	282	182	258	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	116	26	50	4	40	171	172	151	152	191	152	191	192	151	192	0	0	0	0	0	3	209	89	50	5	40	123	172	151	192	151	152	113	139	89	172	113	204	0	0	0	2	226	78	50	6	40	171	226	191	192	151	192	131	226	151	261	191	261	211	226	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	116	26	50	4	40	171	172	151	152	191	152	191	192	151	192	0	0	0	0	0	3	209	89	50	5	40	123	172	151	192	151	152	113	139	89	172	113	204	0	0	0	2	226	78	50	6	40	171	226	191	192	151	192	131	226	151	261	191	261	211	226	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	116	26	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	224	31	50	5	40	150	152	130	180	170	180	182	142	150	118	118	142	0	0	0	2	226	78	50	5	40	150	248	170	220	130	220	118	258	150	282	182	258	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195880639	8	1	0	1	0	1	0	2	2		0	190	7	50	5	40	150	217	130	189	170	189	182	227	150	251	118	227	0	0	0	0	207	25	50	4	40	150	169	130	189	170	189	170	149	130	149	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	190	7	50	6	40	150	231	130	196	170	196	190	231	170	265	130	265	110	231	0	0	207	25	50	5	40	150	169	130	196	170	196	182	158	150	135	118	158	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	190	7	50	6	40	150	231	130	196	170	196	190	231	170	265	130	265	110	231	0	0	207	25	50	5	40	150	169	130	196	170	196	182	158	150	135	118	158	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	190	7	50	5	40	150	217	130	189	170	189	182	227	150	251	118	227	0	0	0	0	207	25	50	4	40	150	169	130	189	170	189	170	149	130	149	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195901510	9	0	1	0	1	0	1	2	1		0	176	51	50	6	40	150	200	130	165	170	165	190	200	170	235	130	235	110	200	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	49	91	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	49	91	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	176	51	50	6	40	150	200	130	165	170	165	190	200	170	235	130	235	110	200	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
state	5304-8f7cc31a-caf5-4603-9c2e-b84c64db51ab	1511195919963	10	1	0	1	0	1	0	2	1		0	271	35	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	105	90	50	5	40	150	197	130	169	170	169	182	207	150	231	118	207	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	105	90	50	5	40	150	197	130	169	170	169	182	207	150	231	118	207	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	271	35	50	4	40	150	200	130	180	170	180	170	220	130	220	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
