type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	107	1517079966562	0	1	0	1	0	1	0	1	255	73	50	129	1	50	227	98	50	67	72	50	275	40	50	19	5	50	311	28	50	82	20	50	70	99	50	255	73	50	129	1	50	28	25	50	67	72	50	275	40	50	19	5	50	311	28	50	82	20	50	70	99	50	255	73	50	129	1	50	28	25	50	67	72	50	275	40	50	19	5	50	311	28	50	82	20	50	70	99	50	255	73	50	129	1	50	227	98	50	67	72	50	275	40	50	19	5	50	311	28	50	82	20	50	70	99	50
StateGrid	107	1517079966562	1	0	1	0	1	0	1	2	334	37	50	155	5	50	312	95	50	146	13	50	83	63	50	102	16	50	157	86	50	42	94	50	96	33	50	334	37	50	155	5	50	312	95	50	146	13	50	83	63	50	266	67	50	157	86	50	42	94	50	112	88	50	334	37	50	155	5	50	312	95	50	146	13	50	83	63	50	266	67	50	157	86	50	42	94	50	112	88	50	334	37	50	155	5	50	312	95	50	146	13	50	83	63	50	102	16	50	157	86	50	42	94	50	96	33	50
StateGrid	107	1517079966562	2	0	1	0	1	0	1	6	200	64	50	34	96	50	268	41	50	216	47	50	92	76	50	229	10	50	296	7	50	267	84	50	317	2	50	200	64	50	34	96	50	188	93	50	127	85	50	345	37	50	103	29	50	45	23	50	267	84	50	67	49	50	200	64	50	34	96	50	188	93	50	127	85	50	345	37	50	103	29	50	45	23	50	267	84	50	67	49	50	200	64	50	34	96	50	268	41	50	216	47	50	92	76	50	229	10	50	296	7	50	267	84	50	317	2	50
StateGrid	107	1517079966562	3	0	0	1	0	0	1	4	248	56	50	230	21	50	195	95	50	173	11	50	303	89	50	5	77	50	44	37	50	46	96	50	158	39	50	69	85	50	230	21	50	170	16	50	146	18	50	199	15	50	5	77	50	44	37	50	46	96	50	158	39	50	248	56	50	230	21	50	195	95	50	173	11	50	303	89	50	5	77	50	44	37	50	46	96	50	158	39	50	69	85	50	230	21	50	170	16	50	146	18	50	199	15	50	5	77	50	44	37	50	46	96	50	158	39	50
StateGrid	107	1517079966563	4	0	1	0	0	1	0	3	61	17	50	59	31	50	169	85	50	132	76	50	94	17	50	47	3	50	71	8	50	226	74	50	313	66	50	61	17	50	305	52	50	169	85	50	132	76	50	94	17	50	47	3	50	71	8	50	165	94	50	110	90	50	61	17	50	59	31	50	169	85	50	132	76	50	94	17	50	47	3	50	71	8	50	226	74	50	313	66	50	61	17	50	305	52	50	169	85	50	132	76	50	94	17	50	47	3	50	71	8	50	165	94	50	110	90	50
StateGrid	107	1517079966563	5	1	1	0	1	1	0	9	112	5	50	235	19	50	166	53	50	240	53	50	184	10	50	117	55	50	312	61	50	51	30	50	142	97	50	102	83	50	306	54	50	176	47	50	62	95	50	350	95	50	281	31	50	342	45	50	170	83	50	170	8	50	112	5	50	235	19	50	166	53	50	240	53	50	184	10	50	117	55	50	312	61	50	51	30	50	142	97	50	102	83	50	306	54	50	176	47	50	62	95	50	350	95	50	281	31	50	342	45	50	170	83	50	170	8	50
StateGrid	107	1517079966563	6	1	1	0	0	0	1	7	122	79	50	45	7	50	197	78	50	30	13	50	73	40	50	59	13	50	288	53	50	170	72	50	3	18	50	122	79	50	45	7	50	1	5	50	81	55	50	322	18	50	263	7	50	301	27	50	60	32	50	32	3	50	122	79	50	45	7	50	1	5	50	81	55	50	322	18	50	263	7	50	301	27	50	60	32	50	32	3	50	122	79	50	45	7	50	197	78	50	30	13	50	73	40	50	59	13	50	288	53	50	170	72	50	3	18	50
StateGrid	107	1517079966563	7	0	1	0	1	0	1	8	155	56	50	90	53	50	245	72	50	181	3	50	195	32	50	28	26	50	208	26	50	99	56	50	50	36	50	3	43	50	191	83	50	245	72	50	194	88	50	193	21	50	85	32	50	171	23	50	126	81	50	67	83	50	3	43	50	191	83	50	245	72	50	194	88	50	193	21	50	85	32	50	171	23	50	126	81	50	67	83	50	155	56	50	90	53	50	245	72	50	181	3	50	195	32	50	28	26	50	208	26	50	99	56	50	50	36	50
StateGrid	107	1517079966563	8	0	0	1	0	0	1	5	241	41	50	139	24	50	164	97	50	291	85	50	30	16	50	80	64	50	23	52	50	35	47	50	45	0	50	275	58	50	169	41	50	164	97	50	162	64	50	30	16	50	80	64	50	336	99	50	128	86	50	45	0	50	241	41	50	139	24	50	164	97	50	291	85	50	30	16	50	80	64	50	23	52	50	35	47	50	45	0	50	275	58	50	169	41	50	164	97	50	162	64	50	30	16	50	80	64	50	336	99	50	128	86	50	45	0	50
StateGrid	107	1517079966563	9	0	0	1	1	1	0	7	259	93	50	188	39	50	2	80	50	20	91	50	113	9	50	252	69	50	154	33	50	199	28	50	326	55	50	225	22	50	28	4	50	2	80	50	20	91	50	311	99	50	320	31	50	102	89	50	358	69	50	183	85	50	225	22	50	28	4	50	2	80	50	20	91	50	311	99	50	320	31	50	102	89	50	358	69	50	183	85	50	259	93	50	188	39	50	2	80	50	20	91	50	113	9	50	252	69	50	154	33	50	199	28	50	326	55	50
StateGrid	107	1517079966564	10	0	0	1	0	0	1	8	102	62	50	36	32	50	33	19	50	7	38	50	237	61	50	50	97	50	23	33	50	133	18	50	162	52	50	173	93	50	289	66	50	224	54	50	7	38	50	4	50	50	42	0	50	177	10	50	317	39	50	270	91	50	102	62	50	36	32	50	33	19	50	7	38	50	237	61	50	50	97	50	23	33	50	133	18	50	162	52	50	173	93	50	289	66	50	224	54	50	7	38	50	4	50	50	42	0	50	177	10	50	317	39	50	270	91	50
StateGrid	107	1517079966564	11	1	1	0	0	0	1	9	122	11	50	39	83	50	345	61	50	123	76	50	101	20	50	287	39	50	216	67	50	330	0	50	178	37	50	224	97	50	165	84	50	297	75	50	41	93	50	69	98	50	275	7	50	101	35	50	10	66	50	54	7	50	224	97	50	165	84	50	297	75	50	41	93	50	69	98	50	275	7	50	101	35	50	10	66	50	54	7	50	122	11	50	39	83	50	345	61	50	123	76	50	101	20	50	287	39	50	216	67	50	330	0	50	178	37	50
StateGrid	107	1517079966564	12	0	0	1	1	1	0	6	235	75	50	22	91	50	326	86	50	245	91	50	262	64	50	23	71	50	53	66	50	236	17	50	9	10	50	3	60	50	117	44	50	194	55	50	245	91	50	262	64	50	155	40	50	245	0	50	349	72	50	9	10	50	3	60	50	117	44	50	194	55	50	245	91	50	262	64	50	155	40	50	245	0	50	349	72	50	9	10	50	235	75	50	22	91	50	326	86	50	245	91	50	262	64	50	23	71	50	53	66	50	236	17	50	9	10	50
StateGrid	107	1517079966564	13	0	1	0	1	0	1	5	53	77	50	194	80	50	299	20	50	139	20	50	329	53	50	19	98	50	29	99	50	94	42	50	175	72	50	191	22	50	194	80	50	299	20	50	85	92	50	335	14	50	19	98	50	47	4	50	162	99	50	175	72	50	191	22	50	194	80	50	299	20	50	85	92	50	335	14	50	19	98	50	47	4	50	162	99	50	175	72	50	53	77	50	194	80	50	299	20	50	139	20	50	329	53	50	19	98	50	29	99	50	94	42	50	175	72	50
StateGrid	107	1517079966564	14	0	1	0	0	1	0	2	48	83	50	239	63	50	281	41	50	317	86	50	167	75	50	234	5	50	49	30	50	30	93	50	108	62	50	48	83	50	239	63	50	281	41	50	317	86	50	167	75	50	222	74	50	49	30	50	11	15	50	108	62	50	48	83	50	239	63	50	281	41	50	317	86	50	167	75	50	234	5	50	49	30	50	30	93	50	108	62	50	48	83	50	239	63	50	281	41	50	317	86	50	167	75	50	222	74	50	49	30	50	11	15	50	108	62	50
StateGrid	107	1517079966564	15	0	1	0	0	1	0	1	178	82	50	211	19	50	154	24	50	1	12	50	325	60	50	192	91	50	164	16	50	54	19	50	115	13	50	178	82	50	167	13	50	154	24	50	1	12	50	325	60	50	192	91	50	164	16	50	54	19	50	115	13	50	178	82	50	211	19	50	154	24	50	1	12	50	325	60	50	192	91	50	164	16	50	54	19	50	115	13	50	178	82	50	167	13	50	154	24	50	1	12	50	325	60	50	192	91	50	164	16	50	54	19	50	115	13	50
StateGrid	107	1517079966564	16	0	1	0	0	1	0	3	175	52	50	138	83	50	66	71	50	277	29	50	20	69	50	256	57	50	59	8	50	340	24	50	104	15	50	175	52	50	104	7	50	66	71	50	277	29	50	343	65	50	215	39	50	59	8	50	340	24	50	104	15	50	175	52	50	138	83	50	66	71	50	277	29	50	20	69	50	256	57	50	59	8	50	340	24	50	104	15	50	175	52	50	104	7	50	66	71	50	277	29	50	343	65	50	215	39	50	59	8	50	340	24	50	104	15	50
StateGrid	107	1517079966565	17	1	1	0	1	1	0	1	271	99	50	125	97	50	184	42	50	46	21	50	239	34	50	195	62	50	138	24	50	20	52	50	194	7	50	271	99	50	125	97	50	184	42	50	46	21	50	239	34	50	195	62	50	300	67	50	20	52	50	194	7	50	271	99	50	125	97	50	184	42	50	46	21	50	239	34	50	195	62	50	138	24	50	20	52	50	194	7	50	271	99	50	125	97	50	184	42	50	46	21	50	239	34	50	195	62	50	300	67	50	20	52	50	194	7	50
StateGrid	107	1517079966565	18	1	1	0	1	1	0	5	154	31	50	196	38	50	286	10	50	105	47	50	339	15	50	337	95	50	11	42	50	328	4	50	250	11	50	68	77	50	196	38	50	286	10	50	13	93	50	257	73	50	21	81	50	69	9	50	328	4	50	250	11	50	154	31	50	196	38	50	286	10	50	105	47	50	339	15	50	337	95	50	11	42	50	328	4	50	250	11	50	68	77	50	196	38	50	286	10	50	13	93	50	257	73	50	21	81	50	69	9	50	328	4	50	250	11	50
StateGrid	107	1517079966565	19	0	1	0	1	0	1	4	33	65	50	257	93	50	286	84	50	300	36	50	87	32	50	343	98	50	270	50	50	254	75	50	356	86	50	33	65	50	328	37	50	332	53	50	300	36	50	285	23	50	343	98	50	270	50	50	194	17	50	356	86	50	33	65	50	328	37	50	332	53	50	300	36	50	285	23	50	343	98	50	270	50	50	194	17	50	356	86	50	33	65	50	257	93	50	286	84	50	300	36	50	87	32	50	343	98	50	270	50	50	254	75	50	356	86	50
