type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	319	1517079967674	0	1	0	1	1	0	1	5	67	7	50	91	49	50	50	7	50	163	89	50	322	84	50	308	39	50	257	10	50	295	25	50	328	68	50	67	7	50	196	92	50	79	85	50	73	27	50	322	84	50	264	16	50	257	10	50	295	25	50	208	54	50	67	7	50	91	49	50	50	7	50	163	89	50	322	84	50	308	39	50	257	10	50	295	25	50	328	68	50	67	7	50	196	92	50	79	85	50	73	27	50	322	84	50	264	16	50	257	10	50	295	25	50	208	54	50
StateGrid	319	1517079967674	1	0	1	0	0	1	0	3	92	39	50	20	17	50	8	54	50	107	89	50	301	93	50	0	1	50	343	88	50	250	73	50	289	86	50	92	39	50	169	83	50	8	54	50	103	50	50	301	93	50	0	1	50	343	88	50	250	73	50	6	44	50	92	39	50	20	17	50	8	54	50	107	89	50	301	93	50	0	1	50	343	88	50	250	73	50	289	86	50	92	39	50	169	83	50	8	54	50	103	50	50	301	93	50	0	1	50	343	88	50	250	73	50	6	44	50
StateGrid	319	1517079967675	2	1	1	0	1	1	0	6	202	36	50	69	17	50	30	12	50	82	27	50	156	15	50	357	34	50	155	71	50	294	20	50	35	92	50	35	23	50	69	17	50	30	12	50	321	62	50	74	22	50	28	48	50	155	71	50	168	78	50	299	67	50	202	36	50	69	17	50	30	12	50	82	27	50	156	15	50	357	34	50	155	71	50	294	20	50	35	92	50	35	23	50	69	17	50	30	12	50	321	62	50	74	22	50	28	48	50	155	71	50	168	78	50	299	67	50
StateGrid	319	1517079967675	3	0	1	0	1	0	1	3	36	39	50	350	35	50	207	99	50	278	21	50	232	53	50	111	15	50	140	70	50	120	57	50	12	16	50	284	21	50	350	35	50	207	99	50	278	21	50	232	53	50	111	15	50	278	41	50	72	33	50	12	16	50	284	21	50	350	35	50	207	99	50	278	21	50	232	53	50	111	15	50	278	41	50	72	33	50	12	16	50	36	39	50	350	35	50	207	99	50	278	21	50	232	53	50	111	15	50	140	70	50	120	57	50	12	16	50
StateGrid	319	1517079967675	4	0	1	0	1	0	1	1	223	23	50	129	59	50	145	64	50	334	66	50	81	77	50	236	16	50	211	7	50	192	3	50	88	44	50	223	23	50	44	25	50	145	64	50	334	66	50	81	77	50	236	16	50	211	7	50	192	3	50	88	44	50	223	23	50	44	25	50	145	64	50	334	66	50	81	77	50	236	16	50	211	7	50	192	3	50	88	44	50	223	23	50	129	59	50	145	64	50	334	66	50	81	77	50	236	16	50	211	7	50	192	3	50	88	44	50
StateGrid	319	1517079967675	5	0	0	1	1	1	0	9	82	6	50	352	53	50	144	80	50	78	22	50	17	43	50	336	12	50	45	10	50	57	11	50	11	79	50	98	96	50	341	74	50	171	35	50	172	65	50	315	31	50	38	82	50	29	19	50	137	24	50	316	82	50	98	96	50	341	74	50	171	35	50	172	65	50	315	31	50	38	82	50	29	19	50	137	24	50	316	82	50	82	6	50	352	53	50	144	80	50	78	22	50	17	43	50	336	12	50	45	10	50	57	11	50	11	79	50
StateGrid	319	1517079967675	6	0	0	1	0	0	1	7	260	27	50	21	84	50	155	52	50	100	76	50	219	77	50	0	67	50	256	55	50	270	47	50	201	20	50	142	12	50	21	84	50	228	92	50	296	28	50	23	38	50	219	32	50	172	4	50	270	47	50	251	20	50	260	27	50	21	84	50	155	52	50	100	76	50	219	77	50	0	67	50	256	55	50	270	47	50	201	20	50	142	12	50	21	84	50	228	92	50	296	28	50	23	38	50	219	32	50	172	4	50	270	47	50	251	20	50
StateGrid	319	1517079967676	7	1	0	1	0	1	0	5	308	99	50	164	28	50	233	0	50	351	56	50	275	56	50	340	90	50	10	68	50	358	78	50	104	42	50	308	99	50	266	89	50	233	0	50	10	30	50	144	34	50	340	90	50	72	41	50	358	78	50	187	22	50	308	99	50	266	89	50	233	0	50	10	30	50	144	34	50	340	90	50	72	41	50	358	78	50	187	22	50	308	99	50	164	28	50	233	0	50	351	56	50	275	56	50	340	90	50	10	68	50	358	78	50	104	42	50
StateGrid	319	1517079967676	8	1	1	0	0	0	1	8	308	24	50	65	8	50	7	72	50	12	17	50	224	44	50	117	98	50	26	40	50	81	31	50	38	99	50	129	31	50	234	42	50	340	19	50	12	17	50	33	26	50	122	69	50	6	97	50	344	51	50	95	55	50	129	31	50	234	42	50	340	19	50	12	17	50	33	26	50	122	69	50	6	97	50	344	51	50	95	55	50	308	24	50	65	8	50	7	72	50	12	17	50	224	44	50	117	98	50	26	40	50	81	31	50	38	99	50
StateGrid	319	1517079967676	9	0	0	1	1	1	0	1	186	57	50	289	72	50	270	80	50	113	42	50	270	12	50	330	45	50	91	14	50	131	4	50	26	66	50	186	57	50	289	72	50	270	80	50	113	42	50	270	12	50	330	45	50	91	14	50	141	42	50	26	66	50	186	57	50	289	72	50	270	80	50	113	42	50	270	12	50	330	45	50	91	14	50	141	42	50	26	66	50	186	57	50	289	72	50	270	80	50	113	42	50	270	12	50	330	45	50	91	14	50	131	4	50	26	66	50
