type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	72	1517079966419	0	1	0	1	1	0	1	4	252	62	50	213	32	50	306	59	50	222	47	50	341	41	50	174	47	50	214	68	50	323	87	50	30	15	50	252	62	50	334	34	50	306	59	50	222	47	50	341	41	50	174	10	50	325	11	50	332	29	50	30	15	50	252	62	50	213	32	50	306	59	50	222	47	50	341	41	50	174	47	50	214	68	50	323	87	50	30	15	50	252	62	50	334	34	50	306	59	50	222	47	50	341	41	50	174	10	50	325	11	50	332	29	50	30	15	50
StateGrid	72	1517079966419	1	0	1	0	1	0	1	5	81	62	50	21	68	50	321	87	50	96	39	50	152	22	50	14	34	50	186	30	50	342	74	50	249	47	50	338	5	50	268	67	50	321	87	50	96	39	50	152	22	50	14	34	50	276	15	50	151	71	50	219	29	50	338	5	50	268	67	50	321	87	50	96	39	50	152	22	50	14	34	50	276	15	50	151	71	50	219	29	50	81	62	50	21	68	50	321	87	50	96	39	50	152	22	50	14	34	50	186	30	50	342	74	50	249	47	50
StateGrid	72	1517079966419	2	1	0	1	0	1	0	3	164	8	50	215	84	50	340	82	50	348	16	50	167	62	50	109	90	50	151	53	50	219	37	50	206	4	50	164	8	50	215	84	50	340	82	50	344	11	50	167	62	50	109	90	50	151	53	50	122	97	50	199	34	50	164	8	50	215	84	50	340	82	50	344	11	50	167	62	50	109	90	50	151	53	50	122	97	50	199	34	50	164	8	50	215	84	50	340	82	50	348	16	50	167	62	50	109	90	50	151	53	50	219	37	50	206	4	50
StateGrid	72	1517079966419	3	0	0	1	1	1	0	9	34	84	50	169	26	50	68	2	50	251	85	50	314	43	50	43	97	50	97	76	50	137	95	50	269	32	50	163	67	50	132	24	50	281	87	50	100	32	50	23	40	50	348	14	50	223	21	50	96	79	50	154	65	50	163	67	50	132	24	50	281	87	50	100	32	50	23	40	50	348	14	50	223	21	50	96	79	50	154	65	50	34	84	50	169	26	50	68	2	50	251	85	50	314	43	50	43	97	50	97	76	50	137	95	50	269	32	50
StateGrid	72	1517079966420	4	1	1	0	0	0	1	6	45	18	50	198	23	50	345	45	50	306	83	50	12	34	50	22	85	50	177	6	50	83	12	50	279	82	50	45	18	50	159	77	50	345	45	50	266	47	50	182	56	50	112	60	50	84	8	50	83	12	50	316	96	50	45	18	50	159	77	50	345	45	50	266	47	50	182	56	50	112	60	50	84	8	50	83	12	50	316	96	50	45	18	50	198	23	50	345	45	50	306	83	50	12	34	50	22	85	50	177	6	50	83	12	50	279	82	50
StateGrid	72	1517079966420	5	0	0	1	1	1	0	3	329	33	50	181	15	50	156	35	50	6	58	50	271	21	50	299	4	50	224	71	50	153	21	50	278	33	50	329	33	50	181	15	50	156	35	50	6	58	50	271	21	50	98	73	50	108	5	50	229	38	50	278	33	50	329	33	50	181	15	50	156	35	50	6	58	50	271	21	50	98	73	50	108	5	50	229	38	50	278	33	50	329	33	50	181	15	50	156	35	50	6	58	50	271	21	50	299	4	50	224	71	50	153	21	50	278	33	50
StateGrid	72	1517079966420	6	1	0	1	1	0	1	5	126	56	50	334	16	50	218	8	50	348	9	50	21	46	50	273	43	50	351	59	50	108	0	50	84	84	50	126	56	50	334	16	50	205	54	50	77	84	50	120	91	50	49	23	50	21	70	50	108	0	50	84	84	50	126	56	50	334	16	50	218	8	50	348	9	50	21	46	50	273	43	50	351	59	50	108	0	50	84	84	50	126	56	50	334	16	50	205	54	50	77	84	50	120	91	50	49	23	50	21	70	50	108	0	50	84	84	50
StateGrid	72	1517079966420	7	0	1	0	1	0	1	1	273	33	50	100	41	50	232	75	50	129	94	50	95	79	50	333	63	50	248	75	50	268	4	50	313	96	50	273	33	50	100	41	50	232	75	50	42	44	50	95	79	50	333	63	50	248	75	50	268	4	50	313	96	50	273	33	50	100	41	50	232	75	50	42	44	50	95	79	50	333	63	50	248	75	50	268	4	50	313	96	50	273	33	50	100	41	50	232	75	50	129	94	50	95	79	50	333	63	50	248	75	50	268	4	50	313	96	50
StateGrid	72	1517079966420	8	0	0	1	0	0	1	9	33	82	50	257	76	50	105	47	50	170	88	50	26	55	50	62	92	50	337	94	50	63	82	50	108	91	50	73	13	50	100	39	50	9	75	50	194	87	50	114	52	50	252	83	50	213	59	50	219	45	50	135	66	50	33	82	50	257	76	50	105	47	50	170	88	50	26	55	50	62	92	50	337	94	50	63	82	50	108	91	50	73	13	50	100	39	50	9	75	50	194	87	50	114	52	50	252	83	50	213	59	50	219	45	50	135	66	50
StateGrid	72	1517079966421	9	1	0	1	1	0	1	2	232	98	50	275	80	50	174	7	50	261	11	50	56	36	50	164	87	50	215	45	50	247	97	50	25	28	50	232	98	50	275	80	50	174	7	50	261	11	50	276	88	50	164	87	50	215	45	50	247	97	50	285	60	50	232	98	50	275	80	50	174	7	50	261	11	50	56	36	50	164	87	50	215	45	50	247	97	50	25	28	50	232	98	50	275	80	50	174	7	50	261	11	50	276	88	50	164	87	50	215	45	50	247	97	50	285	60	50
