type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	965	1517079970748	0	1	1	0	1	1	0	4	315	51	50	66	10	50	187	62	50	197	76	50	355	55	50	226	19	50	298	69	50	190	94	50	130	7	50	315	51	50	285	99	50	187	62	50	16	19	50	355	55	50	226	19	50	195	48	50	236	35	50	130	7	50	315	51	50	66	10	50	187	62	50	197	76	50	355	55	50	226	19	50	298	69	50	190	94	50	130	7	50	315	51	50	285	99	50	187	62	50	16	19	50	355	55	50	226	19	50	195	48	50	236	35	50	130	7	50
StateGrid	965	1517079970748	1	0	0	1	0	0	1	2	341	10	50	278	77	50	283	67	50	159	17	50	271	14	50	170	62	50	202	91	50	328	51	50	100	87	50	56	18	50	278	77	50	283	67	50	159	17	50	271	14	50	170	62	50	202	91	50	328	51	50	333	33	50	341	10	50	278	77	50	283	67	50	159	17	50	271	14	50	170	62	50	202	91	50	328	51	50	100	87	50	56	18	50	278	77	50	283	67	50	159	17	50	271	14	50	170	62	50	202	91	50	328	51	50	333	33	50
StateGrid	965	1517079970749	2	1	1	0	0	0	1	7	308	31	50	115	60	50	52	57	50	256	36	50	201	37	50	120	88	50	242	61	50	293	77	50	204	23	50	48	65	50	115	60	50	306	27	50	355	27	50	105	0	50	120	88	50	40	87	50	358	17	50	51	86	50	48	65	50	115	60	50	306	27	50	355	27	50	105	0	50	120	88	50	40	87	50	358	17	50	51	86	50	308	31	50	115	60	50	52	57	50	256	36	50	201	37	50	120	88	50	242	61	50	293	77	50	204	23	50
StateGrid	965	1517079970749	3	1	1	0	0	0	1	9	354	82	50	135	80	50	262	0	50	140	41	50	317	21	50	336	20	50	164	57	50	52	25	50	116	21	50	175	83	50	223	47	50	295	97	50	317	10	50	53	7	50	290	64	50	338	37	50	142	68	50	25	34	50	175	83	50	223	47	50	295	97	50	317	10	50	53	7	50	290	64	50	338	37	50	142	68	50	25	34	50	354	82	50	135	80	50	262	0	50	140	41	50	317	21	50	336	20	50	164	57	50	52	25	50	116	21	50
StateGrid	965	1517079970749	4	0	0	1	1	1	0	4	258	12	50	12	75	50	199	42	50	95	29	50	87	87	50	113	52	50	155	81	50	75	3	50	30	14	50	258	12	50	12	75	50	286	92	50	303	21	50	87	87	50	300	29	50	155	81	50	75	3	50	173	86	50	258	12	50	12	75	50	286	92	50	303	21	50	87	87	50	300	29	50	155	81	50	75	3	50	173	86	50	258	12	50	12	75	50	199	42	50	95	29	50	87	87	50	113	52	50	155	81	50	75	3	50	30	14	50
StateGrid	965	1517079970749	5	0	1	0	0	1	0	2	2	80	50	15	44	50	244	88	50	84	99	50	145	39	50	303	44	50	245	44	50	196	35	50	83	0	50	2	80	50	15	44	50	244	88	50	84	99	50	319	75	50	40	50	50	245	44	50	196	35	50	83	0	50	2	80	50	15	44	50	244	88	50	84	99	50	145	39	50	303	44	50	245	44	50	196	35	50	83	0	50	2	80	50	15	44	50	244	88	50	84	99	50	319	75	50	40	50	50	245	44	50	196	35	50	83	0	50
StateGrid	965	1517079970750	6	1	0	1	0	1	0	9	165	35	50	129	37	50	143	57	50	173	9	50	56	72	50	35	90	50	182	70	50	37	52	50	196	49	50	148	28	50	185	75	50	31	77	50	222	57	50	340	78	50	126	82	50	7	39	50	347	52	50	342	42	50	148	28	50	185	75	50	31	77	50	222	57	50	340	78	50	126	82	50	7	39	50	347	52	50	342	42	50	165	35	50	129	37	50	143	57	50	173	9	50	56	72	50	35	90	50	182	70	50	37	52	50	196	49	50
StateGrid	965	1517079970750	7	0	1	0	0	1	0	1	99	58	50	152	89	50	260	88	50	176	71	50	261	42	50	75	7	50	59	69	50	138	12	50	35	48	50	99	58	50	152	89	50	260	88	50	176	71	50	261	42	50	75	7	50	59	69	50	138	12	50	27	87	50	99	58	50	152	89	50	260	88	50	176	71	50	261	42	50	75	7	50	59	69	50	138	12	50	35	48	50	99	58	50	152	89	50	260	88	50	176	71	50	261	42	50	75	7	50	59	69	50	138	12	50	27	87	50
StateGrid	965	1517079970750	8	0	0	1	1	1	0	1	325	66	50	232	1	50	289	31	50	31	70	50	352	13	50	343	5	50	120	7	50	252	73	50	64	44	50	243	79	50	232	1	50	289	31	50	31	70	50	352	13	50	343	5	50	120	7	50	252	73	50	64	44	50	243	79	50	232	1	50	289	31	50	31	70	50	352	13	50	343	5	50	120	7	50	252	73	50	64	44	50	325	66	50	232	1	50	289	31	50	31	70	50	352	13	50	343	5	50	120	7	50	252	73	50	64	44	50
StateGrid	965	1517079970750	9	0	1	0	0	1	0	1	154	61	50	103	12	50	96	63	50	323	51	50	300	31	50	61	53	50	57	12	50	46	10	50	184	34	50	348	28	50	103	12	50	96	63	50	323	51	50	300	31	50	61	53	50	57	12	50	46	10	50	184	34	50	154	61	50	103	12	50	96	63	50	323	51	50	300	31	50	61	53	50	57	12	50	46	10	50	184	34	50	348	28	50	103	12	50	96	63	50	323	51	50	300	31	50	61	53	50	57	12	50	46	10	50	184	34	50
