type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj0_Shp1_ClrH	sObj0_Shp1_ClrS	sObj0_Shp1_ClrL	sObj0_Shp2_ClrH	sObj0_Shp2_ClrS	sObj0_Shp2_ClrL	sObj0_Shp3_ClrH	sObj0_Shp3_ClrS	sObj0_Shp3_ClrL	sObj0_Shp4_ClrH	sObj0_Shp4_ClrS	sObj0_Shp4_ClrL	sObj0_Shp5_ClrH	sObj0_Shp5_ClrS	sObj0_Shp5_ClrL	sObj0_Shp6_ClrH	sObj0_Shp6_ClrS	sObj0_Shp6_ClrL	sObj0_Shp7_ClrH	sObj0_Shp7_ClrS	sObj0_Shp7_ClrL	sObj0_Shp8_ClrH	sObj0_Shp8_ClrS	sObj0_Shp8_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	sObj1_Shp1_ClrH	sObj1_Shp1_ClrS	sObj1_Shp1_ClrL	sObj1_Shp2_ClrH	sObj1_Shp2_ClrS	sObj1_Shp2_ClrL	sObj1_Shp3_ClrH	sObj1_Shp3_ClrS	sObj1_Shp3_ClrL	sObj1_Shp4_ClrH	sObj1_Shp4_ClrS	sObj1_Shp4_ClrL	sObj1_Shp5_ClrH	sObj1_Shp5_ClrS	sObj1_Shp5_ClrL	sObj1_Shp6_ClrH	sObj1_Shp6_ClrS	sObj1_Shp6_ClrL	sObj1_Shp7_ClrH	sObj1_Shp7_ClrS	sObj1_Shp7_ClrL	sObj1_Shp8_ClrH	sObj1_Shp8_ClrS	sObj1_Shp8_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj0_Shp1_ClrH	lObj0_Shp1_ClrS	lObj0_Shp1_ClrL	lObj0_Shp2_ClrH	lObj0_Shp2_ClrS	lObj0_Shp2_ClrL	lObj0_Shp3_ClrH	lObj0_Shp3_ClrS	lObj0_Shp3_ClrL	lObj0_Shp4_ClrH	lObj0_Shp4_ClrS	lObj0_Shp4_ClrL	lObj0_Shp5_ClrH	lObj0_Shp5_ClrS	lObj0_Shp5_ClrL	lObj0_Shp6_ClrH	lObj0_Shp6_ClrS	lObj0_Shp6_ClrL	lObj0_Shp7_ClrH	lObj0_Shp7_ClrS	lObj0_Shp7_ClrL	lObj0_Shp8_ClrH	lObj0_Shp8_ClrS	lObj0_Shp8_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL	lObj1_Shp1_ClrH	lObj1_Shp1_ClrS	lObj1_Shp1_ClrL	lObj1_Shp2_ClrH	lObj1_Shp2_ClrS	lObj1_Shp2_ClrL	lObj1_Shp3_ClrH	lObj1_Shp3_ClrS	lObj1_Shp3_ClrL	lObj1_Shp4_ClrH	lObj1_Shp4_ClrS	lObj1_Shp4_ClrL	lObj1_Shp5_ClrH	lObj1_Shp5_ClrS	lObj1_Shp5_ClrL	lObj1_Shp6_ClrH	lObj1_Shp6_ClrS	lObj1_Shp6_ClrL	lObj1_Shp7_ClrH	lObj1_Shp7_ClrS	lObj1_Shp7_ClrL	lObj1_Shp8_ClrH	lObj1_Shp8_ClrS	lObj1_Shp8_ClrL
StateGrid	761	1517079969749	0	0	0	1	1	1	0	1	188	9	50	201	41	50	69	53	50	323	57	50	78	47	50	358	31	50	204	76	50	292	71	50	188	25	50	264	15	50	201	41	50	69	53	50	323	57	50	78	47	50	358	31	50	204	76	50	292	71	50	188	25	50	264	15	50	201	41	50	69	53	50	323	57	50	78	47	50	358	31	50	204	76	50	292	71	50	188	25	50	188	9	50	201	41	50	69	53	50	323	57	50	78	47	50	358	31	50	204	76	50	292	71	50	188	25	50
StateGrid	761	1517079969749	1	1	1	0	1	1	0	7	123	82	50	263	81	50	306	25	50	13	81	50	86	74	50	56	78	50	340	30	50	11	74	50	51	10	50	123	82	50	121	97	50	174	42	50	138	40	50	86	74	50	317	8	50	322	45	50	358	60	50	263	23	50	123	82	50	263	81	50	306	25	50	13	81	50	86	74	50	56	78	50	340	30	50	11	74	50	51	10	50	123	82	50	121	97	50	174	42	50	138	40	50	86	74	50	317	8	50	322	45	50	358	60	50	263	23	50
StateGrid	761	1517079969749	2	0	0	1	0	0	1	6	330	38	50	121	61	50	79	65	50	158	53	50	352	9	50	48	63	50	153	73	50	272	59	50	280	66	50	197	5	50	165	7	50	196	94	50	158	53	50	352	9	50	95	22	50	106	28	50	321	63	50	280	66	50	330	38	50	121	61	50	79	65	50	158	53	50	352	9	50	48	63	50	153	73	50	272	59	50	280	66	50	197	5	50	165	7	50	196	94	50	158	53	50	352	9	50	95	22	50	106	28	50	321	63	50	280	66	50
StateGrid	761	1517079969749	3	0	1	0	1	0	1	5	322	55	50	71	41	50	131	5	50	172	98	50	210	64	50	98	40	50	348	55	50	186	96	50	350	57	50	6	76	50	71	41	50	151	87	50	134	33	50	359	18	50	85	57	50	348	55	50	186	96	50	350	57	50	6	76	50	71	41	50	151	87	50	134	33	50	359	18	50	85	57	50	348	55	50	186	96	50	350	57	50	322	55	50	71	41	50	131	5	50	172	98	50	210	64	50	98	40	50	348	55	50	186	96	50	350	57	50
StateGrid	761	1517079969750	4	0	1	0	1	0	1	6	159	90	50	161	18	50	344	87	50	286	49	50	249	4	50	342	42	50	1	31	50	209	59	50	162	73	50	159	90	50	349	44	50	330	53	50	286	49	50	249	4	50	137	86	50	87	3	50	276	79	50	233	23	50	159	90	50	349	44	50	330	53	50	286	49	50	249	4	50	137	86	50	87	3	50	276	79	50	233	23	50	159	90	50	161	18	50	344	87	50	286	49	50	249	4	50	342	42	50	1	31	50	209	59	50	162	73	50
StateGrid	761	1517079969750	5	0	1	0	1	0	1	7	231	25	50	188	18	50	107	25	50	231	80	50	138	59	50	25	52	50	217	1	50	279	1	50	186	12	50	22	75	50	56	43	50	300	29	50	83	34	50	145	73	50	25	52	50	23	60	50	279	1	50	49	24	50	22	75	50	56	43	50	300	29	50	83	34	50	145	73	50	25	52	50	23	60	50	279	1	50	49	24	50	231	25	50	188	18	50	107	25	50	231	80	50	138	59	50	25	52	50	217	1	50	279	1	50	186	12	50
StateGrid	761	1517079969750	6	0	0	1	1	1	0	2	263	57	50	217	98	50	151	57	50	217	67	50	260	63	50	332	33	50	303	92	50	288	36	50	174	0	50	263	57	50	54	35	50	151	57	50	217	67	50	260	63	50	332	33	50	303	92	50	288	36	50	68	47	50	263	57	50	54	35	50	151	57	50	217	67	50	260	63	50	332	33	50	303	92	50	288	36	50	68	47	50	263	57	50	217	98	50	151	57	50	217	67	50	260	63	50	332	33	50	303	92	50	288	36	50	174	0	50
StateGrid	761	1517079969750	7	0	0	1	0	0	1	4	230	43	50	26	89	50	281	66	50	85	85	50	256	55	50	290	98	50	350	7	50	64	6	50	147	38	50	279	61	50	280	61	50	281	66	50	85	85	50	160	49	50	288	58	50	350	7	50	64	6	50	147	38	50	230	43	50	26	89	50	281	66	50	85	85	50	256	55	50	290	98	50	350	7	50	64	6	50	147	38	50	279	61	50	280	61	50	281	66	50	85	85	50	160	49	50	288	58	50	350	7	50	64	6	50	147	38	50
StateGrid	761	1517079969751	8	1	1	0	0	0	1	2	354	56	50	95	72	50	309	66	50	33	90	50	31	71	50	266	48	50	310	77	50	252	9	50	42	16	50	77	11	50	95	72	50	309	66	50	33	90	50	31	71	50	266	48	50	67	73	50	252	9	50	42	16	50	77	11	50	95	72	50	309	66	50	33	90	50	31	71	50	266	48	50	67	73	50	252	9	50	42	16	50	354	56	50	95	72	50	309	66	50	33	90	50	31	71	50	266	48	50	310	77	50	252	9	50	42	16	50
StateGrid	761	1517079969751	9	0	0	1	1	1	0	1	28	34	50	290	79	50	59	5	50	72	70	50	23	75	50	22	94	50	300	22	50	228	38	50	295	35	50	28	34	50	290	79	50	59	5	50	72	70	50	23	75	50	230	47	50	300	22	50	228	38	50	295	35	50	28	34	50	290	79	50	59	5	50	72	70	50	23	75	50	230	47	50	300	22	50	228	38	50	295	35	50	28	34	50	290	79	50	59	5	50	72	70	50	23	75	50	22	94	50	300	22	50	228	38	50	295	35	50
StateGrid	761	1517079969751	10	1	1	0	1	1	0	4	133	27	50	323	42	50	359	24	50	98	42	50	210	2	50	17	59	50	226	60	50	49	96	50	45	52	50	94	60	50	199	63	50	359	24	50	262	89	50	210	2	50	195	11	50	226	60	50	49	96	50	45	52	50	133	27	50	323	42	50	359	24	50	98	42	50	210	2	50	17	59	50	226	60	50	49	96	50	45	52	50	94	60	50	199	63	50	359	24	50	262	89	50	210	2	50	195	11	50	226	60	50	49	96	50	45	52	50
StateGrid	761	1517079969751	11	0	0	1	1	1	0	3	129	51	50	244	18	50	165	93	50	223	4	50	335	39	50	56	92	50	310	1	50	56	45	50	337	7	50	129	51	50	244	18	50	40	19	50	223	4	50	335	39	50	134	5	50	310	1	50	106	30	50	337	7	50	129	51	50	244	18	50	40	19	50	223	4	50	335	39	50	134	5	50	310	1	50	106	30	50	337	7	50	129	51	50	244	18	50	165	93	50	223	4	50	335	39	50	56	92	50	310	1	50	56	45	50	337	7	50
StateGrid	761	1517079969752	12	1	1	0	1	1	0	3	62	36	50	333	13	50	4	80	50	124	50	50	225	66	50	85	45	50	155	25	50	94	43	50	291	56	50	238	45	50	333	13	50	223	64	50	124	50	50	225	66	50	100	26	50	155	25	50	94	43	50	291	56	50	62	36	50	333	13	50	4	80	50	124	50	50	225	66	50	85	45	50	155	25	50	94	43	50	291	56	50	238	45	50	333	13	50	223	64	50	124	50	50	225	66	50	100	26	50	155	25	50	94	43	50	291	56	50
StateGrid	761	1517079969752	13	1	1	0	1	1	0	8	303	8	50	224	96	50	23	97	50	39	12	50	125	64	50	73	22	50	223	68	50	159	65	50	297	74	50	41	71	50	160	0	50	153	58	50	265	69	50	125	64	50	85	29	50	144	81	50	324	7	50	119	44	50	303	8	50	224	96	50	23	97	50	39	12	50	125	64	50	73	22	50	223	68	50	159	65	50	297	74	50	41	71	50	160	0	50	153	58	50	265	69	50	125	64	50	85	29	50	144	81	50	324	7	50	119	44	50
