type	gameid	time	roundNum	sTarget	sOIndex0	sOIndex1	lTarget	lOIndex0	lOIndex1	diffs	sObj0_Shp0_ClrH	sObj0_Shp0_ClrS	sObj0_Shp0_ClrL	sObj1_Shp0_ClrH	sObj1_Shp0_ClrS	sObj1_Shp0_ClrL	lObj0_Shp0_ClrH	lObj0_Shp0_ClrS	lObj0_Shp0_ClrL	lObj1_Shp0_ClrH	lObj1_Shp0_ClrS	lObj1_Shp0_ClrL
StateGrid	598	1518208658894	0	0	0	1	0	0	1	1	32	20	50	156	45	50	32	20	50	156	45	50
StateGrid	598	1518208658894	1	0	0	1	0	0	1	1	319	46	50	176	22	50	319	46	50	176	22	50
StateGrid	598	1518208658894	2	0	1	0	0	1	0	1	155	93	50	181	26	50	155	93	50	181	26	50
StateGrid	598	1518208658894	3	1	0	1	0	1	0	1	292	77	50	85	74	50	85	74	50	292	77	50
StateGrid	598	1518208658894	4	1	0	1	1	0	1	1	265	73	50	159	99	50	265	73	50	159	99	50
StateGrid	598	1518208658894	5	1	1	0	1	1	0	1	65	91	50	254	51	50	65	91	50	254	51	50
StateGrid	598	1518208658894	6	1	1	0	1	1	0	1	88	76	50	141	99	50	88	76	50	141	99	50
StateGrid	598	1518208658894	7	1	0	1	0	1	0	1	84	54	50	353	67	50	353	67	50	84	54	50
StateGrid	598	1518208658894	8	1	1	0	0	0	1	1	331	61	50	273	44	50	273	44	50	331	61	50
StateGrid	598	1518208658894	9	1	0	1	0	1	0	1	338	41	50	163	30	50	163	30	50	338	41	50
StateGrid	598	1518208658894	10	0	1	0	0	1	0	1	150	94	50	252	38	50	150	94	50	252	38	50
StateGrid	598	1518208658895	11	1	1	0	1	1	0	1	332	53	50	127	31	50	332	53	50	127	31	50
StateGrid	598	1518208658895	12	1	1	0	1	1	0	1	124	15	50	183	32	50	124	15	50	183	32	50
StateGrid	598	1518208658895	13	0	1	0	0	1	0	1	224	88	50	239	19	50	224	88	50	239	19	50
StateGrid	598	1518208658895	14	0	1	0	1	0	1	1	306	41	50	267	24	50	267	24	50	306	41	50
StateGrid	598	1518208658896	15	0	0	1	1	1	0	1	98	47	50	67	53	50	67	53	50	98	47	50
StateGrid	598	1518208658896	16	0	0	1	1	1	0	1	170	21	50	340	94	50	340	94	50	170	21	50
StateGrid	598	1518208658896	17	1	0	1	0	1	0	1	320	91	50	8	12	50	8	12	50	320	91	50
StateGrid	598	1518208658896	18	0	0	1	0	0	1	1	72	71	50	260	60	50	72	71	50	260	60	50
StateGrid	598	1518208658896	19	1	0	1	1	0	1	1	111	93	50	91	14	50	111	93	50	91	14	50
